Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to13,Feature log2 fold change topic 8to13
ENSG00000228794,LINC01128,112,2.47049,7,-1.9270,24,-0.2058,21,-0.3619,19,-0.8415
ENSG00000188976,NOC2L,112,1.21329,49,-0.1275,29,-1.1296,62,0.25143,58,0.26922
ENSG00000188290,HES4,112,0.40919,76,-0.2024,90,0.08969,52,-0.7626,87,0.01961
ENSG00000187608,ISG15,112,0.27840,59,-0.7048,66,-0.6691,46,-1.0690,122,0.82494
ENSG00000188157,AGRN,112,1.31344,34,-0.5701,31,-0.8927,14,-1.8682,60,0.56928
ENSG00000078808,SDF4,112,0.75251,60,-0.2210,58,-0.3604,59,-0.2606,74,0.15293
ENSG00000176022,B3GALT6,112,1.76816,19,-1.0524,26,-0.7447,33,-0.2211,39,0.01388
ENSG00000160087,UBE2J2,112,1.45257,41,-0.1675,25,-1.1402,31,-0.6099,52,0.37045
ENSG00000131584,ACAP3,112,0.44175,53,-0.7083,70,-0.3672,57,-0.6023,99,0.46238
ENSG00000169972,PUSL1,112,3.07928,6,-1.7244,13,-0.8492,3,-2.6760,15,-0.6618
ENSG00000127054,INTS11,112,1.19191,40,-0.4250,30,-1.0953,46,-0.2378,63,0.47367
ENSG00000224051,CPTP,112,1.74020,16,-1.3671,21,-1.1207,40,0.05319,43,0.23192
ENSG00000107404,DVL1,112,0.91535,66,0.07924,64,0.02476,86,0.48386,50,-0.5607
ENSG00000175756,AURKAIP1,112,-0.7327,206,0.20838,189,0.09999,134,-0.4569,189,0.13312
ENSG00000221978,CCNL2,112,1.54143,41,-0.0803,32,-0.6126,17,-1.4440,45,0.08845
ENSG00000242485,MRPL20,112,-0.6772,205,0.26133,178,0.04649,165,-0.0793,178,0.06035
ENSG00000235098,ANKRD65,112,3.36800,26,0.52833,8,-1.3878,8,-1.1723,10,-1.3672
ENSG00000179403,VWA1,112,2.09336,145,2.63416,17,-1.1913,20,-0.7372,13,-1.9054
ENSG00000197785,ATAD3A,112,2.56793,19,-0.4807,10,-1.6057,8,-1.6377,25,-0.0122
ENSG00000205090,TMEM240,112,1.43595,26,-0.8804,25,-1.1399,57,0.30956,51,0.28744
ENSG00000160075,SSU72,112,-0.3410,104,-0.4443,134,-0.0820,90,-0.6723,162,0.42559
ENSG00000228594,FNDC10,112,1.97716,15,-1.2627,30,-0.2529,47,0.47198,26,-0.7080
ENSG00000272106,AL691432.2,112,2.59163,17,-0.5650,18,-0.6816,7,-1.9634,20,-0.5181
ENSG00000197530,MIB2,112,1.53525,46,0.06758,43,-0.0486,26,-0.7999,36,-0.4905
ENSG00000189339,SLC35E2B,112,2.72575,18,-0.4145,13,-1.0463,11,-1.1037,19,-0.5368
ENSG00000215790,SLC35E2A,112,2.20134,17,-0.8501,21,-0.7370,15,-1.0515,28,-0.1867
ENSG00000008130,NADK,112,2.16447,17,-0.9544,26,-0.3396,28,-0.1423,24,-0.6286
ENSG00000078369,GNB1,112,-1.8161,264,-0.5295,378,0.02798,256,-0.5769,450,0.55598
ENSG00000187730,GABRD,112,0.01137,36,-1.6834,88,-0.4654,71,-0.6843,145,0.83395
ENSG00000067606,PRKCZ,112,-0.8297,141,-0.4748,182,-0.1063,184,-0.0675,222,0.41174
ENSG00000162585,FAAP20,112,1.10964,78,0.51124,59,0.10536,50,-0.1657,42,-0.6783
ENSG00000157933,SKI,112,2.36332,21,-0.4800,24,-0.3260,13,-1.1979,21,-0.6915
ENSG00000157916,RER1,112,0.73734,47,-0.6058,54,-0.5287,33,-1.1579,84,0.53865
ENSG00000157911,PEX10,112,1.88725,40,0.15231,32,-0.2656,40,0.14132,25,-0.8286
ENSG00000149527,PLCH2,112,2.30662,14,-1.0707,11,-1.7200,35,0.26774,29,-0.0096
ENSG00000197921,HES5,112,3.17281,15,-0.4504,20,0.02231,5,-2.0148,7,-1.9432
ENSG00000157870,PRXL2B,112,1.13176,40,-0.4968,47,-0.3379,43,-0.3753,56,0.04506
ENSG00000177133,PRDM16-DT,112,3.09358,11,-0.8727,25,0.45304,10,-0.9884,5,-2.6218
ENSG00000158109,TPRG1L,112,-0.4221,100,-0.5831,109,-0.5895,102,-0.5535,193,0.84965
ENSG00000116213,WRAP73,112,3.04822,7,-1.4877,10,-1.3144,4,-2.2883,18,-0.3944
ENSG00000130764,LRRC47,112,0.65859,51,-0.5588,56,-0.5497,58,-0.3659,86,0.43378
ENSG00000116198,CEP104,112,3.21542,18,-0.0698,10,-1.2150,0,-5.7474,14,-0.8130
ENSG00000196581,AJAP1,112,1.80288,14,-1.4814,17,-1.4261,20,-0.9581,46,0.58621
ENSG00000069424,KCNAB2,112,-0.5729,92,-0.8685,147,-0.1955,71,-1.2504,207,0.74665
ENSG00000116254,CHD5,112,0.04341,62,-0.8493,93,-0.3027,143,0.43893,120,0.28203
ENSG00000116251,RPL22,112,-1.9100,902,1.34418,465,0.33890,429,0.11988,310,-0.6026
ENSG00000116237,ICMT,112,1.71539,24,-0.7479,23,-1.0344,19,-1.1378,45,0.35573
ENSG00000097021,ACOT7,112,-1.3760,120,-1.2737,198,-0.6539,348,0.36151,371,0.92022
ENSG00000215788,TNFRSF25,112,3.27072,13,-0.5257,11,-0.9869,10,-0.9917,11,-1.1679
ENSG00000171680,PLEKHG5,112,2.28195,4,-2.8769,18,-0.9461,6,-2.2295,32,0.19638
ENSG00000162408,NOL9,112,2.51362,18,-0.6000,18,-0.6842,32,0.32478,18,-0.9031
ENSG00000162413,KLHL21,112,2.51917,30,0.23216,20,-0.4975,10,-1.4145,18,-0.8795
ENSG00000116273,PHF13,112,2.95500,16,-0.4048,8,-1.6552,10,-1.1625,18,-0.4308
ENSG00000041988,THAP3,112,2.62066,17,-0.5941,13,-1.2090,0,-5.4125,24,-0.0926
ENSG00000007923,DNAJC11,112,2.07958,28,-0.2439,29,-0.2376,7,-2.3016,27,-0.4631
ENSG00000171735,CAMTA1,112,-0.2852,143,0.09423,125,-0.1425,192,0.56575,133,-0.0237
ENSG00000049245,VAMP3,112,2.50315,97,2.21821,16,-0.9137,29,0.12532,7,-2.5779
ENSG00000049246,PER3,112,2.95998,14,-0.6248,16,-0.5655,6,-1.7596,14,-0.9972
ENSG00000116288,PARK7,112,-1.6821,447,0.43181,332,-0.0507,421,0.33314,353,0.09759
ENSG00000116285,ERRFI1,112,2.70314,12,-0.9895,10,-1.5443,15,-0.7485,22,-0.1933
ENSG00000162426,SLC45A1,112,1.39097,18,-1.4165,26,-1.1533,51,0.09740,56,0.46524
ENSG00000142599,RERE,112,0.77732,65,-0.0892,61,-0.2426,36,-0.9686,73,0.15587
ENSG00000074800,ENO1,112,-2.4534,574,-0.0032,528,-0.1749,621,0.11982,677,0.46965
ENSG00000171612,SLC25A33,112,1.62398,32,-0.4074,44,0.10336,45,0.10616,30,-0.7924
ENSG00000171608,PIK3CD,112,2.87052,9,-1.2789,17,-0.5587,26,0.21376,13,-1.2256
ENSG00000171603,CLSTN1,112,-2.3850,270,-1.0824,405,-0.5955,397,-0.5011,790,1.20220
ENSG00000178585,CTNNBIP1,112,1.59532,29,-0.5892,40,-0.1397,46,0.12942,34,-0.5122
ENSG00000162441,LZIC,112,1.98853,43,0.35055,28,-0.3729,25,-0.4897,25,-0.7094
ENSG00000130939,UBE4B,112,1.90357,27,-0.4359,24,-0.7877,15,-1.3422,36,0.03597
ENSG00000054523,KIF1B,112,-0.7847,161,-0.2289,194,0.08159,166,-0.1765,202,0.21623
ENSG00000142657,PGD,112,1.19954,39,-0.4663,28,-1.1747,95,0.92363,56,0.11550
