Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9
ENSG00000188976,NOC2L,39,-0.3080,49,0.30805
ENSG00000188290,HES4,67,0.85023,37,-0.8502
ENSG00000187608,ISG15,303,1.60282,99,-1.6028
ENSG00000078808,SDF4,82,0.15370,73,-0.1537
ENSG00000176022,B3GALT6,18,-0.8854,35,0.88541
ENSG00000160087,UBE2J2,16,-1.5041,46,1.50410
ENSG00000131584,ACAP3,79,-0.0956,85,0.09567
ENSG00000127054,INTS11,64,0.20875,55,-0.2087
ENSG00000224051,CPTP,21,-0.3726,27,0.37268
ENSG00000107404,DVL1,51,0.05201,49,-0.0520
ENSG00000175756,AURKAIP1,102,-0.4066,135,0.40664
ENSG00000221978,CCNL2,69,0.38459,53,-0.3845
ENSG00000242485,MRPL20,166,-0.0166,168,0.01664
ENSG00000179403,VWA1,157,2.81135,22,-2.8113
ENSG00000205090,TMEM240,4,-2.8727,33,2.87273
ENSG00000160075,SSU72,120,-0.0977,128,0.09777
ENSG00000228594,FNDC10,22,-0.7869,37,0.78698
ENSG00000197530,MIB2,42,0.09675,39,-0.0967
ENSG00000215790,SLC35E2A,34,0.00914,34,-0.0091
ENSG00000078369,GNB1,236,-0.7682,402,0.76825
ENSG00000187730,GABRD,16,-2.0134,67,2.01340
ENSG00000067606,PRKCZ,55,-1.6854,180,1.68542
ENSG00000162585,FAAP20,76,0.77580,44,-0.7758
ENSG00000157933,SKI,65,0.94220,34,-0.9422
ENSG00000157916,RER1,95,0.57167,64,-0.5716
ENSG00000157870,PRXL2B,42,-0.6162,65,0.61626
ENSG00000158109,TPRG1L,93,-1.1432,205,1.14328
ENSG00000130764,LRRC47,68,-0.3363,86,0.33631
ENSG00000069424,KCNAB2,16,-3.9151,251,3.91516
ENSG00000116254,CHD5,14,-3.3668,145,3.36682
ENSG00000116251,RPL22,1133,1.38389,434,-1.3838
ENSG00000116237,ICMT,64,1.23566,27,-1.2356
ENSG00000097021,ACOT7,25,-3.5830,303,3.58309
ENSG00000171680,PLEKHG5,0,-5.2594,29,5.25942
ENSG00000162408,NOL9,35,-0.1306,39,0.13068
ENSG00000162413,KLHL21,91,1.14997,41,-1.1499
ENSG00000007923,DNAJC11,17,-1.3515,43,1.35151
ENSG00000171735,CAMTA1,150,-0.0859,159,0.08597
ENSG00000116288,PARK7,353,0.09225,331,-0.0922
ENSG00000162426,SLC45A1,13,-1.6147,40,1.61470
ENSG00000142599,RERE,80,-0.2746,97,0.27460
ENSG00000074800,ENO1,541,-0.5189,775,0.51893
ENSG00000171603,CLSTN1,335,-0.8741,615,0.87411
ENSG00000178585,CTNNBIP1,35,-0.4416,48,0.44167
ENSG00000162441,LZIC,70,1.15578,31,-1.1557
ENSG00000130939,UBE4B,50,0.15448,45,-0.1544
ENSG00000054523,KIF1B,355,0.19673,309,-0.1967
ENSG00000142657,PGD,55,-0.0452,57,0.04523
ENSG00000241563,CORT,16,-2.6018,98,2.60186
ENSG00000160049,DFFA,60,1.14025,27,-1.1402
ENSG00000120948,TARDBP,148,1.03196,72,-1.0319
ENSG00000116649,SRM,52,-1.5436,153,1.54366
ENSG00000198793,MTOR,29,-0.3884,39,0.38840
ENSG00000116661,FBXO2,336,0.65010,214,-0.6501
ENSG00000132879,FBXO44,43,-1.4899,121,1.48997
ENSG00000011021,CLCN6,43,-0.8248,76,0.82482
ENSG00000116685,KIAA2013,81,1.72734,24,-1.7273
ENSG00000116688,MFN2,82,-0.5090,116,0.50907
ENSG00000048707,VPS13D,61,-0.0426,63,0.04260
ENSG00000116731,PRDM2,58,0.18155,51,-0.1815
ENSG00000189337,KAZN,67,0.45609,49,-0.4560
ENSG00000142634,EFHD2,69,-0.8505,125,0.85053
ENSG00000116786,PLEKHM2,38,-0.7532,64,0.75322
ENSG00000065526,SPEN,79,1.38282,30,-1.3828
ENSG00000159363,ATP13A2,30,-2.7514,202,2.75142
ENSG00000117118,SDHB,66,-0.3290,82,0.32909
ENSG00000117115,PADI2,293,3.74212,21,-3.7421
ENSG00000117154,IGSF21,24,-1.7273,80,1.72732
ENSG00000127463,EMC1,29,-0.2407,34,0.24076
ENSG00000053372,MRTO4,19,-1.0763,40,1.07634
ENSG00000053371,AKR7A2,94,1.12136,43,-1.1213
ENSG00000077549,CAPZB,209,0.03008,204,-0.0300
ENSG00000173436,MICOS10,220,-0.1873,251,0.18737
ENSG00000158747,NBL1,47,-2.0065,190,2.00658
ENSG00000162545,CAMK2N1,391,-0.6897,632,0.68978
ENSG00000158828,PINK1,210,-1.1691,473,1.16915
ENSG00000244038,DDOST,59,1.13979,26,-1.1397
ENSG00000127483,HP1BP3,251,0.82491,142,-0.8249
ENSG00000075151,EIF4G3,98,-0.4237,131,0.42373
ENSG00000076864,RAP1GAP,32,-2.9345,246,2.93451
ENSG00000090686,USP48,60,0.39883,46,-0.3988
ENSG00000070831,CDC42,276,0.01462,273,-0.0146
ENSG00000173372,C1QA,72,1.25636,30,-1.2563
ENSG00000173369,C1QB,135,1.86409,37,-1.8640
ENSG00000004487,KDM1A,51,0.15340,46,-0.1534
ENSG00000169641,LUZP1,12,-2.1795,55,2.17958
ENSG00000125944,HNRNPR,137,0.32777,109,-0.3277
ENSG00000142676,RPL11,1345,1.60667,441,-1.6066
ENSG00000057757,PITHD1,87,-1.3117,217,1.31178
ENSG00000011009,LYPLA2,78,0.70315,48,-0.7031
ENSG00000189266,PNRC2,103,1.51334,36,-1.5133
ENSG00000188529,SRSF10,105,0.98796,53,-0.9879
ENSG00000001461,NIPAL3,135,1.05470,65,-1.0547
ENSG00000133226,SRRM1,107,1.38042,41,-1.3804
ENSG00000169504,CLIC4,233,4.06989,13,-4.0698
ENSG00000117614,SYF2,113,1.01152,56,-1.0115
ENSG00000117616,RSRP1,200,1.68126,62,-1.6812
ENSG00000183726,TMEM50A,138,1.10269,64,-1.1026
ENSG00000117643,MAN1C1,35,0.22902,29,-0.2290
ENSG00000162430,SELENON,92,1.41642,34,-1.4164
ENSG00000117640,MTFR1L,65,0.03741,63,-0.0374
ENSG00000117632,STMN1,786,-0.3158,978,0.31583
ENSG00000158008,EXTL1,0,-7.7560,49,7.75609
ENSG00000142684,ZNF593,57,0.67411,36,-0.6741
ENSG00000142669,SH3BGRL3,275,-0.2972,338,0.29727
ENSG00000198830,HMGN2,410,1.74745,122,-1.7474
ENSG00000117713,ARID1A,73,0.55036,50,-0.5503
ENSG00000090273,NUDC,201,0.39381,153,-0.3938
ENSG00000253368,TRNP1,7,-3.4471,83,3.44711
ENSG00000186501,TMEM222,82,0.12579,75,-0.1257
ENSG00000126705,AHDC1,43,-0.0121,44,0.01212
ENSG00000126709,IFI6,1099,2.12001,252,-2.1200
ENSG00000117758,STX12,75,-0.6927,121,0.69279
ENSG00000117748,RPA2,70,-0.4714,97,0.47144
ENSG00000126698,DNAJC8,129,0.20904,111,-0.2090
ENSG00000130770,ATP5IF1,225,-1.5072,639,1.50722
ENSG00000198492,YTHDF2,49,-0.5625,73,0.56255
ENSG00000116350,SRSF4,61,0.65344,39,-0.6534
ENSG00000116353,MECR,13,-1.4312,36,1.43126
ENSG00000162511,LAPTM5,84,0.82209,47,-0.8220
ENSG00000162512,SDC3,121,0.21572,104,-0.2157
ENSG00000134644,PUM1,136,-0.0375,139,0.03750
ENSG00000121766,ZCCHC17,58,-0.9430,111,0.94303
ENSG00000121769,FABP3,31,-1.7459,105,1.74595
ENSG00000162517,PEF1,44,-1.0301,90,1.03011
ENSG00000084636,COL16A1,142,2.32931,28,-2.3293
ENSG00000121753,ADGRB2,49,-2.4370,265,2.43708
ENSG00000184007,PTP4A2,465,1.77599,135,-1.7759
ENSG00000121774,KHDRBS1,185,0.62246,120,-0.6224
ENSG00000025800,KPNA6,52,0.10458,49,-0.1045
ENSG00000084623,EIF3I,63,-0.7102,104,0.71022
ENSG00000175130,MARCKSL1,514,2.63333,82,-2.6333
ENSG00000160058,BSDC1,68,0.21051,59,-0.2105
ENSG00000176261,ZBTB8OS,57,0.49156,40,-0.4915
ENSG00000162521,RBBP4,88,0.36374,68,-0.3637
ENSG00000134684,YARS,37,-1.4401,102,1.44016
ENSG00000121905,HPCA,29,-2.8189,210,2.81891
ENSG00000134686,PHC2,99,0.94226,51,-0.9422
ENSG00000163866,SMIM12,17,-2.0134,68,2.01346
ENSG00000116544,DLGAP3,11,-1.9666,44,1.96662
ENSG00000116560,SFPQ,226,0.77458,132,-0.7745
ENSG00000146463,ZMYM4,74,1.01082,36,-1.0108
ENSG00000142687,KIAA0319L,27,-1.0081,55,1.00819
ENSG00000020129,NCDN,143,-2.4941,811,2.49413
ENSG00000126067,PSMB2,95,-0.6058,144,0.60580
ENSG00000142686,C1orf216,19,-2.5757,118,2.57577
ENSG00000054116,TRAPPC3,40,-0.7876,69,0.78763
ENSG00000116871,MAP7D1,157,-0.3969,207,0.39695
ENSG00000054118,THRAP3,89,0.90203,47,-0.9020
ENSG00000181817,LSM10,34,-0.4474,46,0.44741
ENSG00000116898,MRPS15,39,-0.3855,51,0.38557
ENSG00000163875,MEAF6,84,-0.3653,108,0.36530
ENSG00000185090,MANEAL,11,-2.1089,48,2.10898
ENSG00000197982,C1orf122,348,0.61099,228,-0.6109
ENSG00000183431,SF3A3,30,-0.1079,32,0.10790
ENSG00000183520,UTP11,37,0.11964,34,-0.1196
ENSG00000185668,POU3F1,0,-7.9697,57,7.96973
ENSG00000116954,RRAGC,63,0.50030,44,-0.5003
ENSG00000174574,AKIRIN1,94,-0.0386,97,0.03864
ENSG00000168653,NDUFS5,366,-0.8608,665,0.86087
ENSG00000127603,MACF1,327,1.10414,152,-1.1041
ENSG00000090621,PABPC4,85,0.98487,43,-0.9848
ENSG00000116983,HPCAL4,69,-2.2164,321,2.21646
ENSG00000131236,CAP1,104,-0.7499,175,0.74994
ENSG00000131238,PPT1,169,0.18069,149,-0.1806
ENSG00000084073,ZMPSTE24,85,0.78478,49,-0.7847
ENSG00000084070,SMAP2,65,-1.0158,132,1.01582
ENSG00000117016,RIMS3,8,-2.6031,53,2.60316
ENSG00000066136,NFYC,26,-0.4994,37,0.49942
ENSG00000198815,FOXJ3,23,-1.5995,72,1.59955
