med_cl	mediator	outcome	fdr	logFC	t	fdr_med	logFC_med	t_med	design	model	source_dir	run_hash
Astro.1	NPTXR	ARHGAP31	0.0231725502352857	1.75354289567771	3.84299297936867	0.143606776330999	0.805296029614444	2.25557804561331	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	CALM3	0.0421113733705501	0.938272358305348	3.21244931700424	0.333431689606642	0.349742290990168	1.50605476457368	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	CCND2	0.0238231510149646	1.47559113013913	3.78725972843546	0.0938310638018082	0.806278843894918	2.6627997419234	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	CNR1	0.0283856497707988	1.76101345800595	3.58545906763605	0.0701485890768064	1.01518843767535	2.91013902404205	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	DNM1	0.0251864116484553	1.32996257805101	3.73583718477399	0.107088172187632	0.749047642066531	2.54649035287295	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	ENC1	0.0237872721454464	1.60975046336347	3.81467953642508	0.123937431701882	0.740230344865428	2.39677376523395	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	GAD1	0.0245218129044273	1.74754742722435	3.76245573157731	0.0987551505066859	0.951113319740143	2.61421889796872	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	MIR9-3HG	0.0306086050360779	1.75116907866871	3.51018085900386	0.29893202261082	0.705144425497593	1.61151897699418	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	NPTXR	0.0178245159322355	1.20698965116002	4.15833855277672	0.128697241878944	0.563563995234707	2.3648905163895	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	OLFM1	0.0260144759041356	1.42932454731832	3.69528923629898	0.124541825251104	0.687159247099754	2.39338772496283	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	OLFM2	0.0327008166529946	1.35237998574638	3.45143593298028	0.1272337391019	0.726865175102222	2.37457536101859	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	PEG3	0.0448592960010784	0.597540981424605	3.16631696451551	0.3571486698563	0.238970326337606	1.43862251718374	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	PKM	0.0315067471420784	0.887102197929412	3.48249886429076	0.18231490782982	0.440107093594404	2.05388980597541	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	RUNDC3A	0.0275309812928917	1.17251517003186	3.61531094000174	0.52664715176744	0.258232648762685	1.02868030805894	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	SLC17A7	0.0388135145867074	1.46900118063394	3.29668384223825	0.335225472729787	0.487019919792225	1.5008013206381	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	SNAP25	0.0283499481599307	1.29983535959037	3.5972547693345	0.18441864245746	0.633326041673062	2.04379782907329	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	SOX6	0.0496006314659381	0.881966163764775	3.08452586478308	0.396227213321909	0.346229372534241	1.33160497834887	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	SULF2	0.0462523400633112	1.28769944312838	3.14211792613015	0.134866584498278	0.68799923443606	2.31888308936657	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	SYT4	0.0251188807329409	1.46206086565962	3.7396058242308	0.197602507348124	0.6068431763829	1.98817554113992	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	TMEM130	0.0271207409512907	1.67307340892065	3.63178064099143	0.0553242144018016	0.973639447881255	3.118503189982	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	TMEM59L	0.0393277269622028	1.13354031821336	3.28474704139137	0.436270645095495	0.366134691973507	1.23188180053702	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	NPTXR	YWHAH	0.0396212204376234	1.0070743503511	3.27815118004098	0.370317531448979	0.362031478440172	1.39950237579965	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.1	PLPPR4	ENC1	0.0237872721454464	1.60975046336347	3.81467953642508	0.761173221161569	0.262318733445107	0.770601560089226	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	ABCA8	MBP	0.0297820775481512	-0.685728785216289	-3.54580610117468	0.719437996608449	-0.230157989659974	-1.18468535164781	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	ABLIM1	0.0270706268627589	1.50676598113797	3.63997047924356	0.932137554140068	0.332760324058527	0.753753031653718	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	ABTB3	0.038992546010035	1.74984666588902	3.29084503801457	0.931980522238902	-0.40824357282181	-0.762235653008902	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	ADCY8	0.0180868332222974	1.73821149849774	4.10804679436072	0.935504953018768	0.258171169812043	0.621460773627932	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	ADGRV1	0.0312627163125701	1.73289656430915	3.49609112966411	0.942062008666376	0.283104885053945	0.545089916486215	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	AGBL4	0.0372959949718367	1.5037538541069	3.33117594928522	0.944350011358866	0.238895648476494	0.514867196997422	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
Astro.2	FZD8	ANKRD34C-AS1	0.0486340073315868	1.60960754489988	3.10320651498328	0.935504953018768	0.277474375506572	0.632082912941494	green	ERC_Astro	out-erc_astro	0d4f2dec005aebff128c2046639e6cc8
