metric,name,value,form,cell_type
Min.,APOE_carrier,0,carrier,Oligo
Min.,exp_round,0,carrier,Oligo
Min.,seq_round,0,carrier,Oligo
Min.,Sex,0,carrier,Oligo
Min.,Anc_Afr,1.3779457554574614e-10,carrier,Oligo
Min.,Age,9.745418743947612e-13,carrier,Oligo
Min.,Rin,1.300099513773298e-11,carrier,Oligo
Min.,pseudo_expr_chrM_ratio,7.191884978210483e-10,carrier,Oligo
Min.,ncells,1.590261608848624e-11,carrier,Oligo
Min.,Residuals,0.08366663233616173,carrier,Oligo
1st Qu.,APOE_carrier,0,carrier,Oligo
1st Qu.,exp_round,5.1148534768751535e-20,carrier,Oligo
1st Qu.,seq_round,0,carrier,Oligo
1st Qu.,Sex,0,carrier,Oligo
1st Qu.,Anc_Afr,0.0067157033520052235,carrier,Oligo
1st Qu.,Age,0.0021293266766560714,carrier,Oligo
1st Qu.,Rin,0.008410650149937457,carrier,Oligo
1st Qu.,pseudo_expr_chrM_ratio,0.008343871503323547,carrier,Oligo
1st Qu.,ncells,0.007404890584808475,carrier,Oligo
1st Qu.,Residuals,0.5413419196505755,carrier,Oligo
Median,APOE_carrier,0,carrier,Oligo
Median,exp_round,9.18124759960807e-14,carrier,Oligo
Median,seq_round,0,carrier,Oligo
Median,Sex,0,carrier,Oligo
Median,Anc_Afr,0.029303329880809206,carrier,Oligo
Median,Age,0.008555598613132055,carrier,Oligo
Median,Rin,0.034379291024778255,carrier,Oligo
Median,pseudo_expr_chrM_ratio,0.03647426390053198,carrier,Oligo
Median,ncells,0.03148725457569819,carrier,Oligo
Median,Residuals,0.6759382241745608,carrier,Oligo
Mean,APOE_carrier,0.015164404213406537,carrier,Oligo
Mean,exp_round,1.5260537899950113e-5,carrier,Oligo
Mean,seq_round,0.01684122841404627,carrier,Oligo
Mean,Sex,0.010787793276090325,carrier,Oligo
Mean,Anc_Afr,0.0484077102895744,carrier,Oligo
Mean,Age,0.02106495244911042,carrier,Oligo
Mean,Rin,0.06386006466880179,carrier,Oligo
Mean,pseudo_expr_chrM_ratio,0.1137201409459927,carrier,Oligo
Mean,ncells,0.05134593397001366,carrier,Oligo
Mean,Residuals,0.658792511235064,carrier,Oligo
3rd Qu.,APOE_carrier,0,carrier,Oligo
3rd Qu.,exp_round,2.2042398304725153e-11,carrier,Oligo
3rd Qu.,seq_round,3.462722975731423e-10,carrier,Oligo
3rd Qu.,Sex,0,carrier,Oligo
3rd Qu.,Anc_Afr,0.07445752840893151,carrier,Oligo
3rd Qu.,Age,0.026556994195032567,carrier,Oligo
3rd Qu.,Rin,0.09650776273466619,carrier,Oligo
3rd Qu.,pseudo_expr_chrM_ratio,0.1700640877904832,carrier,Oligo
3rd Qu.,ncells,0.07443235907684068,carrier,Oligo
3rd Qu.,Residuals,0.7998422892396306,carrier,Oligo
Max.,APOE_carrier,0.5193925205309314,carrier,Oligo
Max.,exp_round,0.1882629370801932,carrier,Oligo
Max.,seq_round,0.44942535425982205,carrier,Oligo
