metric,name,value,form,cell_type
Min.,APOE_carrier,0,carrier,Astro
Min.,exp_round,0,carrier,Astro
Min.,seq_round,0,carrier,Astro
Min.,Sex,0,carrier,Astro
Min.,Anc_Afr,6.784267267530549e-12,carrier,Astro
Min.,Age,1.2490036855079386e-10,carrier,Astro
Min.,Rin,3.5169529543944127e-10,carrier,Astro
Min.,pseudo_expr_chrM_ratio,6.397569461740843e-11,carrier,Astro
Min.,ncells,1.0503058279835608e-10,carrier,Astro
Min.,Residuals,0.0010169849432036622,carrier,Astro
1st Qu.,APOE_carrier,8.803516463907386e-14,carrier,Astro
1st Qu.,exp_round,0,carrier,Astro
1st Qu.,seq_round,0,carrier,Astro
1st Qu.,Sex,0,carrier,Astro
1st Qu.,Anc_Afr,0.002854697569974711,carrier,Astro
1st Qu.,Age,0.002858115494734789,carrier,Astro
1st Qu.,Rin,0.003543473852903667,carrier,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.00569085508049851,carrier,Astro
1st Qu.,ncells,0.011302680862771974,carrier,Astro
1st Qu.,Residuals,0.6351920995436596,carrier,Astro
Median,APOE_carrier,4.037512663029957e-13,carrier,Astro
Median,exp_round,0,carrier,Astro
Median,seq_round,0,carrier,Astro
Median,Sex,0,carrier,Astro
Median,Anc_Afr,0.012826688901804037,carrier,Astro
Median,Age,0.012555429544765457,carrier,Astro
Median,Rin,0.015193322849573695,carrier,Astro
Median,pseudo_expr_chrM_ratio,0.024224280839746884,carrier,Astro
Median,ncells,0.045962005657389206,carrier,Astro
Median,Residuals,0.7585938692640173,carrier,Astro
Mean,APOE_carrier,4.381618976290125e-6,carrier,Astro
Mean,exp_round,0.04510425205060096,carrier,Astro
Mean,seq_round,0.009787984068941361,carrier,Astro
Mean,Sex,5.498360962524687e-4,carrier,Astro
Mean,Anc_Afr,0.02822817087140423,carrier,Astro
Mean,Age,0.027329421521599614,carrier,Astro
Mean,Rin,0.029780244736769594,carrier,Astro
Mean,pseudo_expr_chrM_ratio,0.04756915625008205,carrier,Astro
Mean,ncells,0.08335970117593194,carrier,Astro
Mean,Residuals,0.7282868516094415,carrier,Astro
3rd Qu.,APOE_carrier,9.274809092071415e-13,carrier,Astro
3rd Qu.,exp_round,0.03543206860804794,carrier,Astro
3rd Qu.,seq_round,0,carrier,Astro
3rd Qu.,Sex,1.1863004152518764e-12,carrier,Astro
3rd Qu.,Anc_Afr,0.03718604857166416,carrier,Astro
3rd Qu.,Age,0.03610853925795179,carrier,Astro
3rd Qu.,Rin,0.04102916322230082,carrier,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.06610011423818353,carrier,Astro
3rd Qu.,ncells,0.12199843355656421,carrier,Astro
3rd Qu.,Residuals,0.8527896921698159,carrier,Astro
Max.,APOE_carrier,0.047964714220867004,carrier,Astro
Max.,exp_round,0.7149133123650118,carrier,Astro
Max.,seq_round,0.5047219323444334,carrier,Astro
Max.,Sex,0.897042585742075,carrier,Astro
Max.,Anc_Afr,0.44912366919344404,carrier,Astro
Max.,Age,0.41237983258088023,carrier,Astro
Max.,Rin,0.45638853975483246,carrier,Astro
Max.,pseudo_expr_chrM_ratio,0.7336482413498906,carrier,Astro
Max.,ncells,0.6580364964522479,carrier,Astro
Max.,Residuals,0.9985119918589935,carrier,Astro
Min.,APOE,0,apoe,Astro
Min.,exp_round,0,apoe,Astro
Min.,seq_round,0,apoe,Astro
Min.,Sex,0,apoe,Astro
Min.,Anc_Afr,2.9210795109910544e-29,apoe,Astro
Min.,Age,1.4215291423145567e-28,apoe,Astro
Min.,Rin,3.40288348015343e-31,apoe,Astro
Min.,pseudo_expr_chrM_ratio,1.5879811132634002e-28,apoe,Astro
Min.,ncells,6.765804290379346e-29,apoe,Astro
Min.,Residuals,1.5261954827352573e-14,apoe,Astro
1st Qu.,APOE,0,apoe,Astro
1st Qu.,exp_round,0,apoe,Astro
1st Qu.,seq_round,0,apoe,Astro
1st Qu.,Sex,2.166968823119385e-21,apoe,Astro
1st Qu.,Anc_Afr,0.0028580947480835875,apoe,Astro
1st Qu.,Age,0.002924110257442373,apoe,Astro
1st Qu.,Rin,0.003491395394891776,apoe,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.005930110521366304,apoe,Astro
1st Qu.,ncells,0.01137714060627286,apoe,Astro
1st Qu.,Residuals,0.5818506013585207,apoe,Astro
Median,APOE,0,apoe,Astro
Median,exp_round,0,apoe,Astro
Median,seq_round,0,apoe,Astro
Median,Sex,9.247639394097801e-13,apoe,Astro
Median,Anc_Afr,0.012924162664360948,apoe,Astro
Median,Age,0.01290304049416206,apoe,Astro
Median,Rin,0.015046041857588559,apoe,Astro
Median,pseudo_expr_chrM_ratio,0.02443302572823678,apoe,Astro
Median,ncells,0.04562587342394926,apoe,Astro
Median,Residuals,0.7199522394824489,apoe,Astro
Mean,APOE,0.0281711202089506,apoe,Astro
Mean,exp_round,0.050337983738130136,apoe,Astro
Mean,seq_round,0.011148948972585409,apoe,Astro
Mean,Sex,8.231180597367612e-4,apoe,Astro
Mean,Anc_Afr,0.028475412682930457,apoe,Astro
Mean,Age,0.027753489502826186,apoe,Astro
Mean,Rin,0.030043781749696165,apoe,Astro
Mean,pseudo_expr_chrM_ratio,0.04801193930937347,apoe,Astro
Mean,ncells,0.08329165165716751,apoe,Astro
Mean,Residuals,0.6919425541186033,apoe,Astro
3rd Qu.,APOE,0.023175886379781796,apoe,Astro
3rd Qu.,exp_round,0.05375686084987112,apoe,Astro
3rd Qu.,seq_round,4.222574024221419e-12,apoe,Astro
3rd Qu.,Sex,5.845165227579318e-12,apoe,Astro
3rd Qu.,Anc_Afr,0.0375718516663702,apoe,Astro
3rd Qu.,Age,0.03688140156125464,apoe,Astro
3rd Qu.,Rin,0.04067611835585716,apoe,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.06688259928794883,apoe,Astro
3rd Qu.,ncells,0.12259030266158093,apoe,Astro
3rd Qu.,Residuals,0.8299217228141701,apoe,Astro
Max.,APOE,0.5435481046439515,apoe,Astro
Max.,exp_round,0.7440297468746772,apoe,Astro
Max.,seq_round,0.5061678248057749,apoe,Astro
Max.,Sex,0.8970616849534319,apoe,Astro
Max.,Anc_Afr,0.4376126158183452,apoe,Astro
Max.,Age,0.4123798325808653,apoe,Astro
Max.,Rin,0.45639307602236323,apoe,Astro
Max.,pseudo_expr_chrM_ratio,0.7336482413498973,apoe,Astro
Max.,ncells,0.6580364964522658,apoe,Astro
Max.,Residuals,0.9985119918591031,apoe,Astro
Min.,APOE_E4E4,0,e4e4,Astro
Min.,exp_round,0,e4e4,Astro
Min.,seq_round,0,e4e4,Astro
Min.,Sex,0,e4e4,Astro
Min.,Anc_Afr,3.0257745361157366e-29,e4e4,Astro
Min.,Age,4.0665051588170545e-30,e4e4,Astro
Min.,Rin,6.690790133810047e-29,e4e4,Astro
Min.,pseudo_expr_chrM_ratio,3.0486302332860837e-29,e4e4,Astro
Min.,ncells,4.4842024204060245e-29,e4e4,Astro
Min.,Residuals,8.293798727140344e-15,e4e4,Astro
1st Qu.,APOE_E4E4,0,e4e4,Astro
1st Qu.,exp_round,0,e4e4,Astro
1st Qu.,seq_round,0,e4e4,Astro
1st Qu.,Sex,0,e4e4,Astro
1st Qu.,Anc_Afr,0.002881987945497344,e4e4,Astro
1st Qu.,Age,0.0028331611277659283,e4e4,Astro
1st Qu.,Rin,0.0035093792656371897,e4e4,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.005875599861507501,e4e4,Astro
1st Qu.,ncells,0.011244798674163463,e4e4,Astro
1st Qu.,Residuals,0.6045805511926055,e4e4,Astro
Median,APOE_E4E4,0,e4e4,Astro
Median,exp_round,0,e4e4,Astro
Median,seq_round,0,e4e4,Astro
Median,Sex,2.2965910757138308e-18,e4e4,Astro
Median,Anc_Afr,0.012682888970171153,e4e4,Astro
Median,Age,0.012369185761415625,e4e4,Astro
Median,Rin,0.015023526234136006,e4e4,Astro
Median,pseudo_expr_chrM_ratio,0.024545707233519187,e4e4,Astro
Median,ncells,0.04603596770062555,e4e4,Astro
Median,Residuals,0.7402748918477381,e4e4,Astro
Mean,APOE_E4E4,0.012776557656038018,e4e4,Astro
Mean,exp_round,0.048784584895431395,e4e4,Astro
Mean,seq_round,0.011172748358039787,e4e4,Astro
Mean,Sex,0.0012527207066411598,e4e4,Astro
Mean,Anc_Afr,0.028113836498822715,e4e4,Astro
Mean,Age,0.027010826111697837,e4e4,Astro
Mean,Rin,0.02973889591144997,e4e4,Astro
Mean,pseudo_expr_chrM_ratio,0.04778878058779129,e4e4,Astro
Mean,ncells,0.08387616080358591,e4e4,Astro
Mean,Residuals,0.709484888470502,e4e4,Astro
3rd Qu.,APOE_E4E4,0,e4e4,Astro
3rd Qu.,exp_round,0.04725128936051919,e4e4,Astro
3rd Qu.,seq_round,0,e4e4,Astro
3rd Qu.,Sex,2.9747727753101304e-12,e4e4,Astro
3rd Qu.,Anc_Afr,0.037023698648050045,e4e4,Astro
3rd Qu.,Age,0.0356292953456242,e4e4,Astro
3rd Qu.,Rin,0.04093477199561223,e4e4,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.06667178026138353,e4e4,Astro
3rd Qu.,ncells,0.1233670881353736,e4e4,Astro
3rd Qu.,Residuals,0.8426035564094105,e4e4,Astro
Max.,APOE_E4E4,0.5605243825693949,e4e4,Astro
Max.,exp_round,0.8615007117067494,e4e4,Astro
Max.,seq_round,0.513409242715239,e4e4,Astro
Max.,Sex,0.89367879590038235,e4e4,Astro
Max.,Anc_Afr,0.41015509667697203,e4e4,Astro
Max.,Age,0.4123798325808653,e4e4,Astro
Max.,Rin,0.4563956187325431,e4e4,Astro
Max.,pseudo_expr_chrM_ratio,0.7336482413498973,e4e4,Astro
Max.,ncells,0.6580364964522657,e4e4,Astro
Max.,Residuals,0.9985119918591031,e4e4,Astro
Min.,APOE_carrier,0,carrier_i,Astro
Min.,APOE_carrier.Anc_Afr,0,carrier_i,Astro
Min.,exp_round,0,carrier_i,Astro
Min.,seq_round,0,carrier_i,Astro
Min.,Sex,0,carrier_i,Astro
Min.,Anc_Afr,3.534656715622872e-11,carrier_i,Astro
Min.,Age,1.2481741365001981e-10,carrier_i,Astro
Min.,Rin,8.437825687789028e-10,carrier_i,Astro
Min.,pseudo_expr_chrM_ratio,2.7900371981312636e-13,carrier_i,Astro
Min.,ncells,2.2641327319066368e-10,carrier_i,Astro
Min.,Residuals,9.932083046120868e-4,carrier_i,Astro
1st Qu.,APOE_carrier,5.973092095954286e-10,carrier_i,Astro
1st Qu.,APOE_carrier.Anc_Afr,1.005934617914684e-9,carrier_i,Astro
1st Qu.,exp_round,0,carrier_i,Astro
1st Qu.,seq_round,0,carrier_i,Astro
1st Qu.,Sex,0,carrier_i,Astro
1st Qu.,Anc_Afr,0.002857796305148664,carrier_i,Astro
1st Qu.,Age,0.002882650234436641,carrier_i,Astro
1st Qu.,Rin,0.003436958032700273,carrier_i,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.005729901383882563,carrier_i,Astro
1st Qu.,ncells,0.010891642743499281,carrier_i,Astro
1st Qu.,Residuals,0.564128656226155,carrier_i,Astro
Median,APOE_carrier,9.302099567077804e-10,carrier_i,Astro
Median,APOE_carrier.Anc_Afr,3.070444287577159e-9,carrier_i,Astro
Median,exp_round,0,carrier_i,Astro
Median,seq_round,0,carrier_i,Astro
Median,Sex,0,carrier_i,Astro
Median,Anc_Afr,0.01242899306685702,carrier_i,Astro
Median,Age,0.012603923537698538,carrier_i,Astro
Median,Rin,0.01489761352686723,carrier_i,Astro
Median,pseudo_expr_chrM_ratio,0.024070554623389046,carrier_i,Astro
Median,ncells,0.04462307266256877,carrier_i,Astro
Median,Residuals,0.7127959304892012,carrier_i,Astro
Mean,APOE_carrier,0.007337661627613327,carrier_i,Astro
Mean,APOE_carrier.Anc_Afr,0.033203046744963605,carrier_i,Astro
Mean,exp_round,0.04630055184673129,carrier_i,Astro
Mean,seq_round,0.010655247838384832,carrier_i,Astro
Mean,Sex,0.00980234020432628,carrier_i,Astro
Mean,Anc_Afr,0.027954139542114946,carrier_i,Astro
Mean,Age,0.02714634854245557,carrier_i,Astro
Mean,Rin,0.02879599924357572,carrier_i,Astro
Mean,pseudo_expr_chrM_ratio,0.047016487019046656,carrier_i,Astro
Mean,ncells,0.08113420341947211,carrier_i,Astro
Mean,Residuals,0.6806539739713157,carrier_i,Astro
3rd Qu.,APOE_carrier,1.6757646300067843e-9,carrier_i,Astro
3rd Qu.,APOE_carrier.Anc_Afr,0.0017126305603429985,carrier_i,Astro
3rd Qu.,exp_round,0.04590783277776342,carrier_i,Astro
3rd Qu.,seq_round,1.8935130907091314e-11,carrier_i,Astro
3rd Qu.,Sex,0,carrier_i,Astro
3rd Qu.,Anc_Afr,0.036738325307607726,carrier_i,Astro
3rd Qu.,Age,0.036023444852401595,carrier_i,Astro
3rd Qu.,Rin,0.03993287910694926,carrier_i,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.0652988042577308,carrier_i,Astro
3rd Qu.,ncells,0.11844854494755071,carrier_i,Astro
3rd Qu.,Residuals,0.8265275660223589,carrier_i,Astro
Max.,APOE_carrier,0.43929907813472985,carrier_i,Astro
Max.,APOE_carrier.Anc_Afr,0.6689057644571906,carrier_i,Astro
Max.,exp_round,0.7150945492469168,carrier_i,Astro
Max.,seq_round,0.5730122210938643,carrier_i,Astro
Max.,Sex,0.8906817640378843,carrier_i,Astro
Max.,Anc_Afr,0.4101550956607163,carrier_i,Astro
Max.,Age,0.3907302662057485,carrier_i,Astro
Max.,Rin,0.4345709463933161,carrier_i,Astro
Max.,pseudo_expr_chrM_ratio,0.7336482413493528,carrier_i,Astro
Max.,ncells,0.6580364956801295,carrier_i,Astro
Max.,Residuals,0.9985119889043481,carrier_i,Astro
Min.,APOE,0,apoe_i,Astro
Min.,APOE.Anc_Afr,0,apoe_i,Astro
Min.,exp_round,0,apoe_i,Astro
Min.,seq_round,0,apoe_i,Astro
Min.,Sex,0,apoe_i,Astro
Min.,Anc_Afr,1.9189291946823495e-31,apoe_i,Astro
Min.,Age,1.0380743097406419e-28,apoe_i,Astro
Min.,Rin,1.252967813864838e-28,apoe_i,Astro
Min.,pseudo_expr_chrM_ratio,8.151070837260931e-29,apoe_i,Astro
Min.,ncells,6.168341540146317e-29,apoe_i,Astro
Min.,Residuals,1.9570183038724646e-14,apoe_i,Astro
1st Qu.,APOE,0,apoe_i,Astro
1st Qu.,APOE.Anc_Afr,6.320909467588862e-11,apoe_i,Astro
1st Qu.,exp_round,0,apoe_i,Astro
1st Qu.,seq_round,0,apoe_i,Astro
1st Qu.,Sex,0,apoe_i,Astro
1st Qu.,Anc_Afr,0.0025273518768721926,apoe_i,Astro
1st Qu.,Age,0.0027461584309053165,apoe_i,Astro
1st Qu.,Rin,0.0029666494283145488,apoe_i,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.005276320043509246,apoe_i,Astro
1st Qu.,ncells,0.009085191465601185,apoe_i,Astro
1st Qu.,Residuals,0.4031057259399854,apoe_i,Astro
Median,APOE,0.0011892395251991692,apoe_i,Astro
Median,APOE.Anc_Afr,0.016534525008063114,apoe_i,Astro
Median,exp_round,0,apoe_i,Astro
Median,seq_round,0,apoe_i,Astro
Median,Sex,0,apoe_i,Astro
Median,Anc_Afr,0.011562762245521059,apoe_i,Astro
Median,Age,0.012258172537496797,apoe_i,Astro
Median,Rin,0.013469790991865838,apoe_i,Astro
Median,pseudo_expr_chrM_ratio,0.022390458754567813,apoe_i,Astro
Median,ncells,0.03903905546431726,apoe_i,Astro
Median,Residuals,0.5867355597338747,apoe_i,Astro
Mean,APOE,0.055421907097600705,apoe_i,Astro
Mean,APOE.Anc_Afr,0.10109961657154853,apoe_i,Astro
Mean,exp_round,0.04930542291097923,apoe_i,Astro
Mean,seq_round,0.011895309612499676,apoe_i,Astro
Mean,Sex,0.012886035698398808,apoe_i,Astro
Mean,Anc_Afr,0.02564360492068963,apoe_i,Astro
Mean,Age,0.025766135820116068,apoe_i,Astro
Mean,Rin,0.026867547543369077,apoe_i,Astro
Mean,pseudo_expr_chrM_ratio,0.04467509112720034,apoe_i,Astro
Mean,ncells,0.07620333803127573,apoe_i,Astro
Mean,Residuals,0.5702359906663222,apoe_i,Astro
3rd Qu.,APOE,0.0897367525286406,apoe_i,Astro
3rd Qu.,APOE.Anc_Afr,0.16550519405701736,apoe_i,Astro
3rd Qu.,exp_round,0.058901951932504276,apoe_i,Astro
3rd Qu.,seq_round,9.163020095073353e-11,apoe_i,Astro
3rd Qu.,Sex,0,apoe_i,Astro
3rd Qu.,Anc_Afr,0.033502404563878055,apoe_i,Astro
3rd Qu.,Age,0.03426664194308279,apoe_i,Astro
3rd Qu.,Rin,0.037461413636096466,apoe_i,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.06185815755490099,apoe_i,Astro
3rd Qu.,ncells,0.11136868986887478,apoe_i,Astro
