metric,name,value,form,cell_type
Min.,APOE_carrier,0,carrier,Micro
Min.,exp_round,0,carrier,Micro
Min.,seq_round,0,carrier,Micro
Min.,Sex,0,carrier,Micro
Min.,Anc_Afr,2.9035341571187147e-14,carrier,Micro
Min.,Age,8.191288136609017e-12,carrier,Micro
Min.,Rin,1.9380405802614436e-10,carrier,Micro
Min.,pseudo_expr_chrM_ratio,1.4138842672860761e-11,carrier,Micro
Min.,ncells,3.337649389060748e-12,carrier,Micro
Min.,Residuals,1.3427785431160222e-5,carrier,Micro
1st Qu.,APOE_carrier,0,carrier,Micro
1st Qu.,exp_round,0,carrier,Micro
1st Qu.,seq_round,0,carrier,Micro
1st Qu.,Sex,0,carrier,Micro
1st Qu.,Anc_Afr,0.00416445530206317,carrier,Micro
1st Qu.,Age,0.0026022484514928714,carrier,Micro
1st Qu.,Rin,0.005834111024880312,carrier,Micro
1st Qu.,pseudo_expr_chrM_ratio,0.008502591591415042,carrier,Micro
1st Qu.,ncells,0.009844369307447556,carrier,Micro
1st Qu.,Residuals,0.4982483056295155,carrier,Micro
Median,APOE_carrier,0,carrier,Micro
Median,exp_round,1.628933694103835e-14,carrier,Micro
Median,seq_round,0,carrier,Micro
Median,Sex,0,carrier,Micro
Median,Anc_Afr,0.017833844923975748,carrier,Micro
Median,Age,0.012053150177914423,carrier,Micro
Median,Rin,0.02460459126007773,carrier,Micro
Median,pseudo_expr_chrM_ratio,0.03759070583088896,carrier,Micro
Median,ncells,0.03906780515179645,carrier,Micro
Median,Residuals,0.6633007184422196,carrier,Micro
Mean,APOE_carrier,0.011891388580631481,carrier,Micro
Mean,exp_round,0.05936289929551087,carrier,Micro
Mean,seq_round,0.00919869725344474,carrier,Micro
Mean,Sex,0.009325335189943652,carrier,Micro
Mean,Anc_Afr,0.03302616010562898,carrier,Micro
Mean,Age,0.02767590177550069,carrier,Micro
Mean,Rin,0.050119789121079804,carrier,Micro
Mean,pseudo_expr_chrM_ratio,0.09242304195039916,carrier,Micro
Mean,ncells,0.06841056465326502,carrier,Micro
Mean,Residuals,0.6385662220745956,carrier,Micro
3rd Qu.,APOE_carrier,1.5978448595001733e-12,carrier,Micro
3rd Qu.,exp_round,0.09001318361118313,carrier,Micro
3rd Qu.,seq_round,8.657319225089132e-12,carrier,Micro
3rd Qu.,Sex,0,carrier,Micro
3rd Qu.,Anc_Afr,0.044568665124633665,carrier,Micro
3rd Qu.,Age,0.03430711658393491,carrier,Micro
3rd Qu.,Rin,0.06813878523341281,carrier,Micro
3rd Qu.,pseudo_expr_chrM_ratio,0.12519253928205704,carrier,Micro
3rd Qu.,ncells,0.10367595790616657,carrier,Micro
3rd Qu.,Residuals,0.7958553505253458,carrier,Micro
Max.,APOE_carrier,0.3633867678831183,carrier,Micro
Max.,exp_round,0.8087142914474064,carrier,Micro
Max.,seq_round,0.57141200476404,carrier,Micro
Max.,Sex,0.8757285826825831,carrier,Micro
Max.,Anc_Afr,0.5092776993157927,carrier,Micro
Max.,Age,0.4764359322363026,carrier,Micro
Max.,Rin,0.5633874555575706,carrier,Micro
Max.,pseudo_expr_chrM_ratio,0.8843405054888206,carrier,Micro
Max.,ncells,0.5858214695701216,carrier,Micro
Max.,Residuals,0.9917550734561337,carrier,Micro
Min.,APOE,0,apoe,Micro
Min.,exp_round,0,apoe,Micro
Min.,seq_round,0,apoe,Micro
Min.,Sex,0,apoe,Micro
Min.,Anc_Afr,2.903532486817792e-14,apoe,Micro
Min.,Age,1.810230087838912e-11,apoe,Micro
Min.,Rin,2.0901722073664394e-11,apoe,Micro
Min.,pseudo_expr_chrM_ratio,1.4138842784777736e-11,apoe,Micro
Min.,ncells,7.212221825516738e-11,apoe,Micro
Min.,Residuals,0.07209918716417868,apoe,Micro
1st Qu.,APOE,0,apoe,Micro
1st Qu.,exp_round,0,apoe,Micro
1st Qu.,seq_round,0,apoe,Micro
1st Qu.,Sex,4.533055178561164e-13,apoe,Micro
1st Qu.,Anc_Afr,0.004260053125983812,apoe,Micro
