Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,Eccentricity,Circularity,Perimeter,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity
6583013,5320.2312369731,19302.4647583105,1927.5,12899.5,8153,11292,14790.5721483722,1036.40176022207,0.997541951621233,0.0073703819983002,105939.864,5457.36871638101,19115.5534491149,116.981762454365
2,2173.5,22646,2172.5,22645.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2173.49632352941,22646,136
1,2173,22648,2172.5,22647.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2173,22648,136
1,2188,22635,2187.5,22634.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2188,22635,137
1,2188,22637,2187.5,22636.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2188,22637,136
4,2192,22637.5,2190.5,22636.5,3,2,3.43590880093359,1.69150742780922,0.870424023370417,0.881907054258295,4.408,2192,22637.5,136
3,2352,22486.3333333333,2350.5,22485.5,3,2,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,2352,22486.3333333333,137
1,2353,22479,2352.5,22478.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2353,22479,138
1,2372,22466,2371.5,22465.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2372,22466,138
1,2375,22462,2374.5,22461.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2375,22462,137
1,2392,22461,2391.5,22460.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2392,22461,138
1,2402,22435,2401.5,22434.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2402,22435,138
2,2477.5,22385,2476.5,22384.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2477.50180505415,22385,138.5
1,2483,22381,2482.5,22380.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2483,22381,139
1,2486,22350,2485.5,22349.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2486,22350,137
1,2490,22377,2489.5,22376.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2490,22377,138
1,2541,22891,2540.5,22890.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2541,22891,139
1,2544,22910,2543.5,22909.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2544,22910,139
1,2544,22914,2543.5,22913.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2544,22914,139
1,2550,22923,2549.5,22922.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2550,22923,139
1,2560,22928,2559.5,22927.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2560,22928,139
1,2563,22864,2562.5,22863.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2563,22864,139
1,2571,22295,2570.5,22294.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2571,22295,138
1,2572,22950,2571.5,22949.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2572,22950,139
1,2586,22855,2585.5,22854.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2586,22855,138
1,2587,22270,2586.5,22269.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2587,22270,139
1,2590,22262,2589.5,22261.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2590,22262,138
2,2592,22255.5,2591.5,22254.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2592,22255.5,138
1,2593,23081,2592.5,23080.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2593,23081,139
1,2593,23083,2592.5,23082.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2593,23083,139
1,2593,23085,2592.5,23084.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2593,23085,138
1,2594,22256,2593.5,22255.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2594,22256,138
325,2605.82461538462,23076.7384615385,2594.5,23061.5,26,31,37.429942635314,14.2489758598566,0.924705240657345,0.33781760317244,106.811,2605.82792589245,23076.7343199277,136.184615384615
3,2595.66666666667,23083.3333333333,2594.5,23082.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,2595.66746987952,23083.3325301205,138.333333333333
1,2612,22248,2611.5,22247.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2612,22248,138
1096,2635.35310218978,22948.8312043796,2611.5,22927.5,44,48,40.6924726093752,38.5524937467729,0.320019545950618,0.472728104865086,167.547,2635.35552796387,22948.8542112947,133.742700729927
1,2623,22865,2622.5,22864.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2623,22865,139
1,2631,22964,2630.5,22963.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2631,22964,139
1,2645,23111,2644.5,23110.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2645,23111,139
1,2646,23114,2645.5,23113.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2646,23114,139
1,2647,23112,2646.5,23111.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2647,23112,139
176,2677.08522727273,23161.0852272727,2670.5,23149.5,12,23,21.6512931857015,10.5667275935805,0.872820476890516,0.699134896971746,53.103,2677.08603361274,23161.0728971183,136.244318181818
1,2678,22933,2677.5,22932.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2678,22933,139
38,2682.21052631579,22920.8684210526,2678.5,22915.5,7,11,9.69116158222646,6.28898862724107,0.760839038195985,0.492045277466099,28.011,2682.21080669711,22920.8652968037,138.315789473684
2,2680,22925.5,2679.5,22924.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2680,22925.5,139
2,2680,22928.5,2679.5,22927.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2680,22928.5,139
6,2681.83333333333,22930.3333333333,2680.5,22927.5,2,5,6.12138098945546,1.72427933536819,0.959507985064615,0.513740119955132,8.973,2681.83273164862,22930.3333333333,138.5
2972,2720.59219380888,23066.2987886945,2686.5,23024.5,68,79,76.2236921745611,56.2514412996186,0.674824291836483,0.427667930209396,292.371,2720.11104918268,23066.1644916516,126.776244952894
1,2689,22926,2688.5,22925.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2689,22926,139
2405,2728.15592515593,22921.4769230769,2690.5,22894.5,73,52,69.2228681040155,46.2103710683807,0.744556611905819,0.506093331558532,241.228,2728.1259216218,22921.4166150171,128.806652806653
1,2694,23050,2693.5,23049.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2694,23050,139
1,2697,22127,2696.5,22126.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2697,22127,138
1,2701,22130,2700.5,22129.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2701,22130,138
1,2705,22129,2704.5,22128.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2705,22129,138
1,2722,22892,2721.5,22891.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2722,22892,139
2,2725,22891.5,2724.5,22890.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2725,22891.5,139
1,2727,23248,2726.5,23247.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2727,23248,139
9,2742.88888888889,22258.1111111111,2740.5,22256.5,5,3,5.28600443338343,3.14409249610724,0.803876932594407,0.505914888673574,11.81,2742.88960515713,22258.1112006446,137.888888888889
1,2746,22255,2745.5,22254.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2746,22255,139
1,2765,22910,2764.5,22909.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2765,22910,139
1,2769,22038,2768.5,22037.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2769,22038,138
1,2772,22316,2771.5,22315.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2772,22316,139
2,2773,22306.5,2772.5,22305.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2773,22306.5018050542,138.5
2,2776.5,22307.5,2775.5,22306.5,2,2,3.05505046330389,1.15470053837925,0.925820099772551,0.709057779224152,2.812,2776.5,22307.5,139
699,2815.87124463519,22956.4091559371,2804.5,22928.5,28,58,64.3181199614938,18.5447965738292,0.957531321724334,0.279930908139569,173.999,2815.86813523184,22956.4525390275,135.53791130186
1,2816,22939,2815.5,22938.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2816,22939,139
2272,2842.29797535211,23129.8816021127,2818.5,23091.5,53,69,70.8007690125387,45.0707382624917,0.771206188605169,0.480611920505462,240.59,2842.38160298242,23129.7214779001,129.632922535211
2,2821.5,23207,2820.5,23206.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2821.5,23207,139
1,2821,23210,2820.5,23209.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2821,23210,139
2,2824.5,23109,2823.5,23108.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2824.49819494585,23109,138.5
1,2825,23119,2824.5,23118.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2825,23119,139
308,2836.25324675325,23205.5064935065,2824.5,23194.5,22,23,21.9540718408488,19.5327598870497,0.456525905915144,0.420113442047364,92.842,2836.25288038959,23205.5055707329,136.672077922078
1,2825,23210,2824.5,23209.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2825,23210,140
1,2826,23103,2825.5,23102.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2826,23103,139
1,2826,23116,2825.5,23115.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2826,23116,139
1,2832,23216,2831.5,23215.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2832,23216,139
336,2847.125,23049.6369047619,2837.5,23037.5,20,25,23.5692762301662,18.8865358424119,0.598235760784728,0.672932727775026,76.07,2847.08003304014,23049.6035853016,133.315476190476
2,2839.5,21963,2838.5,21962.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2839.5,21963,138
1,2844,23215,2843.5,23214.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2844,23215,139
1,2847,23203,2846.5,23202.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2847,23203,139
1,2849,23201,2848.5,23200.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2849,23201,139
1,2853,23211,2852.5,23210.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2853,23211,139
1,2853,23213,2852.5,23212.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2853,23213,139
1,2855,21949,2854.5,21948.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2855,21949,137
1,2857,21946,2856.5,21945.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2857,21946,137
1,2857,23258,2856.5,23257.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2857,23258,138
1,2859,23155,2858.5,23154.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2859,23155,139
1,2860,21940,2859.5,21939.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2860,21940,138
2,2862.5,23151,2861.5,23150.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,2862.5,23151,139
1,2866,23156,2865.5,23155.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2866,23156,140
1,2871,23145,2870.5,23144.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2871,23145,139
3,2874.66666666667,21907.3333333333,2873.5,21906.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,2874.66746987952,21907.334939759,138.333333333333
1,2879,23154,2878.5,23153.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2879,23154,139
1,2881,23672,2880.5,23671.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2881,23672,138
1,2897,23678,2896.5,23677.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2897,23678,138
1,2900,23676,2899.5,23675.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2900,23676,138
209,2910.12440191388,23098.2057416268,2901.5,23088.5,18,20,19.1137684212021,14.6709976498444,0.640975000286365,0.55155340471454,65.864,2910.12672186014,23098.2059538489,135.813397129187
1,2903,21885,2902.5,21884.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2903,21885,138
1,2905,23693,2904.5,23692.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2905,23693,138
54,2911.33333333333,23694.6296296296,2906.5,23690.5,10,11,10.0603766999391,7.96296729179298,0.611146106087393,0.477148843577993,34.57,2911.33184160564,23694.6338486574,136.555555555556
1,2915,23703,2914.5,23702.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2915,23703,138
1,2923,23241,2922.5,23240.5,1,1,1.15470053837925,1.15470053837925,0,1,0,2923,23241,139
