metric,name,value,form,vSpD
Min.,APOE_carrier,0,carrier,vLD
Min.,round,0,carrier,vLD
Min.,Sex,0,carrier,vLD
Min.,Visium_slide,0,carrier,vLD
Min.,Anc_Afr,3.972402233001167e-10,carrier,vLD
Min.,Age,9.467916221142705e-12,carrier,vLD
Min.,Rin,7.658800250595145e-11,carrier,vLD
Min.,pseudo_expr_chrM_ratio,2.0550917291020308e-9,carrier,vLD
Min.,nspots,2.5741784003539135e-12,carrier,vLD
Min.,Residuals,0.014722956261802176,carrier,vLD
1st Qu.,APOE_carrier,0,carrier,vLD
1st Qu.,round,0,carrier,vLD
1st Qu.,Sex,0,carrier,vLD
1st Qu.,Visium_slide,0,carrier,vLD
1st Qu.,Anc_Afr,0.004270903637321267,carrier,vLD
1st Qu.,Age,0.003218267867445947,carrier,vLD
1st Qu.,Rin,0.004767189483687609,carrier,vLD
1st Qu.,pseudo_expr_chrM_ratio,0.008528580199700073,carrier,vLD
1st Qu.,nspots,0.004775566393074592,carrier,vLD
1st Qu.,Residuals,0.5075620156484792,carrier,vLD
Median,APOE_carrier,0,carrier,vLD
Median,round,0,carrier,vLD
Median,Sex,0,carrier,vLD
Median,Visium_slide,8.212174699797725e-14,carrier,vLD
Median,Anc_Afr,0.016298234866779213,carrier,vLD
Median,Age,0.013582376904324452,carrier,vLD
Median,Rin,0.019546593268795813,carrier,vLD
Median,pseudo_expr_chrM_ratio,0.04064163920203622,carrier,vLD
Median,nspots,0.020062761797279866,carrier,vLD
Median,Residuals,0.685737168061103,carrier,vLD
Mean,APOE_carrier,0.014499494341415769,carrier,vLD
Mean,round,0.010437335008103746,carrier,vLD
Mean,Sex,0.018711868256445288,carrier,vLD
Mean,Visium_slide,0.06627351652323081,carrier,vLD
Mean,Anc_Afr,0.03113262019315415,carrier,vLD
Mean,Age,0.031195926629875713,carrier,vLD
Mean,Rin,0.036311210824125584,carrier,vLD
Mean,pseudo_expr_chrM_ratio,0.09741234683673952,carrier,vLD
Mean,nspots,0.04353068761526706,carrier,vLD
Mean,Residuals,0.6504949937716423,carrier,vLD
3rd Qu.,APOE_carrier,0.0018044354255864247,carrier,vLD
3rd Qu.,round,7.55984248711308e-12,carrier,vLD
3rd Qu.,Sex,0,carrier,vLD
3rd Qu.,Visium_slide,0.10033056418856844,carrier,vLD
3rd Qu.,Anc_Afr,0.04276508238253229,carrier,vLD
3rd Qu.,Age,0.04164982250287507,carrier,vLD
3rd Qu.,Rin,0.0497270915584134,carrier,vLD
3rd Qu.,pseudo_expr_chrM_ratio,0.13418633201595664,carrier,vLD
3rd Qu.,nspots,0.05869775838342335,carrier,vLD
3rd Qu.,Residuals,0.8158585020350223,carrier,vLD
Max.,APOE_carrier,0.4641032759426262,carrier,vLD
Max.,round,0.4269559395108418,carrier,vLD
Max.,Sex,0.895518044992981,carrier,vLD
Max.,Visium_slide,0.9650685705984077,carrier,vLD
Max.,Anc_Afr,0.6355468142038765,carrier,vLD
Max.,Age,0.4552910550777092,carrier,vLD
Max.,Rin,0.4175336066920697,carrier,vLD
Max.,pseudo_expr_chrM_ratio,0.9555534613167517,carrier,vLD
Max.,nspots,0.5483283798800698,carrier,vLD
Max.,Residuals,0.9928201737930026,carrier,vLD
Min.,APOE,0,apoe,vLD
Min.,round,0,apoe,vLD
Min.,Sex,0,apoe,vLD
Min.,Visium_slide,0,apoe,vLD
Min.,Anc_Afr,5.2347461626119236e-11,apoe,vLD
Min.,Age,9.467925609653032e-12,apoe,vLD
Min.,Rin,7.658800250595145e-11,apoe,vLD
Min.,pseudo_expr_chrM_ratio,9.087610984562479e-9,apoe,vLD
Min.,nspots,1.6917961564031965e-11,apoe,vLD
Min.,Residuals,0.01472272294731809,apoe,vLD
1st Qu.,APOE,0,apoe,vLD
1st Qu.,round,0,apoe,vLD
1st Qu.,Sex,0,apoe,vLD
1st Qu.,Visium_slide,0,apoe,vLD
1st Qu.,Anc_Afr,0.004255881783255649,apoe,vLD
1st Qu.,Age,0.003571755608489092,apoe,vLD
1st Qu.,Rin,0.004608131105523929,apoe,vLD
1st Qu.,pseudo_expr_chrM_ratio,0.00826718975862876,apoe,vLD
1st Qu.,nspots,0.0050719009787328915,apoe,vLD
1st Qu.,Residuals,0.45546891431138603,apoe,vLD
Median,APOE,6.419356458942112e-14,apoe,vLD
Median,round,0,apoe,vLD
Median,Sex,0,apoe,vLD
Median,Visium_slide,1.5136276424025566e-12,apoe,vLD
Median,Anc_Afr,0.015921731771943955,apoe,vLD
Median,Age,0.015216337166831979,apoe,vLD
Median,Rin,0.018292851084935266,apoe,vLD
Median,pseudo_expr_chrM_ratio,0.04292146198977503,apoe,vLD
Median,nspots,0.02050474595027243,apoe,vLD
Median,Residuals,0.6504135334775689,apoe,vLD
Mean,APOE,0.037455002442690816,apoe,vLD
Mean,round,0.011476219214468137,apoe,vLD
Mean,Sex,0.02295658601596725,apoe,vLD
Mean,Visium_slide,0.06566556816736058,apoe,vLD
Mean,Anc_Afr,0.030818532997978165,apoe,vLD
Mean,Age,0.032679393076417734,apoe,vLD
Mean,Rin,0.035107431286506854,apoe,vLD
Mean,pseudo_expr_chrM_ratio,0.09876896631629034,apoe,vLD
Mean,nspots,0.04371720794150368,apoe,vLD
Mean,Residuals,0.6213550925408164,apoe,vLD
3rd Qu.,APOE,0.05370200353096232,apoe,vLD
3rd Qu.,round,3.2215875917152664e-12,apoe,vLD
3rd Qu.,Sex,0,apoe,vLD
3rd Qu.,Visium_slide,0.09917299030178943,apoe,vLD
3rd Qu.,Anc_Afr,0.04231778971424205,apoe,vLD
3rd Qu.,Age,0.043857212796847275,apoe,vLD
3rd Qu.,Rin,0.04752659566468652,apoe,vLD
3rd Qu.,pseudo_expr_chrM_ratio,0.13716548859673663,apoe,vLD
