metric,name,value,form,vSpD
Min.,APOE_carrier,0,carrier,vL5a
Min.,round,0,carrier,vL5a
Min.,Sex,0,carrier,vL5a
Min.,Visium_slide,0,carrier,vL5a
Min.,Anc_Afr,1.35946385786511e-9,carrier,vL5a
Min.,Age,6.124281661502276e-10,carrier,vL5a
Min.,Rin,3.1119631600276716e-13,carrier,vL5a
Min.,pseudo_expr_chrM_ratio,2.1550876758307174e-10,carrier,vL5a
Min.,nspots,8.703824235589104e-11,carrier,vL5a
Min.,Residuals,0.010867730062767556,carrier,vL5a
1st Qu.,APOE_carrier,0,carrier,vL5a
1st Qu.,round,0,carrier,vL5a
1st Qu.,Sex,1.5141276065646471e-21,carrier,vL5a
1st Qu.,Visium_slide,0,carrier,vL5a
1st Qu.,Anc_Afr,0.005332162650183027,carrier,vL5a
1st Qu.,Age,0.003888290307137742,carrier,vL5a
1st Qu.,Rin,0.0060225751750240765,carrier,vL5a
1st Qu.,pseudo_expr_chrM_ratio,0.010219819571262988,carrier,vL5a
1st Qu.,nspots,0.008661040186799546,carrier,vL5a
1st Qu.,Residuals,0.5108950267536412,carrier,vL5a
Median,APOE_carrier,0,carrier,vL5a
Median,round,0,carrier,vL5a
Median,Sex,8.018418209295015e-13,carrier,vL5a
Median,Visium_slide,0,carrier,vL5a
Median,Anc_Afr,0.01975602676713207,carrier,vL5a
Median,Age,0.0169507157666449,carrier,vL5a
Median,Rin,0.027270647266777547,carrier,vL5a
Median,pseudo_expr_chrM_ratio,0.03953186063753708,carrier,vL5a
Median,nspots,0.03429165964622016,carrier,vL5a
Median,Residuals,0.669181349951693,carrier,vL5a
Mean,APOE_carrier,0.013614338621891093,carrier,vL5a
Mean,round,0.011212787841523096,carrier,vL5a
Mean,Sex,3.220232380749e-4,carrier,vL5a
Mean,Visium_slide,0.05723350736750408,carrier,vL5a
Mean,Anc_Afr,0.03491357208645478,carrier,vL5a
Mean,Age,0.03795978998819406,carrier,vL5a
Mean,Rin,0.049340589097828916,carrier,vL5a
Mean,pseudo_expr_chrM_ratio,0.08839312097691247,carrier,vL5a
Mean,nspots,0.06558179267592074,carrier,vL5a
Mean,Residuals,0.6414284781056959,carrier,vL5a
3rd Qu.,APOE_carrier,0,carrier,vL5a
3rd Qu.,round,6.520693219947519e-11,carrier,vL5a
3rd Qu.,Sex,5.1076671984413476e-12,carrier,vL5a
3rd Qu.,Visium_slide,0.0861300485955216,carrier,vL5a
3rd Qu.,Anc_Afr,0.0491571956579754,carrier,vL5a
3rd Qu.,Age,0.05233290141963739,carrier,vL5a
3rd Qu.,Rin,0.06844346970384295,carrier,vL5a
3rd Qu.,pseudo_expr_chrM_ratio,0.11839318502187977,carrier,vL5a
3rd Qu.,nspots,0.09349277264407821,carrier,vL5a
3rd Qu.,Residuals,0.7936144047545906,carrier,vL5a
Max.,APOE_carrier,0.4116423063419899,carrier,vL5a
Max.,round,0.5642510689321977,carrier,vL5a
Max.,Sex,0.8113498737661677,carrier,vL5a
Max.,Visium_slide,0.9824176251180201,carrier,vL5a
Max.,Anc_Afr,0.65005113876762,carrier,vL5a
Max.,Age,0.5314468596316693,carrier,vL5a
Max.,Rin,0.5560290145216747,carrier,vL5a
Max.,pseudo_expr_chrM_ratio,0.9313286230580009,carrier,vL5a
Max.,nspots,0.5624827838493643,carrier,vL5a
