Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000228794,LINC01128,19,-0.4563,26,0.45635
ENSG00000188976,NOC2L,49,-0.4697,68,0.46978
ENSG00000188290,HES4,69,0.33579,54,-0.3357
ENSG00000187608,ISG15,57,-0.0633,59,0.06331
ENSG00000188157,AGRN,37,-0.0243,38,0.02430
ENSG00000078808,SDF4,73,-0.1820,83,0.18200
ENSG00000176022,B3GALT6,25,-0.4119,33,0.41194
ENSG00000160087,UBE2J2,43,0.10163,40,-0.1016
ENSG00000131584,ACAP3,121,-0.1499,134,0.14997
ENSG00000127054,INTS11,57,-0.4567,79,0.45673
ENSG00000224051,CPTP,20,-0.6847,33,0.68479
ENSG00000107404,DVL1,84,0.34797,66,-0.3479
ENSG00000175756,AURKAIP1,120,0.18946,105,-0.1894
ENSG00000221978,CCNL2,44,-0.4690,61,0.46903
ENSG00000242485,MRPL20,151,-0.2874,184,0.28742
ENSG00000179403,VWA1,31,1.35113,12,-1.3511
ENSG00000197785,ATAD3A,15,-0.3001,19,0.30017
ENSG00000205090,TMEM240,38,-0.0759,40,0.07592
ENSG00000160075,SSU72,170,-0.1819,193,0.18190
ENSG00000228594,FNDC10,42,-0.3560,53,0.35605
ENSG00000272106,AL691432.2,25,-0.2287,30,0.22873
ENSG00000197530,MIB2,48,-0.1027,52,0.10279
ENSG00000189339,SLC35E2B,24,0.53078,16,-0.5307
ENSG00000215790,SLC35E2A,28,-0.0263,28,0.02638
ENSG00000008130,NADK,23,-0.2405,27,0.24059
ENSG00000078369,GNB1,445,-0.2546,531,0.25467
ENSG00000187730,GABRD,132,-0.6311,204,0.63117
ENSG00000067606,PRKCZ,205,-0.2201,239,0.22015
ENSG00000162585,FAAP20,55,0.91890,29,-0.9189
ENSG00000157933,SKI,28,-0.4064,37,0.40640
ENSG00000157916,RER1,47,-0.6071,72,0.60719
ENSG00000157911,PEX10,35,0.89966,18,-0.8996
ENSG00000149527,PLCH2,25,-0.4696,35,0.46966
ENSG00000157881,PANK4,19,0.17367,16,-0.1736
ENSG00000157870,PRXL2B,57,-0.2003,66,0.20032
ENSG00000177133,PRDM16-DT,26,0.37056,20,-0.3705
ENSG00000158109,TPRG1L,174,-0.4240,234,0.42403
ENSG00000130764,LRRC47,53,-0.8713,98,0.87138
ENSG00000196581,AJAP1,35,-0.4832,50,0.48326
ENSG00000069424,KCNAB2,283,0.04956,273,-0.0495
ENSG00000116254,CHD5,133,-0.1728,150,0.17280
ENSG00000116251,RPL22,554,0.59318,367,-0.5931
ENSG00000116237,ICMT,25,-0.9164,48,0.91647
ENSG00000158292,GPR153,16,0.03946,16,-0.0394
ENSG00000097021,ACOT7,234,-0.6879,376,0.68798
ENSG00000215788,TNFRSF25,24,-0.1243,26,0.12432
ENSG00000171680,PLEKHG5,34,-0.2743,41,0.27434
ENSG00000162408,NOL9,25,-0.3834,33,0.38345
ENSG00000162413,KLHL21,30,-0.2448,35,0.24480
ENSG00000116273,PHF13,11,-1.1032,25,1.10327
ENSG00000041988,THAP3,22,0.25133,18,-0.2513
ENSG00000007923,DNAJC11,32,-0.2179,38,0.21790
ENSG00000171735,CAMTA1,183,-0.1495,203,0.14954
ENSG00000049245,VAMP3,21,0.35357,17,-0.3535
ENSG00000049246,PER3,31,-0.1706,35,0.17064
ENSG00000116288,PARK7,397,-0.0207,403,0.02071
ENSG00000116285,ERRFI1,16,-0.2741,20,0.27414
ENSG00000162426,SLC45A1,29,-0.5637,44,0.56373
ENSG00000142599,RERE,92,-0.2987,113,0.29877
ENSG00000074800,ENO1,307,-0.1808,348,0.18089
ENSG00000171612,SLC25A33,29,-0.0061,29,0.00615
ENSG00000171603,CLSTN1,556,-0.8830,1025,0.88308
ENSG00000178585,CTNNBIP1,26,0.06903,25,-0.0690
ENSG00000162441,LZIC,29,-0.1070,31,0.10705
ENSG00000130939,UBE4B,26,-0.6252,40,0.62524
ENSG00000054523,KIF1B,230,-0.1730,259,0.17301
