Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7
ENSG00000188976,NOC2L,36,-0.8859,111,1.00680,59,-0.3237
ENSG00000188290,HES4,340,1.64669,76,-0.9941,115,-0.8569
ENSG00000187608,ISG15,266,1.49856,74,-0.7559,98,-0.7967
ENSG00000188157,AGRN,88,1.03328,54,0.14719,40,-0.7977
ENSG00000078808,SDF4,75,-0.4747,107,0.10393,104,0.19460
ENSG00000176022,B3GALT6,32,-0.1851,54,0.68678,33,-0.3610
ENSG00000160087,UBE2J2,12,-2.2230,89,0.99637,51,0.01215
ENSG00000131584,ACAP3,148,-0.0695,186,0.32301,149,-0.1647
ENSG00000127054,INTS11,87,0.32184,95,0.47593,64,-0.4955
ENSG00000224051,CPTP,75,0.35238,58,-0.0787,59,-0.1794
ENSG00000107404,DVL1,56,-1.0275,88,-0.3090,120,0.73142
ENSG00000175756,AURKAIP1,156,-0.2641,150,-0.3278,195,0.34827
ENSG00000221978,CCNL2,132,1.67283,62,0.24322,37,-1.3898
ENSG00000242485,MRPL20,142,-0.2374,161,-0.0366,169,0.15993
ENSG00000179403,VWA1,144,1.30277,19,-2.0316,66,-0.3037
ENSG00000205090,TMEM240,25,-1.6018,98,0.59448,72,0.23920
ENSG00000160075,SSU72,191,0.08094,220,0.32964,172,-0.2545
ENSG00000228594,FNDC10,54,-0.0085,54,-0.0245,55,0.01979
ENSG00000197530,MIB2,8,-2.4476,51,0.47132,42,0.52650
ENSG00000215790,SLC35E2A,15,-0.8957,38,0.60003,27,0.01293
ENSG00000008130,NADK,17,-1.0002,50,0.74977,32,-0.0706
ENSG00000078369,GNB1,277,-0.3861,439,0.38957,346,-0.0463
ENSG00000187730,GABRD,17,-2.6899,185,1.16175,96,-0.0773
ENSG00000067606,PRKCZ,105,-0.8896,277,0.72493,180,-0.0892
ENSG00000162585,FAAP20,98,0.23143,52,-0.7996,90,0.25512
ENSG00000157933,SKI,38,-0.5089,71,0.53020,51,-0.0915
ENSG00000157916,RER1,46,-0.6407,104,0.73584,66,-0.1933
ENSG00000157911,PEX10,18,-1.3657,28,-0.7186,51,1.15017
ENSG00000149527,PLCH2,35,0.22015,46,0.68158,27,-0.5757
ENSG00000197921,HES5,3,-4.8581,54,-0.6531,101,1.82351
ENSG00000157870,PRXL2B,75,-0.6876,163,0.60317,113,-0.0705
ENSG00000177133,PRDM16-DT,51,-0.4350,24,-1.5749,77,1.04127
ENSG00000158109,TPRG1L,61,-1.1406,217,0.99383,118,-0.2309
ENSG00000130764,LRRC47,17,-1.9067,88,0.74325,59,0.18190
ENSG00000196581,AJAP1,48,0.20319,79,1.13046,34,-0.9054
ENSG00000069424,KCNAB2,142,-0.9278,404,0.83472,243,-0.1655
ENSG00000116254,CHD5,81,-1.8516,363,0.54521,282,0.34286
ENSG00000116251,RPL22,994,0.63531,365,-1.0251,694,0.03109
ENSG00000116237,ICMT,13,-1.4792,58,0.91070,34,-0.0649
ENSG00000158292,GPR153,15,-1.1137,37,0.31335,33,0.31682
ENSG00000097021,ACOT7,44,-1.3991,201,1.15293,100,-0.2991
ENSG00000215788,TNFRSF25,39,0.60359,59,1.38767,19,-1.3550
ENSG00000171680,PLEKHG5,19,-1.1542,86,1.44802,34,-0.6294
ENSG00000162408,NOL9,38,-0.1562,66,0.77135,38,-0.4388
ENSG00000162413,KLHL21,31,-0.2906,36,-0.0814,39,0.21726
ENSG00000007923,DNAJC11,1,-5.3553,56,0.44607,49,0.77849
ENSG00000171735,CAMTA1,289,-0.1701,275,-0.2485,335,0.24735
ENSG00000049245,VAMP3,72,0.52192,15,-1.9074,57,0.37576
ENSG00000049246,PER3,25,-0.6130,35,-0.0422,38,0.36031
