Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000188976,NOC2L,131,1.13522,64,-0.0798,113,0.87067,69,0.04390,47,-0.5793,22,-1.8078
ENSG00000188290,HES4,30,-1.4868,224,1.88022,88,0.17741,53,-0.7812,69,-0.2112,69,-0.2336
ENSG00000187608,ISG15,30,-1.3361,138,1.13462,131,1.04130,54,-0.5389,56,-0.3753,60,-0.2945
ENSG00000078808,SDF4,30,-1.3731,187,1.66579,91,0.36310,82,0.27439,18,-2.0947,41,-0.9842
ENSG00000160087,UBE2J2,30,-0.6199,26,-0.8113,58,0.44022,51,0.32193,66,0.64576,33,-0.5311
ENSG00000131584,ACAP3,36,-1.6095,60,-0.8409,75,-0.5018,169,1.27293,114,0.16692,67,-0.7632
ENSG00000127054,INTS11,30,-0.8816,72,0.51910,51,-0.0381,64,0.45030,54,0.05471,37,-0.6367
ENSG00000224051,CPTP,30,-0.4360,71,0.99150,48,0.31667,42,0.14226,29,-0.4629,25,-0.7770
ENSG00000107404,DVL1,30,-1.4086,46,-0.7637,73,-0.0356,89,0.41032,57,-0.4344,99,0.54273
ENSG00000175756,AURKAIP1,30,-2.1232,55,-1.2183,175,0.62352,116,-0.0722,187,0.73204,144,0.33869
ENSG00000221978,CCNL2,30,-1.2165,136,1.25123,90,0.52987,72,0.21220,52,-0.3772,33,-1.1770
ENSG00000242485,MRPL20,30,-2.4806,124,-0.3447,202,0.45230,156,0.03019,207,0.49134,176,0.26044
ENSG00000205090,TMEM240,30,-1.0276,7,-3.0342,76,0.43854,79,0.73891,65,0.19239,53,-0.1704
ENSG00000160075,SSU72,39,-1.9950,141,-0.0372,194,0.48536,163,0.27223,188,0.43934,124,-0.2784
ENSG00000228594,FNDC10,87,1.02198,39,-0.3070,66,0.54181,36,-0.5577,36,-0.4541,46,-0.0639
ENSG00000197530,MIB2,30,-0.3090,26,-0.5485,43,0.27956,47,0.60235,26,-0.5177,30,-0.3218
ENSG00000189339,SLC35E2B,30,-0.2175,0,-6.4465,39,0.19321,45,0.61495,37,0.12885,34,0.00267
ENSG00000078369,GNB1,47,-3.2206,271,-0.6173,556,0.54889,459,0.31096,578,0.61488,384,-0.0752
ENSG00000187730,GABRD,30,-2.5289,68,-1.3158,207,0.43398,257,1.21656,162,0.03438,97,-0.8653
ENSG00000067606,PRKCZ,51,-2.1051,33,-2.7229,318,0.76297,261,0.59704,174,-0.2373,228,0.23534
ENSG00000162585,FAAP20,30,-0.7398,91,1.08608,108,1.40509,23,-1.3811,40,-0.2861,47,-0.0362
ENSG00000157933,SKI,30,-0.9433,71,0.41556,39,-0.5497,64,0.36484,65,0.27612,48,-0.2451
ENSG00000157916,RER1,30,-1.0518,50,-0.2646,75,0.38888,78,0.65342,34,-0.8559,54,-0.1620
ENSG00000157870,PRXL2B,30,-1.2997,75,0.12071,37,-0.9759,103,0.96281,50,-0.5132,62,-0.2090
ENSG00000158109,TPRG1L,30,-2.7610,136,-0.4915,259,0.54952,278,0.99267,153,-0.3093,130,-0.6367
ENSG00000130764,LRRC47,595,3.03156,49,-1.5017,97,-0.4723,90,-0.7384,45,-1.6236,58,-1.3621
ENSG00000196581,AJAP1,30,-0.8267,14,-1.9027,48,-0.0930,81,1.18019,36,-0.5523,43,-0.3110
ENSG00000069424,KCNAB2,88,-1.6620,73,-1.9333,297,0.23627,327,0.55969,412,0.79478,231,-0.1974
ENSG00000116254,CHD5,30,-2.6700,39,-2.2938,337,1.12322,241,0.76572,153,-0.2159,146,-0.3299
ENSG00000116251,RPL22,30,-4.0710,1057,1.46792,330,-0.5168,373,-0.4181,411,-0.1690,582,0.46602
ENSG00000116237,ICMT,30,-0.7540,53,0.13692,48,-0.0177,74,1.05997,21,-1.2951,31,-0.7948
ENSG00000097021,ACOT7,34,-3.0241,70,-1.9655,420,0.85063,405,1.18243,243,-0.0712,151,-0.9096
ENSG00000162408,NOL9,30,-0.7298,31,-0.6653,38,-0.3503,66,0.75533,49,0.06118,42,-0.2429
ENSG00000007923,DNAJC11,30,-0.4529,46,0.24800,60,0.66785,47,0.37748,16,-1.4083,33,-0.3546
ENSG00000171735,CAMTA1,30,-2.7593,200,0.12181,305,0.83585,205,0.22260,155,-0.2859,182,-0.0330
ENSG00000116288,PARK7,32,-3.1690,151,-0.8815,291,0.15974,317,0.41367,402,0.70487,275,0.07383
ENSG00000142599,RERE,30,-1.8515,114,0.21234,94,-0.1093,119,0.38932,157,0.75432,75,-0.5182
ENSG00000074800,ENO1,482,-0.2065,452,-0.3113,465,-0.2655,678,0.48843,583,0.10087,459,-0.3216
ENSG00000171603,CLSTN1,30,-4.3851,220,-1.4979,804,0.54838,981,1.37993,415,-0.5286,395,-0.6735
ENSG00000178585,CTNNBIP1,30,-0.5874,49,0.18866,52,0.28128,47,0.17643,30,-0.5676,45,0.04619
ENSG00000162441,LZIC,30,-0.4778,71,0.93512,63,0.73631,28,-0.7044,44,0.13141,36,-0.2184
ENSG00000130939,UBE4B,30,-0.6288,33,-0.4613,75,0.87515,49,0.21570,41,-0.1198,37,-0.3323
ENSG00000054523,KIF1B,373,0.02406,218,-0.8240,361,-0.0309,447,0.44987,266,-0.5121,374,0.03034
ENSG00000142657,PGD,30,-0.5382,20,-1.1692,33,-0.3835,64,1.03414,40,-0.0871,32,-0.4858
ENSG00000241563,CORT,11787,8.11390,2,-9.4839,159,-3.2325,29,-6.1065,13,-6.7580,38,-5.4686
ENSG00000120948,TARDBP,426,2.57010,69,-0.7452,82,-0.4754,84,-0.5621,40,-1.5509,64,-0.9584
ENSG00000116649,SRM,30,-1.6119,51,-0.8030,143,0.86887,109,0.55379,99,0.23404,60,-0.6223
ENSG00000198793,MTOR,30,-0.4254,11,-1.9504,72,1.02810,44,0.28361,29,-0.4494,38,-0.0340
ENSG00000116661,FBXO2,30,-2.9387,159,-0.4427,178,-0.2622,197,-0.1318,254,0.31362,338,0.96193
ENSG00000132879,FBXO44,313,1.09723,75,-1.2239,192,0.25433,213,0.59936,109,-0.6531,77,-1.3027
ENSG00000011021,CLCN6,30,-1.0227,5,-3.4941,85,0.63718,86,0.96296,25,-1.3166,59,0.03905
ENSG00000116688,MFN2,30,-1.8657,64,-0.7308,164,0.80273,131,0.59751,68,-0.6221,97,-0.0870
ENSG00000048707,VPS13D,374,2.50851,47,-1.1697,94,-0.0862,72,-0.6489,34,-1.6388,65,-0.7408
ENSG00000162496,DHRS3,30,-0.4642,109,1.78113,26,-0.6671,24,-1.0129,15,-1.5044,55,0.60322
ENSG00000116731,PRDM2,30,-1.5597,111,0.48388,70,-0.2581,111,0.70463,64,-0.3940,67,-0.3799
ENSG00000189337,KAZN,30,-0.6260,60,0.49276,106,1.50462,38,-0.3416,32,-0.5143,30,-0.6921
ENSG00000142634,EFHD2,30,-0.9445,24,-1.2715,106,1.11739,51,-0.1644,23,-1.3422,79,0.72627
ENSG00000116786,PLEKHM2,30,-1.3993,55,-0.4638,83,0.17543,75,0.03067,91,0.33082,91,0.40173
ENSG00000065526,SPEN,30,-0.9164,111,1.24178,15,-1.9549,64,0.38080,20,-1.4945,59,0.15774
ENSG00000159363,ATP13A2,278,1.03237,26,-2.6490,237,0.75342,174,0.31484,58,-1.4861,120,-0.4134
ENSG00000117118,SDHB,30,-1.4251,96,0.39351,86,0.21710,78,0.08008,94,0.36931,69,-0.1673
ENSG00000117115,PADI2,30,-0.3297,69,1.05872,4,-3.3033,16,-1.5006,52,0.57191,64,1.12295
ENSG00000117154,IGSF21,104,0.81519,18,-1.9225,99,0.72986,81,0.53968,32,-1.0763,40,-0.8210
ENSG00000127463,EMC1,30,-0.5634,44,0.03901,21,-1.0993,79,1.63967,9,-2.3362,23,-1.0690
ENSG00000053372,MRTO4,30,-0.3309,0,-6.5563,43,0.25086,54,0.94012,52,0.58110,22,-0.9143
ENSG00000053371,AKR7A2,30,-0.3148,46,0.37068,29,-0.3487,36,-0.0174,23,-0.7496,46,0.44704
ENSG00000077549,CAPZB,46,-2.2638,222,0.13635,249,0.32229,249,0.45171,265,0.43236,154,-0.4984
ENSG00000173436,MICOS10,30,-3.0968,304,0.43223,271,0.23851,216,-0.1650,262,0.18501,295,0.44418
ENSG00000158747,NBL1,30,-2.6325,294,0.92198,251,0.64594,172,0.02560,155,-0.1561,143,-0.3128
ENSG00000162545,CAMK2N1,797,-1.0213,428,-1.9560,1127,-0.4847,1819,0.39787,3113,1.22835,1409,-0.1470
ENSG00000158828,PINK1,612,0.57565,296,-0.6053,486,0.18832,465,0.16032,301,-0.5756,402,-0.1346
ENSG00000189410,SH2D5,30,-0.7494,7,-2.7911,35,-0.4857,86,1.54278,35,-0.4924,34,-0.6224
ENSG00000127483,HP1BP3,96,-1.0357,261,0.56296,179,-0.0622,202,0.19255,159,-0.2435,184,-0.0135
ENSG00000075151,EIF4G3,30,-2.1853,121,-0.0666,103,-0.3160,180,0.86160,107,-0.2609,116,-0.1491
ENSG00000076864,RAP1GAP,266,0.93449,19,-3.1184,252,0.83798,201,0.63054,64,-1.3601,88,-0.9662
ENSG00000090686,USP48,30,-0.8261,70,0.53857,65,0.40370,44,-0.2922,98,1.12297,31,-0.8766
ENSG00000070831,CDC42,30,-2.8634,218,0.14441,331,0.85479,267,0.68680,128,-0.7003,143,-0.5852
ENSG00000004487,KDM1A,423,3.30556,44,-1.0215,28,-1.6915,60,-0.7003,30,-1.5835,29,-1.7834
ENSG00000169641,LUZP1,63,0.06567,66,0.12363,115,1.08234,60,-0.0282,43,-0.5677,41,-0.7134
ENSG00000125944,HNRNPR,30,-1.8272,119,0.30729,67,-0.6045,122,0.48630,154,0.74034,76,-0.4660
ENSG00000142676,RPL11,1473,1.28252,1640,1.48806,421,-0.8055,315,-1.5020,502,-0.5334,666,-0.0960
ENSG00000057757,PITHD1,32,-2.5502,95,-0.9052,233,0.52299,241,0.84438,186,0.15105,129,-0.4870
ENSG00000011009,LYPLA2,30,-0.3846,32,-0.2605,55,0.61406,56,0.92448,21,-0.9129,18,-1.2332
ENSG00000189266,PNRC2,30,-1.2646,119,0.95246,58,-0.2459,70,0.07173,85,0.36230,54,-0.4048
ENSG00000188529,SRSF10,30,-0.9373,93,0.89780,66,0.29798,45,-0.3813,60,0.16594,53,-0.0503
ENSG00000001461,NIPAL3,41,-0.3692,25,-1.1057,117,1.40686,49,-0.1202,28,-0.9700,54,0.08748
ENSG00000133226,SRRM1,30,-0.9147,130,1.54532,51,-0.0699,53,-0.0469,43,-0.3515,36,-0.7095
ENSG00000117614,SYF2,30,-1.0598,140,1.50792,26,-1.2506,53,-0.2225,64,0.12800,56,-0.0946
ENSG00000117616,RSRP1,30,-1.2740,91,0.48042,55,-0.3499,99,0.90165,68,-0.0114,36,-1.0706
ENSG00000183726,TMEM50A,30,-1.6777,150,0.86779,36,-1.4064,141,1.12238,76,-0.2728,47,-1.1131
ENSG00000117643,MAN1C1,30,-0.4791,51,0.38073,27,-0.6625,66,1.21276,21,-1.0160,20,-1.2158
ENSG00000162430,SELENON,68,0.63446,90,1.12748,31,-0.6442,38,-0.4015,27,-0.8486,44,-0.1091
ENSG00000117640,MTFR1L,30,-1.3031,55,-0.3830,65,-0.1180,90,0.58839,65,-0.1030,71,0.04480
ENSG00000117632,STMN1,30,-5.2216,306,-1.8404,1491,0.64934,1530,1.02730,974,-0.0603,851,-0.3105
ENSG00000158008,EXTL1,30,-0.7061,5,-3.1873,39,-0.2940,73,1.10246,33,-0.5606,48,0.03877
ENSG00000142669,SH3BGRL3,30,-2.7559,220,0.28312,184,-0.0083,198,0.14610,217,0.25834,211,0.24538
ENSG00000198830,HMGN2,30,-2.5349,368,1.46210,88,-0.9268,133,-0.3821,140,-0.2050,205,0.48689
ENSG00000117713,ARID1A,30,-1.2736,120,0.95195,43,-0.7383,97,0.83611,26,-1.4769,53,-0.4618
ENSG00000090273,NUDC,30,-2.4483,125,-0.2978,108,-0.5284,188,0.51614,256,0.89738,135,-0.1947
ENSG00000253368,TRNP1,30,-1.1216,24,-1.4767,115,1.06412,65,0.13068,73,0.28436,58,-0.1075
ENSG00000142784,WDTC1,112,1.13250,51,-0.1967,34,-0.8376,53,-0.1677,75,0.41866,44,-0.4800
ENSG00000186501,TMEM222,30,-1.4165,82,0.15311,90,0.29355,104,0.76645,54,-0.5228,54,-0.5771
ENSG00000126705,AHDC1,30,-0.8573,78,0.68279,37,-0.5417,68,0.61781,78,0.66999,20,-1.5444
ENSG00000126709,IFI6,30,-2.3723,519,2.43168,141,-0.0144,120,-0.3654,48,-1.6774,94,-0.7372
ENSG00000117758,STX12,30,-1.7847,97,0.02316,117,0.33251,121,0.52845,69,-0.5242,94,-0.0412
ENSG00000117751,PPP1R8,30,-0.2917,33,-0.1191,36,0.01955,36,-0.0058,55,0.69663,31,-0.2772
ENSG00000117748,RPA2,30,-0.6532,56,0.33051,36,-0.3826,64,0.83649,32,-0.5489,31,-0.6655
ENSG00000126698,DNAJC8,30,-2.0924,122,0.04755,132,0.18624,155,0.63311,122,0.05986,96,-0.3748
ENSG00000130770,ATP5IF1,417,-0.0823,239,-0.9562,488,0.17481,435,-0.0173,778,0.97321,360,-0.3558
ENSG00000198492,YTHDF2,30,-1.4412,30,-1.4519,127,0.85375,112,0.92597,71,-0.1154,47,-0.8429
ENSG00000116350,SRSF4,30,-0.6888,82,0.95634,78,0.87502,36,-0.4930,34,-0.4774,42,-0.1763
ENSG00000162512,SDC3,30,-1.9615,75,-0.5786,174,0.79959,137,0.55275,88,-0.3355,97,-0.1951
ENSG00000134644,PUM1,132,-0.2576,56,-1.5654,188,0.31149,227,0.92395,122,-0.3823,109,-0.6261
ENSG00000121766,ZCCHC17,30,-1.9313,100,-0.0974,113,0.10418,122,0.31126,117,0.15521,115,0.14557
ENSG00000121769,FABP3,613,2.53383,25,-2.8037,209,0.41852,141,-0.2932,48,-1.8660,70,-1.4210
ENSG00000162517,PEF1,30,-1.2363,27,-1.4137,63,-0.0772,104,1.10427,80,0.30373,44,-0.7277
ENSG00000084636,COL16A1,30,-0.5501,69,0.81218,11,-2.0768,40,-0.1079,58,0.51387,47,0.17760
ENSG00000121753,ADGRB2,429,0.77250,39,-2.9209,216,-0.3641,388,0.86871,216,-0.3642,187,-0.6558
ENSG00000184007,PTP4A2,30,-2.3981,163,0.19081,154,0.09968,145,-0.0031,96,-0.6611,214,0.77095
ENSG00000121774,KHDRBS1,30,-2.1753,107,-0.2591,127,0.01911,170,0.71649,143,0.20539,107,-0.2932
ENSG00000025800,KPNA6,30,-0.8256,28,-0.9181,91,0.98469,61,0.40960,39,-0.4279,43,-0.2878
ENSG00000084623,EIF3I,30,-1.5935,30,-1.5958,131,0.73513,117,0.77207,78,-0.1232,70,-0.3343
ENSG00000175130,MARCKSL1,30,-1.8326,133,0.48495,104,0.07171,63,-0.8937,78,-0.3749,179,1.22914
ENSG00000160058,BSDC1,30,-1.1047,60,-0.0236,62,0.03974,75,0.45850,70,0.21944,51,-0.3089
ENSG00000176261,ZBTB8OS,30,-0.3394,33,-0.1605,13,-1.6390,31,-0.3934,66,0.96799,50,0.57631
ENSG00000162521,RBBP4,58,-0.5700,101,0.31834,124,0.65935,88,0.11826,95,0.20653,54,-0.7551
ENSG00000162522,KIAA1522,219,2.65124,23,-1.3722,31,-0.9026,38,-0.7277,41,-0.4818,34,-0.8436
ENSG00000134684,YARS,30,-1.5370,13,-2.6910,139,0.89857,125,1.06339,52,-0.7089,62,-0.4935
ENSG00000121905,HPCA,30,-2.4478,17,-3.2981,215,0.59938,218,0.90703,148,-0.0274,144,-0.0808
ENSG00000134686,PHC2,30,-0.7234,28,-0.8255,43,-0.1561,65,0.73541,36,-0.4287,48,0.01162
ENSG00000163866,SMIM12,30,-0.6488,11,-2.1493,64,0.56369,70,1.07022,22,-1.0916,36,-0.4272
ENSG00000116544,DLGAP3,30,-1.2822,58,-0.2752,72,0.08753,74,0.16502,117,0.89930,59,-0.2661
ENSG00000116560,SFPQ,231,0.44813,265,0.67800,125,-0.5479,161,-0.1969,180,0.03124,152,-0.2668
ENSG00000146463,ZMYM4,30,-0.9248,102,1.07826,89,0.83432,48,-0.2297,30,-0.9044,45,-0.3259
ENSG00000142687,KIAA0319L,30,-0.9574,52,-0.1105,53,-0.0674,84,1.02765,36,-0.6746,38,-0.6753
ENSG00000020129,NCDN,1266,0.99559,138,-2.4885,475,-0.6268,1000,0.84490,760,0.12300,351,-1.1965
ENSG00000126067,PSMB2,30,-2.0390,86,-0.4431,181,0.77445,179,1.13386,73,-0.6932,59,-1.1339
ENSG00000142686,C1orf216,355,1.69505,18,-3.0594,118,-0.2313,144,0.11571,167,0.33314,69,-1.1590
ENSG00000092847,AGO1,30,-0.3648,36,-0.0581,36,-0.0552,52,0.76452,18,-1.1084,31,-0.3524
ENSG00000054116,TRAPPC3,278,2.37535,27,-1.6412,50,-0.6982,72,-0.1731,49,-0.7193,41,-1.0844
ENSG00000116871,MAP7D1,30,-2.7594,99,-0.9836,292,0.75759,197,0.13250,343,1.04282,158,-0.2928
ENSG00000054118,THRAP3,30,-1.4510,146,1.06212,43,-0.9402,90,0.31661,93,0.28459,60,-0.4572
ENSG00000181817,LSM10,30,-0.4771,35,-0.2197,37,-0.1636,45,0.22487,69,0.90529,29,-0.5662
ENSG00000116898,MRPS15,30,-0.8114,46,-0.1245,88,0.94569,37,-0.6188,119,1.49981,29,-0.9377
ENSG00000163875,MEAF6,559,2.27051,37,-2.2758,161,-0.0369,157,-0.0993,93,-0.8929,80,-1.2275
ENSG00000197982,C1orf122,30,-2.6210,174,0.04649,189,0.18294,138,-0.4206,198,0.25454,259,0.84885
ENSG00000116954,RRAGC,30,-0.6409,52,0.24168,53,0.27442,61,0.72870,12,-1.9774,37,-0.3627
ENSG00000174574,AKIRIN1,51,-1.0706,56,-0.9344,86,-0.2625,135,0.66554,160,0.75694,78,-0.4662
ENSG00000168653,NDUFS5,1066,0.74407,425,-0.7526,644,-0.0967,640,-0.1419,845,0.34701,629,-0.1555
ENSG00000127603,MACF1,304,0.42209,396,0.87914,249,0.09377,171,-0.6404,86,-1.5589,284,0.36035
ENSG00000090621,PABPC4,30,-1.0751,94,0.74801,59,-0.0272,47,-0.4689,56,-0.1022,79,0.52643
ENSG00000116983,HPCAL4,709,0.66775,88,-2.5583,416,-0.2137,576,0.43894,614,0.42299,361,-0.4932
ENSG00000131236,CAP1,30,-2.2912,220,0.81694,143,0.08804,162,0.41652,159,0.26537,89,-0.7353
ENSG00000131238,PPT1,30,-2.0718,154,0.46509,88,-0.4418,159,0.73851,128,0.15170,85,-0.5534
ENSG00000084073,ZMPSTE24,30,-0.4763,43,0.11585,48,0.27359,51,0.54233,23,-0.8890,33,-0.3567
ENSG00000084070,SMAP2,57,-1.3859,130,-0.1149,150,0.12193,185,0.65851,184,0.46107,90,-0.7732
ENSG00000117016,RIMS3,30,-2.0103,17,-2.8546,201,0.99861,124,0.23542,137,0.33831,124,0.19205
ENSG00000066136,NFYC,30,-0.4724,54,0.48551,56,0.53484,58,0.86750,24,-0.8298,13,-1.8737
ENSG00000198815,FOXJ3,332,2.28540,58,-0.8059,111,0.21678,93,-0.0878,40,-1.3865,27,-2.1064
ENSG00000177181,RIMKLA,405,3.37126,35,-1.2533,65,-0.3204,37,-1.4148,31,-1.4594,33,-1.4646
ENSG00000127125,PPCS,30,-0.8241,11,-2.2427,49,-0.0601,74,0.92754,54,0.10902,44,-0.2379
ENSG00000065978,YBX1,175,0.71183,316,1.82062,110,-0.0571,49,-1.5783,62,-0.9537,109,-0.0828
ENSG00000117394,SLC2A1,30,-2.2737,830,4.14891,23,-2.6276,51,-1.7587,64,-1.1388,50,-1.6520
ENSG00000117395,EBNA1BP2,30,-1.3256,61,-0.2233,35,-1.0857,90,0.56273,130,1.03346,54,-0.4636
ENSG00000142949,PTPRF,30,-2.4104,32,-2.3261,158,0.12189,240,1.26821,169,0.23744,104,-0.6044
ENSG00000126091,ST3GAL3,30,-0.5168,8,-2.5203,62,0.67144,52,0.49658,46,0.17207,36,-0.2361
ENSG00000117408,IPO13,325,2.55974,34,-1.4161,51,-0.8033,67,-0.4782,37,-1.2981,58,-0.6768
ENSG00000117410,ATP6V0B,342,-0.0796,153,-1.3283,411,0.21835,558,1.09849,245,-0.6124,206,-0.9711
ENSG00000117411,B4GALT2,30,-1.3795,32,-1.2782,145,1.17207,62,-0.3341,94,0.40844,85,0.29159
ENSG00000178028,DMAP1,30,-0.7751,40,-0.3281,82,0.85838,50,0.04437,43,-0.1971,48,-0.0345
ENSG00000117419,ERI3,128,-0.3154,96,-0.7661,227,0.62955,187,0.41273,124,-0.3598,133,-0.2861
ENSG00000187147,RNF220,357,1.70321,70,-1.0446,123,-0.1733,116,-0.3445,146,0.10914,94,-0.6674
ENSG00000142937,RPS8,30,-4.5649,1938,2.01207,299,-1.1960,443,-0.7420,606,-0.0937,788,0.39297
ENSG00000126088,UROD,254,1.81691,30,-1.7371,64,-0.5704,101,0.21378,52,-0.8828,62,-0.6957
ENSG00000117450,PRDX1,30,-3.3973,378,0.45290,295,0.04285,305,0.13370,276,-0.0655,346,0.35155
ENSG00000117448,AKR1A1,30,-0.3837,21,-0.9163,32,-0.2939,41,0.16845,37,-0.0524,50,0.51971
ENSG00000085998,POMGNT1,30,-1.1829,70,0.13388,82,0.40710,91,0.83221,67,0.07713,28,-1.4021
ENSG00000132128,LRRC41,30,-0.7102,24,-1.0360,84,0.98360,68,0.89786,26,-0.9240,27,-0.9446
ENSG00000173660,UQCRH,307,-0.5311,249,-0.8560,699,0.82518,396,-0.1633,577,0.49397,416,-0.0514
ENSG00000123472,ATPAF1,289,1.14219,148,0.00011,126,-0.2544,112,-0.5723,161,0.13927,137,-0.1467
ENSG00000159658,EFCAB14,30,-1.4330,200,1.72571,84,0.16352,51,-0.7940,63,-0.2913,76,0.01432
ENSG00000162368,CMPK1,414,1.94796,76,-0.9744,108,-0.4198,126,-0.2381,103,-0.4967,95,-0.6920
ENSG00000162374,ELAVL4,485,1.47216,15,-3.9034,256,0.33517,254,0.44305,106,-1.0657,129,-0.8479
ENSG00000185104,FAF1,309,2.93905,57,-0.3231,50,-0.5113,42,-1.0028,42,-0.8101,23,-1.8621
ENSG00000123091,RNF11,344,-0.5076,275,-0.8550,720,0.70122,581,0.46660,365,-0.4158,408,-0.2718
ENSG00000085832,EPS15,30,-2.5603,118,-0.5097,253,0.74604,194,0.40641,143,-0.2034,167,0.05381
ENSG00000078618,NRDC,82,0.04481,52,-0.6736,76,-0.0785,105,0.62115,35,-1.2945,81,0.01527
ENSG00000169213,RAB3B,1246,3.30171,35,-2.9501,402,0.79699,93,-1.8233,20,-3.8035,136,-1.0549
ENSG00000134717,BTF3L4,30,-1.3125,53,-0.4321,71,0.01862,87,0.50876,110,0.76175,52,-0.5389
ENSG00000157077,ZFYVE9,30,-0.3765,8,-2.3399,54,0.56762,44,0.31785,40,0.07613,40,0.07550
ENSG00000162378,ZYG11B,148,0.00156,101,-0.5975,172,0.24868,193,0.62019,124,-0.2846,103,-0.6334
ENSG00000116171,SCP2,30,-1.8776,210,1.24471,68,-0.6492,103,0.01691,94,-0.1314,104,0.03460
ENSG00000162384,CZIB,30,-0.5020,43,0.06952,26,-0.7086,42,0.02402,58,0.56280,44,0.13627
ENSG00000162385,MAGOH,30,-0.3269,33,-0.1648,51,0.53591,48,0.63276,36,-0.0284,18,-1.2125
ENSG00000157193,LRP8,761,3.88539,50,-1.4872,90,-0.5732,41,-2.0787,39,-1.8256,53,-1.5107
ENSG00000116209,TMEM59,345,1.01514,250,0.45491,142,-0.4601,192,0.02749,122,-0.6984,136,-0.5887
ENSG00000116221,MRPL37,30,-0.9000,0,-6.5559,77,0.60005,76,0.83436,44,-0.3158,51,-0.0694
ENSG00000157216,SSBP3,36,-2.4844,119,-0.6787,229,0.37236,258,0.82875,157,-0.2417,165,-0.1883
ENSG00000116133,DHCR24,35,-2.3846,49,-1.8688,213,0.40455,294,1.51132,110,-0.6477,105,-0.8117
ENSG00000162402,USP24,30,-0.3644,53,0.57524,39,0.05013,33,-0.2448,21,-0.8771,47,0.44084
ENSG00000162407,PLPP3,30,-1.6410,131,0.68043,5,-4.1160,33,-1.7845,139,0.78136,190,1.71399
ENSG00000162409,PRKAA2,30,-0.9226,37,-0.5826,48,-0.1831,79,0.90371,47,-0.2254,44,-0.3607
ENSG00000162601,MYSM1,30,-0.6028,40,-0.1556,55,0.35968,55,0.50146,16,-1.4933,45,0.04669
ENSG00000177606,JUN,30,-2.3214,286,1.25556,42,-1.8323,205,0.97000,170,0.33938,50,-1.7068
ENSG00000134709,HOOK1,30,-0.2480,20,-0.8752,45,0.40947,38,0.18151,48,0.51651,29,-0.3314
ENSG00000162599,NFIA,30,-1.6781,251,1.85144,25,-1.9369,32,-1.8827,65,-0.5111,169,1.34112
ENSG00000162604,TM2D1,30,-0.8820,29,-0.9104,31,-0.8206,76,0.88375,40,-0.4168,57,0.16450
ENSG00000116641,DOCK7,30,-0.3011,49,0.48845,18,-1.0842,31,-0.3436,22,-0.7759,58,0.92902
ENSG00000162434,JAK1,30,-1.5510,156,1.09540,53,-0.6763,104,0.53728,44,-0.9870,72,-0.2295
ENSG00000162433,AK4,30,-1.2639,53,-0.4019,27,-1.3901,75,0.21820,75,0.16442,100,0.77230
ENSG00000116675,DNAJC6,721,0.81719,90,-2.4400,615,0.54169,568,0.57167,308,-0.5817,279,-0.8158
ENSG00000184588,PDE4B,30,-1.2495,28,-1.3470,123,1.02899,84,0.50532,27,-1.4178,73,0.14581
ENSG00000118473,SGIP1,260,1.12990,76,-0.9000,131,-0.0370,133,-0.0279,151,0.18820,97,-0.5836
ENSG00000142864,SERBP1,30,-2.2309,215,0.85250,114,-0.2003,128,-0.0340,87,-0.6352,169,0.51004
ENSG00000116729,WLS,30,-1.4448,122,0.77639,144,1.08277,71,-0.1515,69,-0.1621,55,-0.5901
ENSG00000033122,LRRC7,30,-1.7593,33,-1.6339,69,-0.4944,149,1.15798,79,-0.2823,95,0.01169
ENSG00000116754,SRSF11,30,-2.4002,221,0.69765,100,-0.5955,201,0.76597,137,-0.0977,110,-0.5030
ENSG00000118454,ANKRD13C,37,-0.4006,16,-1.6535,36,-0.4162,67,0.84015,47,-0.0208,44,-0.1248
ENSG00000132485,ZRANB2,913,2.95379,109,-0.9972,124,-0.8000,150,-0.6365,83,-1.4068,87,-1.4661
ENSG00000172260,NEGR1,30,-2.6082,102,-0.7883,223,0.47147,238,0.84560,220,0.44717,110,-0.7428
ENSG00000178965,ERICH3,30,-1.0814,21,-1.6290,55,-0.1320,99,1.26437,52,-0.2135,43,-0.5850
ENSG00000117054,ACADM,30,-0.6850,60,0.43409,59,0.40935,38,-0.3950,44,-0.0839,54,0.29849
ENSG00000137955,RABGGTB,210,2.11749,79,0.29904,44,-0.6393,41,-0.9099,54,-0.3105,41,-0.8234
ENSG00000117069,ST6GALNAC5,30,-1.3401,31,-1.2787,52,-0.4985,140,1.91566,57,-0.3422,25,-1.7286
ENSG00000154027,AK5,30,-2.9950,59,-2.0036,238,0.14509,383,1.49576,143,-0.6629,171,-0.4331
ENSG00000077254,USP33,315,1.46444,92,-0.6150,91,-0.6450,164,0.41850,36,-2.0371,100,-0.5433
ENSG00000180488,MIGA1,30,-1.5234,21,-2.0257,109,0.50212,109,0.71112,68,-0.2596,85,0.09241
ENSG00000162613,FUBP1,30,-0.9526,49,-0.1984,86,0.74115,63,0.30143,56,0.02946,43,-0.4410
