Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to12,Feature log2 fold change topic 4to12
ENSG00000228794,LINC01128,27,0.66058,7,-1.4568,19,0.47387
ENSG00000188976,NOC2L,27,-0.5226,26,-0.6199,42,0.65543
ENSG00000188290,HES4,27,-1.4044,34,-1.1051,80,1.31339
ENSG00000187608,ISG15,27,-1.4745,38,-1.0208,84,1.27050
ENSG00000188157,AGRN,27,-0.2268,35,0.20468,31,-0.0714
ENSG00000131591,C1orf159,27,1.21315,10,-0.3903,12,-0.4067
ENSG00000078808,SDF4,27,-1.4014,87,0.42433,69,0.03976
ENSG00000176022,B3GALT6,27,0.09292,15,-0.8892,27,0.54623
ENSG00000160087,UBE2J2,27,-0.3972,29,-0.3305,37,0.39890
ENSG00000162572,SCNN1D,27,1.13072,12,-0.1904,12,-0.4651
ENSG00000131584,ACAP3,324,2.36622,53,-0.7579,65,-1.1482
ENSG00000127054,INTS11,27,-0.8855,61,0.43083,47,-0.0703
ENSG00000224051,CPTP,27,0.13892,21,-0.2237,25,0.10011
ENSG00000107404,DVL1,27,-1.0873,49,-0.2025,59,0.51541
ENSG00000175756,AURKAIP1,27,-2.6831,190,0.27499,172,0.33693
ENSG00000221978,CCNL2,27,-0.8491,52,0.17249,48,0.14217
ENSG00000224870,MRPL20-AS1,27,1.40893,14,0.35270,9,-0.9873
ENSG00000242485,MRPL20,27,-2.8085,187,0.09782,192,0.51533
ENSG00000235098,ANKRD65,355,3.57425,45,-0.3762,26,-2.4996
ENSG00000179403,VWA1,52,-0.6882,247,2.36855,47,-1.9415
ENSG00000197785,ATAD3A,27,0.83409,11,-0.5256,16,-0.0867
ENSG00000205090,TMEM240,27,0.00485,12,-1.2338,30,0.78637
ENSG00000160075,SSU72,27,-2.3246,92,-0.5477,146,1.05591
ENSG00000228594,FNDC10,27,0.14980,6,-2.1634,28,1.10278
ENSG00000272106,AL691432.2,27,0.39607,21,-0.0138,20,-0.1659
ENSG00000197530,MIB2,27,-0.4020,26,-0.5070,38,0.52826
ENSG00000189339,SLC35E2B,27,-0.1021,23,-0.3532,30,0.29662
ENSG00000215790,SLC35E2A,27,0.24151,16,-0.5663,24,0.27454
ENSG00000008130,NADK,27,0.14471,28,0.23312,23,-0.2342
ENSG00000078369,GNB1,28,-3.7388,248,-0.5569,402,1.20348
ENSG00000187730,GABRD,27,-1.4710,3,-4.4175,91,2.96203
ENSG00000067606,PRKCZ,27,-2.5349,70,-1.2047,177,1.66214
