Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000188976,NOC2L,1,-6.0249,204,1.80840,66,-1.2097
ENSG00000188290,HES4,238,0.33710,204,0.10932,182,-0.2234
ENSG00000187608,ISG15,1,-6.0360,204,1.81094,66,-1.2122
ENSG00000078808,SDF4,51,-1.3461,204,1.13370,99,-0.7452
ENSG00000160087,UBE2J2,1,-6.0102,204,1.84110,64,-1.2425
ENSG00000131584,ACAP3,13,-3.6698,204,0.49226,163,0.06592
ENSG00000127054,INTS11,75,-0.4854,204,1.63080,64,-1.4163
ENSG00000107404,DVL1,1,-6.3329,204,1.19907,101,-0.5985
ENSG00000175756,AURKAIP1,148,0.09822,204,0.81511,111,-0.7739
ENSG00000221978,CCNL2,1,-6.0099,204,1.87194,63,-1.2734
ENSG00000242485,MRPL20,64,-1.2274,204,0.77857,126,-0.4149
ENSG00000179403,VWA1,1,-5.9617,204,1.98908,58,-1.3910
ENSG00000205090,TMEM240,1,-6.2171,204,1.42211,86,-0.8221
ENSG00000160075,SSU72,84,-1.2114,204,0.19540,191,0.13802
ENSG00000228594,FNDC10,2,-5.3222,204,2.04027,56,-1.4476
ENSG00000197530,MIB2,1,-5.9635,204,1.98443,58,-1.3863
ENSG00000078369,GNB1,187,-0.8521,204,-0.8593,396,0.98704
ENSG00000187730,GABRD,1,-6.7487,204,0.50237,164,0.09939
ENSG00000067606,PRKCZ,432,1.18789,204,-0.0729,183,-0.5083
ENSG00000162585,FAAP20,1,-6.0515,204,1.77520,67,-1.1763
ENSG00000157933,SKI,170,0.59389,204,1.24352,74,-1.4010
ENSG00000157916,RER1,40,-1.4287,204,1.62456,69,-1.2261
ENSG00000197921,HES5,8,-4.0182,204,1.09930,107,-0.5273
ENSG00000157870,PRXL2B,1,-6.3611,204,1.14697,105,-0.5463
ENSG00000177133,PRDM16-DT,1,-5.6970,204,2.76585,34,-2.1719
ENSG00000158109,TPRG1L,189,0.27887,204,0.51524,136,-0.5594
ENSG00000130764,LRRC47,1,-6.0313,204,1.82197,65,-1.2232
ENSG00000196581,AJAP1,1,-5.9111,204,2.11807,53,-1.5205
ENSG00000069424,KCNAB2,196,-0.5182,204,-0.5517,314,0.63515
ENSG00000116254,CHD5,10,-4.6714,204,-0.4269,312,1.00174
ENSG00000116251,RPL22,587,0.80231,204,-1.0340,393,0.39262
ENSG00000097021,ACOT7,1,-6.6556,204,0.64722,148,-0.0456
ENSG00000171680,PLEKHG5,1,-5.8794,204,2.20298,50,-1.6058
ENSG00000162408,NOL9,1,-6.0384,204,1.80541,66,-1.2066
ENSG00000007923,DNAJC11,1,-5.8699,204,2.22883,49,-1.6318
ENSG00000171735,CAMTA1,350,0.72663,204,-0.1840,215,-0.1629
ENSG00000049245,VAMP3,17,-2.5831,204,1.92446,59,-1.4151
ENSG00000116288,PARK7,127,-0.5100,204,0.28855,172,-0.0995
ENSG00000142599,RERE,1,-6.6074,204,0.72442,140,-0.1229
ENSG00000074800,ENO1,189,-1.4137,204,-1.5000,632,1.65887
ENSG00000171603,CLSTN1,186,-1.1403,204,-1.1703,498,1.32028
ENSG00000162441,LZIC,22,-2.1248,204,2.01783,54,-1.5466
ENSG00000130939,UBE4B,1,-5.8247,204,2.35676,45,-1.7603
