Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000126698,DNAJC8,279,1.37520,56,-1.2560,146,0.31897,37,-1.8886,128,0.02464,100,-0.4215
ENSG00000130770,ATP5IF1,258,0.28927,109,-1.0699,294,0.72852,161,-0.4725,168,-0.4008,184,-0.2933
ENSG00000198492,YTHDF2,3,-4.0371,31,-0.7457,86,1.43322,38,-0.4057,48,-0.0546,34,-0.6402
ENSG00000116350,SRSF4,4,-3.3236,24,-0.9209,50,0.35232,41,-0.0611,83,1.13557,41,-0.0723
ENSG00000116353,MECR,3,-3.5565,14,-1.2169,46,0.84328,28,-0.2272,49,0.70338,29,-0.1927
ENSG00000060656,PTPRU,71,0.76465,11,-2.1197,88,1.89658,0,-7.9188,28,-0.7122,15,-1.8188
ENSG00000162511,LAPTM5,3,-4.0659,21,-1.1774,30,-0.8097,32,-0.5723,165,2.39583,50,0.17530
ENSG00000162512,SDC3,959,2.20863,139,-1.1538,296,0.04143,369,0.39257,103,-1.5976,78,-2.1562
ENSG00000134644,PUM1,46,-1.2175,61,-0.7967,168,1.28818,103,0.02923,74,-0.5008,63,-0.8381
ENSG00000121766,ZCCHC17,3,-4.7604,51,-0.6027,141,1.79126,34,-1.2063,61,-0.3056,47,-0.7836
ENSG00000121769,FABP3,3,-4.1083,45,-0.0569,95,2.00414,40,-0.2664,27,-0.8836,12,-2.1460
ENSG00000162517,PEF1,28,-1.2299,34,-0.9333,110,1.57289,28,-1.2053,52,-0.2599,40,-0.7638
ENSG00000084636,COL16A1,284,2.19713,23,-2.0049,63,-0.6222,74,-0.2466,82,-0.0779,62,-0.5951
ENSG00000121753,ADGRB2,201,0.58654,124,-0.2124,241,1.39067,64,-1.2371,65,-1.2063,48,-1.8056
ENSG00000184007,PTP4A2,642,1.08912,117,-1.6453,119,-1.9139,210,-0.7571,238,-0.5645,745,1.73559
ENSG00000121774,KHDRBS1,216,0.97373,57,-1.1863,144,0.37195,28,-2.2168,142,0.25447,111,-0.1744
ENSG00000084652,TXLNA,213,2.88915,21,-1.2700,38,-0.5355,6,-3.0376,34,-0.5837,27,-1.0471
ENSG00000084623,EIF3I,3,-4.9011,38,-1.2091,91,0.23345,123,0.68410,172,1.27595,64,-0.4324
ENSG00000175130,MARCKSL1,325,-0.5070,190,-1.3283,249,-1.1330,389,-0.2208,275,-0.7659,1048,1.92714
ENSG00000160058,BSDC1,21,-1.3329,34,-0.6531,76,0.96351,45,-0.2015,26,-1.0197,52,0.05840
ENSG00000176261,ZBTB8OS,3,-3.2412,24,-0.1421,27,0.07739,15,-0.8361,36,0.56726,37,0.70754
ENSG00000162521,RBBP4,282,1.79584,47,-1.2180,95,-0.1663,138,0.48445,30,-1.8962,73,-0.6198
ENSG00000134684,YARS,115,0.88556,35,-1.0229,115,1.36030,2,-4.7954,27,-1.4363,44,-0.7677
ENSG00000121905,HPCA,177,-0.1685,144,-0.4939,443,2.59300,19,-3.4875,33,-2.6933,33,-2.8799
ENSG00000121900,TMEM54,3,-3.6244,35,0.05123,32,-0.1152,40,0.29123,41,0.32627,44,0.52482
ENSG00000004455,AK2,3,-3.9700,21,-1.1309,33,-0.5280,23,-0.9454,127,1.95352,57,0.53968
ENSG00000142920,AZIN2,3,-3.0630,15,-0.6639,38,1.29680,20,-0.2251,7,-1.7579,23,0.05304
ENSG00000134686,PHC2,61,-0.4797,39,-1.1583,77,-0.1288,81,-0.0239,149,1.01350,89,0.14384
ENSG00000163866,SMIM12,3,-3.5459,17,-0.9397,50,1.11845,5,-2.6171,44,0.54032,34,0.09593
ENSG00000116544,DLGAP3,3,-3.7502,49,0.46367,83,2.56136,4,-3.0681,14,-1.5167,6,-2.7664
ENSG00000116560,SFPQ,180,0.44599,72,-1.0009,147,0.14713,97,-0.5539,144,0.07932,151,0.17753
ENSG00000146463,ZMYM4,66,0.83248,11,-1.9155,43,0.16931,49,0.33282,42,0.08761,31,-0.4529
ENSG00000142687,KIAA0319L,4,-3.0182,31,-0.0709,50,1.11848,25,-0.3922,21,-0.6845,29,-0.2033
ENSG00000020129,NCDN,42,-2.5345,120,-0.9521,543,3.17338,53,-2.1843,46,-2.3717,49,-2.4615
ENSG00000126067,PSMB2,378,2.19501,46,-1.4087,135,0.35800,29,-2.0899,29,-2.1165,74,-0.7650
ENSG00000142686,C1orf216,3,-3.9784,19,-1.2204,97,2.54229,19,-1.2361,12,-1.9295,22,-1.1416
ENSG00000092847,AGO1,3,-3.4317,23,-0.4173,46,1.12271,9,-1.8183,28,-0.0943,32,0.16541
ENSG00000054116,TRAPPC3,24,-1.0282,28,-0.8146,83,1.51174,24,-1.0208,45,-0.0652,26,-1.0213
ENSG00000116871,MAP7D1,3,-5.5714,69,-1.1373,170,0.38756,80,-0.9169,183,0.40151,223,0.87841
ENSG00000054118,THRAP3,129,1.19701,34,-1.0052,75,0.36005,11,-2.5854,77,0.28977,50,-0.4317
ENSG00000181817,LSM10,3,-3.3485,21,-0.4168,45,1.19383,32,0.24305,39,0.54966,10,-1.6174
ENSG00000116898,MRPS15,92,0.86982,32,-0.8550,57,0.07719,52,-0.0743,77,0.55986,35,-0.7834
ENSG00000163873,GRIK3,3,-3.6030,11,-1.7219,93,4.57451,0,-7.4879,0,-6.6689,4,-3.2669
ENSG00000163875,MEAF6,17,-2.1635,40,-0.9091,133,1.73217,51,-0.5317,27,-1.4586,52,-0.5514
ENSG00000197982,C1orf122,318,0.27831,135,-1.0726,179,-0.7994,390,0.62241,214,-0.3620,410,0.84450
ENSG00000183431,SF3A3,74,1.45250,17,-0.9634,44,0.73272,0,-7.4424,10,-1.8058,28,-0.2307
ENSG00000116954,RRAGC,303,2.78332,19,-2.0563,50,-0.7245,40,-0.9264,31,-1.2871,54,-0.5260
ENSG00000174574,AKIRIN1,3,-4.2472,24,-1.2476,58,0.14803,60,0.17001,95,0.93789,66,0.37567
ENSG00000168653,NDUFS5,232,-0.4518,166,-0.9740,345,0.24628,352,0.21577,297,-0.0600,348,0.22486
ENSG00000127603,MACF1,516,1.61345,97,-1.1864,163,-0.4874,288,0.55061,141,-0.6034,165,-0.4036
ENSG00000090621,PABPC4,139,1.24182,36,-0.9605,66,-0.0463,53,-0.3693,75,0.17874,52,-0.4491
ENSG00000116983,HPCAL4,117,-0.5988,137,-0.3589,383,2.53597,42,-2.1333,26,-2.8510,36,-2.5462
ENSG00000084072,PPIE,178,2.22982,21,-1.4470,43,-0.4221,11,-2.3861,47,-0.1879,46,-0.2607
ENSG00000168389,MFSD2A,3,-3.3803,24,-0.2861,31,0.16345,54,1.08017,32,0.20476,26,-0.1815
ENSG00000131236,CAP1,3,-5.3423,49,-1.2570,117,0.11523,151,0.50420,195,0.95277,125,0.22630
ENSG00000131238,PPT1,28,-1.7511,60,-0.6275,121,0.70388,157,0.95233,38,-1.3358,80,-0.2059
ENSG00000084073,ZMPSTE24,45,0.24511,9,-2.1349,39,0.03712,57,0.66310,32,-0.2999,43,0.19778
ENSG00000049089,COL9A2,79,0.82752,20,-1.3171,13,-2.3019,28,-0.8357,29,-0.8076,119,2.07651
ENSG00000084070,SMAP2,9,-2.6045,33,-0.7351,97,1.68758,22,-1.3057,53,0.02196,31,-0.9058
ENSG00000117016,RIMS3,3,-3.8334,37,-0.0805,92,2.83315,7,-2.4758,14,-1.5937,7,-2.6688
ENSG00000066136,NFYC,3,-3.5699,19,-0.8310,70,2.31111,26,-0.3186,0,-5.8869,17,-1.0949
ENSG00000198815,FOXJ3,3,-3.9059,17,-1.3351,71,1.44211,16,-1.3928,67,0.80926,26,-0.7713
ENSG00000127125,PPCS,3,-3.7377,17,-1.1546,39,0.13333,71,1.13265,35,-0.0595,43,0.30702
ENSG00000065978,YBX1,196,0.37695,58,-1.5283,66,-1.5936,144,-0.1316,491,2.10235,158,0.02301
ENSG00000117394,SLC2A1,3,-5.4833,97,-0.3723,70,-1.0874,195,0.77917,448,2.44490,75,-0.8469
ENSG00000117395,EBNA1BP2,3,-3.6113,18,-0.9365,47,0.81697,23,-0.5829,52,0.73190,32,-0.0927
ENSG00000179178,TMEM125,3,-3.8508,9,-2.1711,15,-1.7972,18,-1.2401,45,0.21140,118,2.77688
ENSG00000066322,ELOVL1,8,-3.7921,24,-2.2499,27,-2.3837,48,-1.2206,144,0.51615,322,2.86480
ENSG00000178922,HYI,190,2.21870,26,-1.2258,37,-0.8710,39,-0.6209,72,0.36709,39,-0.6642
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,121,-0.2884,139,-0.0010,66,-1.1652,64,-1.3273
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,41,0.53567,60,1.04388,47,0.61211,16,-1.1668
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,84,-0.2664,115,0.31185,73,-0.4144,179,1.32964
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,469,1.46838,142,-1.0065,130,-1.1420,175,-0.7538
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,88,1.30512,33,-0.7118,17,-1.6944,45,-0.2727
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,91,1.06320,20,-1.6421,42,-0.5238,32,-1.0351
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,229,0.82905,157,-0.0499,107,-0.6668,87,-1.0850
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,114,-0.0192,70,-0.7841,84,-0.4987,145,0.45499
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,465,-1.7220,909,-0.4168,2859,1.55914,1868,0.92636
ENSG00000126088,UROD,107,0.98072,25,-1.3246,45,-0.5621,114,1.09301,51,-0.2700,53,-0.2182
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,315,-0.6512,560,0.41662,361,-0.2998,410,-0.1057
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,24,-0.8997,47,0.36001,61,0.79955,65,1.13009
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,20,-1.0885,48,0.45869,75,1.24996,57,0.93042
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,33,-0.3438,26,-0.6415,59,0.65900,51,0.48107
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,92,0.56936,77,0.11606,29,-1.4271,108,0.80496
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,72,0.01797,39,-0.9628,75,0.07003,49,-0.6523
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,378,0.71538,315,0.19567,338,0.31185,255,-0.1689
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,56,0.76210,2,-4.4383,22,-0.9520,72,1.18115
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,55,1.99989,14,-1.0098,27,0.01609,8,-1.9928
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,115,0.18241,222,1.27871,52,-1.1057,91,-0.2756
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,94,-0.3127,102,-0.1068,217,1.17945,162,0.77677
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,119,0.67009,84,-0.1000,89,0.00165,109,0.38694
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,215,2.24085,14,-3.0165,7,-3.9956,8,-3.8731
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,25,-0.1796,22,-0.3351,56,1.24523,36,0.55959
