Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,17,-0.4119,18,-0.2726,32,0.83923
ENSG00000188976,NOC2L,47,-0.4397,59,0.15959,69,0.42950
ENSG00000188290,HES4,65,0.13684,61,-0.0528,57,-0.1493
ENSG00000187608,ISG15,63,0.09015,56,-0.1821,65,0.09030
ENSG00000188157,AGRN,38,0.14651,34,-0.1068,35,-0.0924
ENSG00000078808,SDF4,70,-0.4345,83,0.02481,111,0.57321
ENSG00000176022,B3GALT6,25,-0.3381,32,0.24150,32,0.19123
ENSG00000160087,UBE2J2,41,-0.0833,37,-0.2595,52,0.42128
ENSG00000131584,ACAP3,124,-0.1440,110,-0.3430,179,0.58248
ENSG00000127054,INTS11,46,-0.9215,78,0.33316,101,0.80410
ENSG00000224051,CPTP,18,-0.9319,31,0.36482,40,0.78088
ENSG00000107404,DVL1,69,-0.2171,69,-0.1557,97,0.48891
ENSG00000175756,AURKAIP1,126,0.19640,108,-0.1735,112,-0.0857
ENSG00000221978,CCNL2,42,-0.6051,79,0.88211,43,-0.3704
ENSG00000242485,MRPL20,160,-0.1424,171,0.04390,183,0.15911
ENSG00000179403,VWA1,27,0.30139,16,-0.8023,30,0.42036
ENSG00000197785,ATAD3A,17,-0.0378,18,0.06493,17,-0.0270
ENSG00000205090,TMEM240,38,-0.0711,43,0.21188,35,-0.1816
ENSG00000160075,SSU72,167,-0.3368,221,0.33547,196,0.06351
ENSG00000228594,FNDC10,45,-0.0165,40,-0.2876,56,0.36065
ENSG00000272106,AL691432.2,22,-0.4778,24,-0.2149,42,0.86178
ENSG00000197530,MIB2,51,0.20521,38,-0.4381,53,0.20904
ENSG00000189339,SLC35E2B,24,0.18686,23,0.08411,17,-0.4436
ENSG00000215790,SLC35E2A,26,-0.3338,33,0.26156,32,0.15883
ENSG00000008130,NADK,20,-0.5319,20,-0.4758,45,1.14216
ENSG00000078369,GNB1,478,-0.1268,548,0.19390,483,-0.0639
ENSG00000187730,GABRD,136,-0.6257,219,0.51241,197,0.23530
ENSG00000067606,PRKCZ,224,0.09058,224,0.06228,190,-0.2353
ENSG00000162585,FAAP20,48,0.36970,37,-0.2835,37,-0.2283
ENSG00000157933,SKI,27,-0.4514,32,-0.0200,46,0.64100
ENSG00000157916,RER1,50,-0.3968,65,0.24873,67,0.26444
ENSG00000157911,PEX10,28,-0.0701,20,-0.7306,44,0.82467
ENSG00000149527,PLCH2,32,0.09753,36,0.33957,20,-0.7236
ENSG00000157881,PANK4,17,-0.3529,17,-0.1793,27,0.68219
ENSG00000157870,PRXL2B,52,-0.3968,57,-0.0875,84,0.64408
ENSG00000177133,PRDM16-DT,25,-0.1090,18,-0.6906,40,0.83935
ENSG00000158109,TPRG1L,181,-0.3736,252,0.42099,207,-0.0018
ENSG00000116213,WRAP73,10,-0.7361,17,0.58807,16,0.28147
ENSG00000130764,LRRC47,49,-0.8296,101,0.86404,69,0.01540
ENSG00000196581,AJAP1,35,-0.3916,42,0.09284,51,0.44388
ENSG00000069424,KCNAB2,293,0.15183,241,-0.2907,299,0.12538
ENSG00000116254,CHD5,137,-0.1895,156,0.12194,158,0.12956
ENSG00000116251,RPL22,610,0.70008,375,-0.5325,376,-0.4750
ENSG00000116237,ICMT,25,-0.6158,34,0.19183,44,0.61216
ENSG00000158292,GPR153,15,-0.1581,15,-0.0754,19,0.32315
ENSG00000097021,ACOT7,232,-0.6236,425,0.82413,258,-0.2370
ENSG00000215788,TNFRSF25,14,-1.3130,27,0.17877,48,1.33269
ENSG00000171680,PLEKHG5,32,-0.4601,37,-0.0208,53,0.65241
ENSG00000162408,NOL9,28,-0.1734,35,0.30804,28,-0.1548
ENSG00000162413,KLHL21,26,-0.5330,31,-0.0418,48,0.75956
ENSG00000116273,PHF13,10,-0.9441,19,0.45956,23,0.68855
ENSG00000041988,THAP3,20,0.10215,22,0.27382,14,-0.6069
ENSG00000007923,DNAJC11,35,-0.0171,34,-0.1018,39,0.15363
ENSG00000171735,CAMTA1,174,-0.2827,230,0.37704,185,-0.0799
ENSG00000049245,VAMP3,22,0.21382,17,-0.3697,22,0.12262
ENSG00000049246,PER3,19,-1.1449,42,0.67162,44,0.65821
ENSG00000116288,PARK7,373,-0.2628,406,-0.0184,509,0.40033
ENSG00000116285,ERRFI1,15,-0.2239,21,0.49891,13,-0.3759
ENSG00000162426,SLC45A1,33,-0.3318,47,0.52606,32,-0.2308
ENSG00000142599,RERE,75,-0.8103,137,0.60623,126,0.35293
ENSG00000074800,ENO1,295,-0.3928,365,0.14063,421,0.39030
ENSG00000171612,SLC25A33,28,-0.2143,35,0.30479,28,-0.0832
ENSG00000171603,CLSTN1,584,-0.6916,1061,0.73675,768,0.00876
ENSG00000178585,CTNNBIP1,27,0.06942,34,0.55349,13,-1.1405
ENSG00000162441,LZIC,26,-0.4036,39,0.53813,28,-0.1307
ENSG00000130939,UBE4B,30,-0.2484,46,0.69651,22,-0.7036
ENSG00000054523,KIF1B,223,-0.2093,278,0.30477,229,-0.0912
ENSG00000142657,PGD,41,-0.4380,67,0.68247,41,-0.3099
ENSG00000241563,CORT,45,0.09101,61,0.74493,14,-1.8176
ENSG00000160049,DFFA,33,0.16842,31,0.04487,25,-0.3469
ENSG00000142655,PEX14,18,-0.8245,29,0.23435,39,0.80453
ENSG00000120948,TARDBP,45,-1.0204,93,0.69597,88,0.49116
ENSG00000116649,SRM,97,-0.2062,103,-0.0214,125,0.32751
ENSG00000171824,EXOSC10,23,0.05079,25,0.19774,18,-0.3746
ENSG00000198793,MTOR,38,-0.1749,52,0.50947,31,-0.4871
ENSG00000116661,FBXO2,280,0.33532,215,-0.3104,233,-0.1362
ENSG00000132879,FBXO44,146,-0.5566,214,0.35922,217,0.34140
ENSG00000116670,MAD2L2,25,-0.1567,21,-0.3837,37,0.63662
ENSG00000177000,MTHFR,17,-0.3866,21,0.16293,24,0.35564
ENSG00000011021,CLCN6,38,-0.6312,69,0.79498,44,-0.1758
ENSG00000116685,KIAA2013,21,-1.0572,45,0.74367,41,0.47310
ENSG00000083444,PLOD1,20,-0.8615,39,0.68792,33,0.30986
ENSG00000116688,MFN2,67,-0.4787,101,0.50356,82,0.03806
ENSG00000116691,MIIP,13,-0.8405,24,0.55037,23,0.46137
ENSG00000048707,VPS13D,39,-0.3538,54,0.44724,42,-0.0713
ENSG00000162496,DHRS3,19,-0.0012,13,-0.7511,29,0.75872
ENSG00000116731,PRDM2,61,-0.3220,81,0.32882,71,0.05049
ENSG00000189337,KAZN,30,-0.2297,44,0.60787,24,-0.5640
ENSG00000142634,EFHD2,80,-0.0495,127,1.00687,18,-2.3785
ENSG00000116138,DNAJC16,13,-1.3357,32,0.74580,34,0.76439
ENSG00000197312,DDI2,15,-0.6032,26,0.64455,19,0.01662
ENSG00000116786,PLEKHM2,114,0.30490,89,-0.2958,97,-0.1052
ENSG00000065526,SPEN,29,-0.0337,28,-0.0908,32,0.16483
ENSG00000116809,ZBTB17,16,-0.3733,17,-0.1093,25,0.63749
ENSG00000037637,FBXO42,13,-0.5384,17,0.19326,21,0.51622
ENSG00000055070,SZRD1,26,0.11387,18,-0.5587,32,0.45244
ENSG00000159363,ATP13A2,141,-0.1035,170,0.31513,124,-0.2859
ENSG00000117118,SDHB,77,-0.2071,92,0.21236,85,0.03627
ENSG00000117115,PADI2,33,0.60874,18,-0.7619,27,-0.0518
ENSG00000117154,IGSF21,56,-0.3595,89,0.75287,45,-0.5876
ENSG00000159423,ALDH4A1,33,0.01396,19,-1.0621,54,0.96052
ENSG00000127463,EMC1,23,-0.4289,36,0.60518,25,-0.1960
ENSG00000053372,MRTO4,30,-0.3245,36,0.10998,41,0.33503
ENSG00000053371,AKR7A2,45,0.30341,33,-0.4294,42,0.05537
ENSG00000077549,CAPZB,163,-0.3031,215,0.35312,181,-0.0128
ENSG00000173436,MICOS10,342,0.27987,291,-0.1401,267,-0.2707
ENSG00000158747,NBL1,185,-0.2287,205,0.03235,237,0.29580
ENSG00000169914,OTUD3,14,-0.0075,18,0.43173,9,-0.6798
ENSG00000162545,CAMK2N1,1662,-0.0755,1193,-0.6911,2589,0.80037
ENSG00000090432,MUL1,16,-0.4859,26,0.62706,18,-0.1379
ENSG00000158828,PINK1,419,0.07544,440,0.15860,333,-0.3566
ENSG00000244038,DDOST,19,-0.4888,30,0.63376,21,-0.1438
ENSG00000117245,KIF17,15,-0.2029,22,0.69450,10,-0.7997
ENSG00000189410,SH2D5,20,-0.8656,33,0.28689,44,0.79347
ENSG00000127483,HP1BP3,123,-0.4760,164,0.22173,183,0.40364
ENSG00000075151,EIF4G3,99,-0.5238,162,0.66114,112,-0.1311
ENSG00000117298,ECE1,13,-0.6531,14,-0.2984,30,1.12502
ENSG00000076864,RAP1GAP,107,-0.5638,196,0.87982,103,-0.4405
ENSG00000090686,USP48,34,-0.4722,56,0.72523,34,-0.3245
ENSG00000070831,CDC42,142,-0.4244,212,0.53316,158,-0.0896
ENSG00000173369,C1QB,23,0.58034,7,-1.7556,28,0.69523
ENSG00000004487,KDM1A,45,-0.4523,61,0.28028,63,0.30078
ENSG00000169641,LUZP1,35,-0.3202,51,0.54819,34,-0.2874
ENSG00000125944,HNRNPR,83,-0.5971,134,0.54481,114,0.15154
ENSG00000125945,ZNF436,11,-1.2639,26,0.57318,31,0.89030
ENSG00000117318,ID3,26,2.42145,5,-1.8607,4,-2.1953
ENSG00000142676,RPL11,492,0.58989,311,-0.5349,350,-0.2783
ENSG00000057757,PITHD1,137,-0.7535,283,0.99927,153,-0.3259
ENSG00000011009,LYPLA2,34,-0.2980,44,0.32937,38,0.01304
ENSG00000117308,GALE,19,-0.1463,19,-0.1122,24,0.34816
ENSG00000117305,HMGCL,16,-0.3305,18,0.06510,22,0.39545
ENSG00000189266,PNRC2,34,-0.5692,38,-0.1867,68,0.93799
ENSG00000188529,SRSF10,39,-0.4101,59,0.55846,42,-0.1521
ENSG00000001461,NIPAL3,51,-0.0747,69,0.60836,31,-0.9050
ENSG00000133226,SRRM1,41,-0.2223,40,-0.2284,61,0.56965
ENSG00000117614,SYF2,55,0.07459,39,-0.5854,71,0.52758
ENSG00000117616,RSRP1,27,-0.9392,51,0.59176,52,0.52690
ENSG00000183726,TMEM50A,54,-0.9480,95,0.37435,120,0.78781
ENSG00000204178,MACO1,24,-0.3035,30,0.23671,29,0.14754
ENSG00000117643,MAN1C1,31,-0.8929,48,0.15142,74,0.96189
ENSG00000162430,SELENON,34,-0.2744,35,-0.0973,49,0.50135
ENSG00000117640,MTFR1L,61,-0.1063,66,0.07003,66,0.07223
ENSG00000117632,STMN1,1188,-0.4165,1863,0.65454,1171,-0.2995
ENSG00000158008,EXTL1,47,-0.1075,55,0.24541,44,-0.1707
ENSG00000142684,ZNF593,36,0.28872,28,-0.2985,31,-0.0757
ENSG00000142669,SH3BGRL3,241,0.39025,212,7.66294,141,-0.7073
ENSG00000158062,UBXN11,36,0.59226,23,-0.4620,24,-0.3763
ENSG00000117682,DHDDS,17,0.26525,15,-0.0129,12,-0.4352
ENSG00000198830,HMGN2,123,-0.1492,126,-0.0661,153,0.30027
ENSG00000117713,ARID1A,52,-0.2841,57,0.00467,71,0.40267
ENSG00000204160,ZDHHC18,20,-0.5943,29,0.34060,31,0.41330
ENSG00000142751,GPN2,15,-0.1086,18,0.24449,14,-0.1674
ENSG00000090273,NUDC,186,-0.3278,219,0.08733,256,0.36612
ENSG00000253368,TRNP1,67,0.00459,80,0.35824,49,-0.5642
ENSG00000090020,SLC9A1,17,-0.8713,31,0.48442,34,0.57764
ENSG00000142784,WDTC1,42,0.39650,28,-0.5165,37,0.01069
ENSG00000186501,TMEM222,56,-0.4534,74,0.21439,82,0.38283
ENSG00000158195,WASF2,20,-0.1053,14,-0.7859,34,0.90698
ENSG00000126705,AHDC1,38,-0.5307,55,0.35955,55,0.30658
ENSG00000126709,IFI6,93,-0.2668,132,0.55343,82,-0.3922
ENSG00000009780,FAM76A,17,-0.1618,22,0.39901,15,-0.3190
ENSG00000117758,STX12,69,-0.6158,126,0.81668,76,-0.2373
ENSG00000117751,PPP1R8,14,-1.1466,30,0.56732,35,0.78076
ENSG00000117748,RPA2,38,-0.5779,70,0.90697,36,-0.4657
ENSG00000126698,DNAJC8,104,-0.1918,117,0.10752,121,0.15128
ENSG00000130770,ATP5IF1,540,0.21158,470,-0.1358,459,-0.1605
ENSG00000180098,TRNAU1AP,19,-0.3526,17,-0.4920,35,0.96038
ENSG00000198492,YTHDF2,45,-0.9260,95,0.83195,73,0.19434
ENSG00000116350,SRSF4,30,-0.7800,62,0.93691,38,-0.1751
ENSG00000116353,MECR,27,-0.0763,32,0.29144,24,-0.2960
ENSG00000162511,LAPTM5,22,-0.0028,11,-1.1824,38,1.05373
ENSG00000162512,SDC3,104,-0.3337,112,-0.1062,161,0.58554
ENSG00000134644,PUM1,94,-0.8620,193,0.84364,140,0.09151
ENSG00000060688,SNRNP40,13,-0.4038,21,0.72568,11,-0.4493
ENSG00000121766,ZCCHC17,115,-0.2005,130,0.10532,135,0.16686
ENSG00000121769,FABP3,104,-0.3820,164,0.68897,94,-0.4225
ENSG00000162517,PEF1,67,-0.7941,122,0.62875,108,0.30268
ENSG00000084636,COL16A1,24,-0.3076,30,0.29294,28,0.07824
ENSG00000121753,ADGRB2,206,-0.5363,276,0.18503,334,0.52292
ENSG00000184007,PTP4A2,115,-0.1440,155,0.53449,86,-0.5957
ENSG00000121774,KHDRBS1,100,-0.2973,106,-0.1200,151,0.55424
ENSG00000121775,TMEM39B,11,-0.9451,21,0.54539,23,0.58962
ENSG00000025800,KPNA6,38,-0.5323,72,0.97780,31,-0.6983
ENSG00000084652,TXLNA,14,-0.9586,26,0.50134,29,0.65658
ENSG00000160050,CCDC28B,20,0.00944,19,-0.0667,21,0.07099
ENSG00000084623,EIF3I,90,-0.4441,123,0.32739,120,0.22943
ENSG00000175130,MARCKSL1,207,0.23699,147,-0.5155,219,0.24352
ENSG00000160058,BSDC1,57,-0.3145,76,0.37819,62,-0.0313
ENSG00000176261,ZBTB8OS,37,0.33319,28,-0.3539,32,-0.0788
ENSG00000162521,RBBP4,67,-0.6054,102,0.38234,104,0.37628
ENSG00000162522,KIAA1522,33,0.31805,23,-0.5292,32,0.14139
ENSG00000134684,YARS,77,-0.5204,127,0.66772,86,-0.1472
ENSG00000160097,FNDC5,22,-0.6780,42,0.82261,27,-0.1468
ENSG00000121905,HPCA,302,0.06712,318,0.15857,243,-0.3414
ENSG00000121900,TMEM54,78,0.23403,73,0.03198,56,-0.4482
ENSG00000116514,RNF19B,22,-0.2386,24,-0.0379,30,0.38989
ENSG00000004455,AK2,21,0.47709,16,-0.2531,13,-0.4624
ENSG00000142920,AZIN2,23,-0.4659,34,0.46959,29,0.06766
ENSG00000160094,ZNF362,18,-0.3691,24,0.33731,22,0.10896
ENSG00000134686,PHC2,50,-0.2873,65,0.34266,54,-0.0223
ENSG00000163866,SMIM12,44,-0.6012,71,0.54204,60,0.16106
ENSG00000116544,DLGAP3,67,-0.1144,45,-0.8255,115,0.94614
ENSG00000116560,SFPQ,121,-0.2330,139,0.11948,147,0.19598
ENSG00000146463,ZMYM4,29,-0.1851,38,0.48636,24,-0.4260
ENSG00000142687,KIAA0319L,59,-0.1254,65,0.12112,63,0.03399
ENSG00000020129,NCDN,573,-0.7815,853,0.19174,1182,0.80216
ENSG00000126067,PSMB2,83,-0.6339,123,0.30347,140,0.50726
ENSG00000142686,C1orf216,75,-0.7472,124,0.44960,130,0.47191
ENSG00000092847,AGO1,24,-0.2891,31,0.31684,27,0.01703
ENSG00000126070,AGO3,16,-0.0903,21,0.59611,10,-0.8405
ENSG00000116863,ADPRHL2,17,-0.6153,28,0.54742,24,0.17329
ENSG00000054116,TRAPPC3,53,-0.2092,55,-0.0955,72,0.41442
ENSG00000116871,MAP7D1,181,-0.0826,173,-0.1514,219,0.30429
ENSG00000054118,THRAP3,58,-0.1813,60,-0.0910,76,0.37214
ENSG00000196182,STK40,16,0.02763,19,0.37361,11,-0.6406
ENSG00000181817,LSM10,36,-0.0819,45,0.40851,28,-0.4843
ENSG00000116885,OSCP1,14,-0.5877,21,0.32828,23,0.41978
ENSG00000116898,MRPS15,48,0.09345,47,0.01453,42,-0.1711
ENSG00000163873,GRIK3,15,-0.5639,35,1.51552,4,-2.3781
ENSG00000163875,MEAF6,82,-0.4247,129,0.65091,82,-0.2791
ENSG00000183317,EPHA10,14,-0.5559,19,0.20320,23,0.52666
ENSG00000185090,MANEAL,28,-0.7661,43,0.23777,57,0.73629
ENSG00000197982,C1orf122,241,0.59430,163,-0.3998,153,-0.4658
ENSG00000183431,SF3A3,26,-0.7335,41,0.39809,45,0.51723
ENSG00000183520,UTP11,24,-0.4838,34,0.30652,34,0.31045
ENSG00000116954,RRAGC,27,-0.5733,40,0.39362,40,0.32009
ENSG00000174574,AKIRIN1,58,-0.5012,92,0.61997,66,-0.1023
ENSG00000168653,NDUFS5,702,0.04559,670,-0.0625,695,0.01013
ENSG00000127603,MACF1,82,-0.3553,115,0.44970,90,-0.0727
ENSG00000090621,PABPC4,50,0.11656,46,-0.1088,47,-0.0417
ENSG00000116983,HPCAL4,332,-0.2461,337,-0.1487,479,0.51894
ENSG00000084072,PPIE,38,-0.0271,42,0.22002,33,-0.2698
ENSG00000131236,CAP1,101,-0.6193,157,0.44446,152,0.31593
ENSG00000131238,PPT1,99,-0.3019,126,0.27818,116,0.08982
ENSG00000259943,AL050341.2,13,-0.8352,25,0.62844,23,0.35538
ENSG00000084073,ZMPSTE24,17,-0.9414,36,0.78053,30,0.28560
ENSG00000084070,SMAP2,104,-0.5336,154,0.40083,147,0.25739
ENSG00000117016,RIMS3,140,-0.1666,193,0.58320,102,-0.6450
ENSG00000066136,NFYC,33,-0.6031,55,0.57969,45,0.11097
ENSG00000179862,CITED4,23,-0.2982,31,0.37372,25,-0.0505
ENSG00000171793,CTPS1,12,-0.5566,15,0.08658,21,0.65551
ENSG00000127124,HIVEP3,18,-0.3689,25,0.39295,21,0.03115
ENSG00000198815,FOXJ3,39,-0.7202,63,0.44631,65,0.44267
ENSG00000177181,RIMKLA,28,0.05418,34,0.47202,16,-0.9049
ENSG00000127125,PPCS,55,-0.2349,60,-0.0045,72,0.34727
ENSG00000171960,PPIH,17,0.27743,17,0.16474,10,-0.7739
ENSG00000065978,YBX1,82,0.58705,46,-0.7513,67,-0.0296
ENSG00000164008,C1orf50,20,-0.0604,22,0.22025,18,-0.2125
ENSG00000177868,SVBP,36,0.19158,34,-0.0043,28,-0.3134
ENSG00000117394,SLC2A1,40,0.15701,31,-0.3922,43,0.22942
ENSG00000117395,EBNA1BP2,83,-0.1822,77,-0.2670,119,0.55715
ENSG00000066322,ELOVL1,19,0.65224,8,-1.2525,19,0.30851
ENSG00000159479,MED8,14,-0.7041,18,-0.0371,31,0.94580
ENSG00000178922,HYI,24,0.37003,15,-0.6732,24,0.21077
ENSG00000142949,PTPRF,110,-0.4801,139,0.10999,175,0.53708
ENSG00000066135,KDM4A,11,-0.6417,16,0.22267,20,0.60896
ENSG00000126091,ST3GAL3,36,-0.5612,44,-0.0237,66,0.77414
ENSG00000117408,IPO13,50,-0.1106,38,-0.6201,79,0.78534
ENSG00000117410,ATP6V0B,285,-0.9449,611,0.87182,456,0.16208
ENSG00000117411,B4GALT2,73,0.03538,72,-0.0101,70,-0.0423
ENSG00000159214,CCDC24,23,-0.0256,23,0.02130,23,0.01199
ENSG00000178028,DMAP1,48,-0.3778,64,0.30265,61,0.16813
ENSG00000117419,ERI3,144,-0.4876,229,0.61651,162,-0.1184
ENSG00000187147,RNF220,87,-0.6078,153,0.73155,104,-0.1103
ENSG00000126106,TMEM53,13,-0.1994,13,-0.2809,20,0.59231
ENSG00000142937,RPS8,1049,0.54007,720,-0.4084,723,-0.3561
ENSG00000070785,EIF2B3,20,-0.6470,36,0.77640,24,-0.1205
ENSG00000126107,HECTD3,13,-0.5884,24,0.95616,12,-0.5415
ENSG00000126088,UROD,70,-0.2541,86,0.22215,81,0.09396
ENSG00000117450,PRDX1,279,-0.2119,275,-0.1775,394,0.50488
ENSG00000117448,AKR1A1,41,-0.3342,46,0.00520,59,0.46763
ENSG00000132780,NASP,29,0.25262,26,-0.0345,21,-0.3779
ENSG00000159592,GPBP1L1,29,-0.0467,32,0.17946,26,-0.1744
ENSG00000159596,TMEM69,8,-1.5544,24,0.95388,23,0.72504
ENSG00000086015,MAST2,26,-0.1470,28,0.10309,28,0.09057
ENSG00000117461,PIK3R3,19,-0.1822,21,0.02464,23,0.23994
ENSG00000085998,POMGNT1,48,-0.4635,58,0.01686,80,0.61720
ENSG00000132128,LRRC41,40,-0.5059,62,0.51413,50,0.06329
ENSG00000173660,UQCRH,586,0.15423,585,0.10434,439,-0.4150
ENSG00000117480,FAAH,32,-0.5522,43,0.17990,53,0.54838
ENSG00000079277,MKNK1,16,-0.8197,23,0.05859,37,0.97672
ENSG00000123472,ATPAF1,118,-0.1341,147,0.36884,103,-0.3188
ENSG00000159658,EFCAB14,45,0.04327,42,-0.0774,45,0.03267
ENSG00000186377,CYP4X1,16,-0.9617,37,1.02597,23,-0.0479
ENSG00000162368,CMPK1,68,-0.3274,103,0.66166,58,-0.4747
ENSG00000162373,BEND5,22,-0.2110,38,1.02212,8,-1.7063
ENSG00000162374,ELAVL4,119,-0.4124,226,1.14856,58,-1.4510
ENSG00000185104,FAF1,29,-0.4734,41,0.31519,41,0.28537
ENSG00000123091,RNF11,325,-0.5059,534,0.68426,352,-0.1976
ENSG00000085832,EPS15,134,-0.1409,190,0.66237,85,-0.8710
ENSG00000078618,NRDC,50,-0.5433,76,0.43250,70,0.22908
ENSG00000169213,RAB3B,40,-0.1714,70,1.18216,7,-2.7162
ENSG00000117862,TXNDC12,27,-0.2718,31,0.03500,37,0.35160
ENSG00000134717,BTF3L4,53,-0.6068,96,0.81281,58,-0.2457
ENSG00000157077,ZFYVE9,29,-0.1059,29,-0.0265,33,0.19254
ENSG00000134748,PRPF38A,22,0.29271,19,-0.1250,17,-0.3149
ENSG00000134744,TUT4,14,-0.7439,20,0.01923,32,0.93450
ENSG00000162377,COA7,12,-0.5859,19,0.50475,17,0.19093
ENSG00000162378,ZYG11B,118,-0.3914,172,0.49153,131,-0.0786
ENSG00000116171,SCP2,66,-0.3942,85,0.24067,88,0.27091
ENSG00000162384,CZIB,56,-0.1283,68,0.31065,51,-0.2353
ENSG00000162385,MAGOH,27,-0.5421,45,0.61980,33,-0.0382
ENSG00000157193,LRP8,19,-0.9421,44,1.01292,28,-0.0553
ENSG00000058799,YIPF1,15,-0.5453,24,0.51689,20,0.11679
ENSG00000081870,HSPB11,35,-0.1088,36,-0.0082,40,0.17438
ENSG00000116209,TMEM59,151,-0.4993,222,0.42813,200,0.17345
ENSG00000116221,MRPL37,51,-0.3978,68,0.30908,65,0.18817
ENSG00000157216,SSBP3,165,-0.1646,219,0.49249,133,-0.4761
ENSG00000243725,TTC4,13,-0.5625,21,0.55275,17,0.09085
ENSG00000116133,DHCR24,93,-0.8577,188,0.81202,141,0.13204
ENSG00000162402,USP24,23,-0.3175,27,0.06792,32,0.37491
ENSG00000162407,PLPP3,112,-0.1813,33,-2.2298,269,1.69687
ENSG00000162409,PRKAA2,31,-0.7856,55,0.56825,52,0.37099
ENSG00000162601,MYSM1,14,-1.2071,39,1.18669,24,0.03545
ENSG00000177606,JUN,61,-0.8524,66,-0.4997,176,1.48061
ENSG00000134709,HOOK1,15,-1.1264,35,0.76796,33,0.52052
ENSG00000162599,NFIA,69,0.28956,38,-0.9504,84,0.55388
ENSG00000162604,TM2D1,47,-0.5689,77,0.61908,59,0.00343
ENSG00000162607,USP1,18,-0.8665,35,0.74913,28,0.23294
ENSG00000116641,DOCK7,22,-0.3823,25,-0.0349,35,0.57185
ENSG00000125703,ATG4C,12,-0.5836,22,0.91257,11,-0.4658
ENSG00000079739,PGM1,26,-0.5130,39,0.41764,36,0.20682
ENSG00000158966,CACHD1,24,-0.2283,25,-0.0833,33,0.42645
ENSG00000162437,RAVER2,13,-0.3373,15,0.16965,17,0.28051
ENSG00000162434,JAK1,43,-0.7673,80,0.69508,64,0.17644
ENSG00000162433,AK4,51,-0.4291,68,0.26863,70,0.28373
ENSG00000116675,DNAJC6,258,-0.5800,487,0.95537,233,-0.5561
ENSG00000213625,LEPROT,22,0.13454,14,-0.7329,29,0.57754
ENSG00000184588,PDE4B,30,-0.5970,42,0.22288,51,0.55475
ENSG00000118473,SGIP1,65,-0.6205,107,0.57444,89,0.14300
ENSG00000198160,MIER1,21,-0.2780,26,0.27397,24,0.05972
ENSG00000142864,SERBP1,95,-0.3251,129,0.39383,105,-0.0376
ENSG00000116717,GADD45A,18,0.13439,23,0.67988,6,-1.7396
ENSG00000172380,GNG12,16,0.35358,8,-0.8989,18,0.43156
ENSG00000116729,WLS,43,-0.6922,56,0.02289,88,0.87505
ENSG00000033122,LRRC7,44,-0.6693,74,0.55635,65,0.23523
ENSG00000066557,LRRC40,12,-1.2830,29,0.71401,32,0.74966
ENSG00000116754,SRSF11,113,-0.1051,119,0.02969,126,0.12199
ENSG00000118454,ANKRD13C,17,-0.9581,33,0.57083,35,0.57395
ENSG00000050628,PTGER3,13,-0.6241,15,-0.1810,28,0.99247
ENSG00000132485,ZRANB2,70,-0.4695,103,0.46734,87,0.07617
ENSG00000172260,NEGR1,179,-0.1785,245,0.54925,139,-0.5543
ENSG00000178965,ERICH3,47,-0.9772,88,0.46481,103,0.71866
ENSG00000162623,TYW3,23,0.05443,26,0.31211,16,-0.5800
ENSG00000117054,ACADM,33,-0.4190,44,0.24803,46,0.29568
ENSG00000137955,RABGGTB,38,0.14456,42,0.29667,23,-0.7412
ENSG00000117069,ST6GALNAC5,36,-1.0905,86,0.93914,65,0.25179
ENSG00000142892,PIGK,18,-1.2575,49,1.04496,36,0.30361
ENSG00000154027,AK5,293,-0.8885,613,0.87886,435,0.07571
ENSG00000036549,AC118549.1,17,-0.2833,24,0.56283,15,-0.3784
ENSG00000077254,USP33,60,-1.1100,142,0.92121,112,0.30041
ENSG00000180488,MIGA1,57,-0.6395,99,0.67420,74,0.02607
ENSG00000162613,FUBP1,42,-0.3853,54,0.22386,57,0.27965
ENSG00000162616,DNAJB4,22,-0.4538,34,0.60790,24,-0.1593
ENSG00000117114,ADGRL2,24,-1.1099,59,1.05331,40,0.11144
ENSG00000137941,TTLL7,95,-0.5229,156,0.66818,106,-0.1439
ENSG00000142875,PRKACB,317,-0.6410,512,0.50907,467,0.26038
ENSG00000117133,RPF1,21,-0.4864,33,0.51856,26,0.02791
ENSG00000174021,GNG5,58,0.87196,15,-1.9490,57,0.44134
ENSG00000117155,SSX2IP,79,-0.7579,154,0.84675,103,-0.0628
ENSG00000162642,C1orf52,38,-0.7517,72,0.73869,54,0.09238
ENSG00000153904,DDAH1,194,-0.3928,241,0.14315,277,0.38730
ENSG00000117174,ZNHIT6,21,-0.3226,27,0.23540,27,0.17682
ENSG00000122417,ODF2L,25,-0.6939,50,1.01284,25,-0.4550
ENSG00000097033,SH3GLB1,28,-0.1632,28,-0.1217,36,0.38155
ENSG00000183291,SELENOF,80,-0.6655,133,0.54920,118,0.23972
ENSG00000153936,HS2ST1,28,-0.7363,40,0.09262,59,0.85411
ENSG00000143013,LMO4,524,-0.4227,948,1.00956,336,-1.0229
ENSG00000137947,GTF2B,25,-0.0851,27,0.05930,27,0.05393
ENSG00000137944,KYAT3,16,-0.5770,29,0.88611,15,-0.4280
ENSG00000197147,LRRC8B,63,-0.9787,121,0.53654,132,0.63770
