Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000162755,KLHDC9,10,-1.5036,28,0.07723,17,-0.6976,29,0.16885,38,0.57548,32,0.29345,48,0.93903,30,0.20815,22,-0.3099,18,-0.5957
ENSG00000143256,PFDN2,135,-0.1221,251,0.87896,144,-0.0255,142,-0.0417,127,-0.2103,174,0.27780,97,-0.6330,169,0.23140,125,-0.2404,100,-0.5786
ENSG00000158793,NIT1,23,-0.4218,31,0.02444,33,0.16917,39,0.46931,49,0.77956,41,0.49776,19,-0.6651,15,-1.0311,19,-0.6893,19,-0.7159
ENSG00000158796,DEDD,36,0.63237,29,0.30516,24,0.02408,23,-0.0306,41,0.87464,21,-0.2120,13,-0.8702,11,-1.1490,24,0.01194,16,-0.6048
ENSG00000143222,UFC1,96,-0.3562,192,0.73845,86,-0.5770,80,-0.6911,79,-0.6535,181,0.64732,117,-0.0537,203,0.83366,148,0.31699,105,-0.2159
ENSG00000143224,PPOX,24,-0.2794,34,0.27767,30,0.08502,42,0.68924,31,0.11902,31,0.14793,2,-3.6284,40,0.53615,25,-0.2292,12,-1.3219
ENSG00000158850,B4GALT3,17,-1.0456,30,-0.1811,31,-0.1217,41,0.32376,28,-0.2903,70,1.18863,46,0.48311,30,-0.1881,11,-1.6360,29,-0.2240
ENSG00000158859,ADAMTS4,171,6.22062,0,-7.6921,6,-1.4253,0,-6.9010,0,-7.3517,0,-7.5332,0,-6.9185,1,-3.2988,9,-0.9143,0,-9.1187
ENSG00000158864,NDUFS2,163,-0.2120,163,-0.2154,168,-0.1820,341,1.12361,289,0.69894,218,0.24505,29,-2.7533,145,-0.3906,98,-0.9947,120,-0.6829
ENSG00000158869,FCER1G,14,-0.3353,7,-1.4295,7,-1.4578,5,-2.0240,4,-2.0953,13,-0.4449,55,1.90596,39,1.26910,37,1.16826,21,0.26508
ENSG00000158882,TOMM40L,9,-1.6369,53,1.01186,33,0.24460,32,0.19600,55,1.07003,18,-0.7110,16,-0.9088,21,-0.4777,20,-0.5428,20,-0.5196
ENSG00000143252,SDHC,74,-0.7122,102,-0.2316,116,-0.0268,97,-0.3257,147,0.34969,91,-0.3929,218,0.99853,129,0.14146,97,-0.3077,130,0.15679
ENSG00000081721,DUSP12,3,-2.8308,17,-0.4229,19,-0.3277,24,0.07792,21,-0.1247,22,-0.0435,20,-0.2222,69,1.86657,21,-0.1059,15,-0.6449
ENSG00000118217,ATF6,61,1.45206,11,-1.1876,18,-0.5813,28,0.16256,25,-0.0195,36,0.57038,29,0.20731,1,-4.0348,23,-0.1642,26,0.02812
ENSG00000198929,NOS1AP,0,-8.6241,55,0.75299,87,1.85775,33,-0.0588,16,-1.0910,29,-0.2445,10,-1.7904,19,-0.8558,19,-0.8831,21,-0.7005
ENSG00000152332,UHMK1,66,-1.2618,214,0.55651,338,1.56894,146,-0.0542,61,-1.3767,101,-0.6199,74,-1.0935,137,-0.1533,69,-1.1898,122,-0.3353
ENSG00000117143,UAP1,12,-1.6498,30,-0.2346,70,1.30304,39,0.16467,38,0.13505,19,-0.9550,36,0.03385,27,-0.4157,24,-0.5529,18,-0.9920
ENSG00000162733,DDR2,21,0.49062,7,-1.2373,5,-1.8707,3,-2.4653,2,-2.5607,2,-2.7790,76,2.83863,21,0.43651,25,0.73429,19,0.28290
ENSG00000117152,RGS4,7,-4.9660,331,0.69433,304,0.62401,148,-0.6213,620,1.79969,469,1.28844,50,-2.1862,120,-0.8939,42,-2.4536,34,-2.7285
ENSG00000143248,RGS5,33,-1.3982,65,-0.3730,22,-2.0866,36,-1.3201,229,1.72818,48,-0.8276,275,2.07618,136,0.81506,35,-1.2774,50,-0.7707
ENSG00000185630,PBX1,72,-0.5095,110,0.13874,168,0.94533,74,-0.5035,86,-0.2427,48,-1.1260,90,-0.1766,101,0.00712,85,-0.2514,129,0.39652
ENSG00000143171,RXRG,10,-0.4328,21,0.73476,27,1.34921,8,-0.8417,0,-7.0849,0,-3.9425,10,-0.3970,20,0.64338,18,0.47630,9,-0.5147
ENSG00000143198,MGST3,290,-0.8122,899,0.98587,291,-0.8652,471,-0.0692,609,0.34394,789,0.76739,597,0.31273,478,-0.0402,397,-0.3281,303,-0.7435
ENSG00000143149,ALDH9A1,87,0.56686,29,-1.1296,49,-0.3546,51,-0.3067,28,-1.1569,36,-0.8092,86,0.54948,44,-0.4915,113,1.00992,106,0.90636
ENSG00000143183,TMCO1,77,0.27196,32,-1.0707,56,-0.2594,61,-0.1004,85,0.43477,42,-0.6628,144,1.30845,27,-1.3377,63,-0.0383,75,0.21864
ENSG00000143179,UCK2,18,-0.1242,11,-0.7925,15,-0.4479,24,0.33233,32,0.78957,51,1.59319,21,0.13568,2,-2.9525,7,-1.4787,14,-0.5341
ENSG00000188859,FAM78B,6,-1.4238,9,-0.8285,5,-1.8345,40,1.78673,30,1.02063,40,1.50110,0,-6.9264,3,-2.2615,6,-1.4118,8,-0.9700
ENSG00000143157,POGK,58,0.89330,10,-1.7901,24,-0.5163,34,0.03176,72,1.26579,39,0.27265,26,-0.3847,5,-2.6085,39,0.26213,32,-0.0431
ENSG00000152382,TADA1,32,0.26382,22,-0.3499,29,0.12022,28,0.05126,55,1.11563,33,0.30723,14,-1.0012,27,-0.0361,17,-0.6886,13,-1.0947
ENSG00000143195,ILDR2,16,-1.2117,50,0.49637,54,0.69709,33,-0.1758,37,0.02184,14,-1.4648,63,0.88652,22,-0.7926,35,-0.0605,27,-0.4353
ENSG00000143190,POU2F1,18,-0.3320,32,0.54866,29,0.45734,25,0.21305,8,-1.5360,13,-0.8423,11,-1.0895,11,-1.0284,18,-0.2997,49,1.27746
ENSG00000143162,CREG1,58,-0.0057,23,-1.4279,60,0.04190,73,0.37470,66,0.18137,31,-0.9559,104,0.92917,77,0.44071,41,-0.5508,37,-0.6833
ENSG00000197965,MPZL1,31,0.17408,14,-0.9917,27,-0.0578,25,-0.1742,24,-0.2300,24,-0.2052,26,-0.0733,27,-0.0542,50,0.95989,32,0.22751
ENSG00000143158,MPC2,70,-1.2496,160,0.00404,111,-0.5959,243,0.77143,203,0.38710,263,0.80964,126,-0.3687,149,-0.1035,112,-0.5407,118,-0.4607
ENSG00000143164,DCAF6,38,-0.7974,24,-1.4433,94,0.70136,92,0.66195,88,0.51097,104,0.78465,38,-0.7882,29,-1.1668,26,-1.3684,45,-0.5323
ENSG00000143155,TIPRL,23,-1.4598,60,-0.0312,90,0.68115,88,0.64146,55,-0.1658,77,0.36579,36,-0.8046,39,-0.6728,27,-1.2378,63,0.03767
ENSG00000213064,SFT2D2,58,1.13910,11,-1.4828,26,-0.1754,44,0.79179,0,-5.3253,14,-1.0777,35,0.29804,11,-1.4125,40,0.53208,35,0.30133
ENSG00000143153,ATP1B1,657,-1.0023,1131,-0.1701,1328,0.09091,2357,1.17816,2243,0.93655,1498,0.27387,567,-1.2236,568,-1.2203,437,-1.6123,658,-0.9981
ENSG00000143156,NME7,18,-1.1358,30,-0.3654,28,-0.5073,63,0.89506,105,1.66884,62,0.76146,24,-0.7116,4,-3.0950,17,-1.2600,19,-1.0362
ENSG00000117475,BLZF1,13,-0.1584,18,0.31037,13,-0.2194,17,0.28422,7,-0.9940,13,-0.1726,0,-6.6406,30,1.16696,14,-0.0240,19,0.44518
ENSG00000117477,CCDC181,9,-0.7946,5,-1.6063,16,0.01902,32,1.34179,12,-0.4533,9,-0.8648,13,-0.3113,8,-0.9704,18,0.17118,19,0.30608
ENSG00000075945,KIFAP3,72,-1.6109,147,-0.5343,321,0.79828,279,0.53467,334,0.76891,266,0.39789,115,-0.9003,134,-0.6773,87,-1.3247,132,-0.7000
ENSG00000116132,PRRX1,33,1.12413,2,-2.8881,9,-1.0024,2,-2.8095,2,-2.6212,2,-3.0894,70,2.54338,30,0.95011,14,-0.2170,22,0.45091
ENSG00000117523,PRRC2C,60,-0.2846,42,-0.8329,72,-0.0017,74,0.05836,124,0.88249,66,-0.1440,53,-0.4736,33,-1.1655,88,0.32130,105,0.60101
ENSG00000117533,VAMP4,33,-0.3718,38,-0.1654,45,0.12278,58,0.58050,49,0.22455,54,0.39358,35,-0.3072,28,-0.6411,20,-1.1488,43,0.02601
ENSG00000010165,EEF1AKNMT,11,-0.7734,15,-0.2960,16,-0.1411,26,0.66820,20,0.16443,18,-0.0211,30,0.82861,6,-1.6905,18,0.00134,13,-0.4751
ENSG00000197959,DNM3,122,-0.0627,82,-0.6811,114,-0.1929,218,0.99606,295,1.39153,122,-0.0645,47,-1.5055,91,-0.5192,56,-1.2396,48,-1.4638
ENSG00000135845,PIGC,15,-0.1612,6,-1.4252,10,-0.7628,25,0.73816,51,1.92810,11,-0.6239,20,0.31130,8,-1.0693,8,-0.9819,7,-1.2488
ENSG00000094975,SUCO,35,0.31060,13,-1.1946,27,-0.0589,33,0.25438,15,-0.9189,11,-1.3464,49,0.86733,32,0.20154,25,-0.1686,39,0.51081
ENSG00000117592,PRDX6,326,1.19232,141,-0.1743,95,-0.8295,111,-0.5938,143,-0.1511,131,-0.2837,274,0.89618,109,-0.5736,201,0.38516,155,-0.0311
ENSG00000234741,GAS5,225,0.83880,129,-0.0544,82,-0.8188,142,0.09673,68,-1.0356,72,-0.9426,149,0.16434,211,0.72585,208,0.70617,99,-0.4676
ENSG00000185278,ZBTB37,32,1.77407,8,-0.5065,10,-0.0929,9,-0.2491,10,-0.1191,15,0.46176,2,-2.2197,0,-5.9128,9,-0.2245,16,0.57650
ENSG00000135870,RC3H1,9,-0.7848,32,1.24528,16,0.14171,23,0.83345,2,-2.7846,13,-0.1193,10,-0.5842,10,-0.5132,9,-0.7012,12,-0.2988
ENSG00000152061,RABGAP1L,37,-1.3211,111,0.38195,163,1.16193,74,-0.2884,88,0.01254,67,-0.4081,34,-1.4474,97,0.16442,53,-0.7709,90,0.04391
ENSG00000116161,CACYBP,87,-1.4368,384,0.86440,245,0.14825,253,0.20576,359,0.75312,248,0.14917,142,-0.7118,223,-0.0121,139,-0.7435,123,-0.9339
ENSG00000120333,MRPS14,49,0.48017,31,-0.2581,26,-0.5586,31,-0.2531,17,-1.1325,53,0.58870,47,0.40489,52,0.58326,42,0.22005,31,-0.2630
ENSG00000116147,TNR,150,0.57839,65,-0.7288,120,0.24341,92,-0.2179,101,-0.0566,91,-0.2175,38,-1.5353,69,-0.6455,187,0.94018,130,0.34586
ENSG00000143207,COP1,19,-0.8612,28,-0.2734,30,-0.1776,46,0.54796,33,-0.0041,65,1.06961,43,0.39584,11,-1.6800,33,-0.0238,18,-0.9135
ENSG00000152092,ASTN1,69,-0.7417,96,-0.2342,94,-0.2900,158,0.61880,126,0.18451,125,0.17021,143,0.38295,69,-0.7433,96,-0.2399,115,0.04516
ENSG00000198797,BRINP2,17,-1.6074,49,-0.0665,57,0.18573,75,0.70082,78,0.66884,83,0.77600,6,-3.0523,31,-0.7813,43,-0.2568,41,-0.3231
ENSG00000075391,RASAL2,19,-1.0831,49,0.36800,40,0.06719,51,0.47669,47,0.28541,45,0.22027,35,-0.1478,47,0.31372,20,-1.0313,22,-0.8676
ENSG00000116191,RALGPS2,1,-4.0401,19,0.01069,41,1.42420,22,0.23889,2,-3.1939,3,-2.7254,9,-1.0473,49,1.53918,13,-0.5496,8,-1.2268
ENSG00000116199,FAM20B,24,-1.5968,82,0.29369,100,0.68282,79,0.25723,70,0.03278,94,0.50025,65,-0.0728,56,-0.3114,24,-1.5993,48,-0.5452
ENSG00000186283,TOR3A,20,0.14900,10,-0.8766,24,0.51642,19,0.13181,33,0.97261,10,-0.8408,0,-4.8003,12,-0.6588,20,0.17662,23,0.42084
ENSG00000143322,ABL2,17,-1.2611,61,0.68669,53,0.53077,50,0.43538,19,-1.1188,24,-0.7545,27,-0.5762,43,0.14338,25,-0.6655,50,0.36071
ENSG00000057252,SOAT1,12,-0.2298,11,-0.3035,14,0.06569,27,1.27564,8,-0.7838,7,-1.0615,13,-0.0288,4,-1.6154,9,-0.5922,17,0.30099
ENSG00000169905,TOR1AIP2,61,0.00201,31,-1.0315,56,-0.1450,78,0.44194,89,0.61911,64,0.07454,63,0.05608,47,-0.3765,37,-0.7648,69,0.20267
ENSG00000143337,TOR1AIP1,70,0.79677,42,-0.0094,29,-0.6434,31,-0.5003,47,0.17667,15,-1.5332,82,1.06688,28,-0.6122,46,0.14381,57,0.47794
ENSG00000135837,CEP350,38,0.35570,24,-0.3601,21,-0.5880,34,0.22420,12,-1.3498,11,-1.5510,66,1.27824,50,0.79940,29,-0.0457,22,-0.5072
ENSG00000116260,QSOX1,38,-0.5141,39,-0.4922,85,0.83839,45,-0.2851,79,0.62223,34,-0.6805,20,-1.5107,66,0.33471,33,-0.7320,73,0.48611
ENSG00000230124,ACBD6,26,-0.3409,48,0.60099,21,-0.6987,20,-0.7745,58,0.93279,37,0.19415,48,0.61842,42,0.38038,24,-0.4717,26,-0.3731
ENSG00000143324,XPR1,9,-2.1310,36,-0.0042,42,0.23404,44,0.33302,42,0.23043,38,0.05495,29,-0.3669,44,0.29650,17,-1.1410,51,0.53444
ENSG00000135823,STX6,61,0.43357,67,0.58408,68,0.69122,56,0.33929,30,-0.6833,22,-1.1158,15,-1.7089,29,-0.7308,41,-0.2089,44,-0.0850
ENSG00000162783,IER5,7,-1.6119,12,-0.8670,30,0.55920,18,-0.2854,32,0.59329,15,-0.5224,50,1.35926,21,-0.0596,13,-0.7114,14,-0.7004
ENSG00000198216,CACNA1E,2,-5.3886,103,0.01450,128,0.40586,166,0.89059,95,-0.1103,174,0.86705,81,-0.3465,28,-1.9419,65,-0.6895,86,-0.2576
ENSG00000135821,GLUL,1081,0.27334,658,-0.5031,481,-1.0474,580,-0.7490,439,-1.1171,483,-0.9710,1692,1.01226,618,-0.5993,1425,0.72386,2396,1.62925
ENSG00000135829,DHX9,71,-0.1890,67,-0.2705,65,-0.3425,95,0.30291,122,0.67491,77,-0.0549,124,0.70111,70,-0.2025,50,-0.7328,58,-0.4881
ENSG00000157064,NMNAT2,10,-3.5577,141,0.37783,140,0.40485,178,0.85697,194,0.90194,102,-0.1311,67,-0.7791,78,-0.5457,39,-1.5866,68,-0.7508
ENSG00000116698,SMG7,52,-0.0475,30,-0.8646,69,0.44508,64,0.30092,26,-1.1084,37,-0.5614,88,0.80328,40,-0.4618,41,-0.4012,63,0.26011
ENSG00000162704,ARPC5,209,0.55914,132,-0.1689,204,0.58248,169,0.24558,169,0.21774,97,-0.6506,68,-1.1743,147,-0.0046,81,-0.9139,118,-0.3460
ENSG00000143344,RGL1,62,-0.0666,32,-1.0551,76,0.28469,69,0.12677,76,0.27121,75,0.24035,75,0.24060,50,-0.3834,45,-0.5410,67,0.05506
ENSG00000198756,COLGALT2,142,2.25593,27,-0.5683,27,-0.6026,38,-0.0453,35,-0.1491,53,0.50745,23,-0.7855,12,-1.7938,26,-0.5978,17,-1.1937
ENSG00000198860,TSEN15,78,1.27833,56,0.73103,14,-1.4840,35,-0.0281,50,0.53162,35,-0.0185,9,-2.0049,43,0.28352,31,-0.1915,27,-0.4228
ENSG00000116667,C1orf21,26,-1.9016,76,-0.2722,116,0.44004,88,-0.0610,55,-0.7652,108,0.27485,96,0.08778,152,0.82919,100,0.15604,69,-0.4362
ENSG00000116406,EDEM3,52,0.99402,13,-1.1148,44,0.83038,22,-0.3800,31,0.14261,22,-0.3961,6,-2.3149,35,0.36091,20,-0.5406,25,-0.1915
ENSG00000121481,RNF2,11,-1.5187,38,0.41798,45,0.78067,51,1.00742,16,-0.8986,11,-1.4693,13,-1.2242,27,-0.1158,13,-1.1825,31,0.06443
ENSG00000121486,TRMT1L,31,0.66395,20,-0.0713,24,0.28936,40,1.23274,13,-0.6423,6,-1.8677,14,-0.6284,3,-2.5600,9,-1.1696,22,0.11107
ENSG00000116679,IVNS1ABP,129,1.86782,16,-1.4238,59,0.58207,26,-0.8378,64,0.64002,21,-1.0694,38,-0.1850,23,-0.9164,33,-0.4080,19,-1.2297
ENSG00000047410,TPR,44,0.08361,20,-1.1182,43,0.04343,36,-0.2404,29,-0.5480,30,-0.5310,37,-0.2113,83,1.10022,63,0.63466,40,-0.0850
ENSG00000157181,ODR4,36,1.91451,11,-0.0924,8,-0.6112,11,-0.0492,6,-1.0562,10,-0.2196,2,-2.6697,4,-1.3629,16,0.53041,15,0.44107
ENSG00000162670,BRINP3,7,-2.6854,26,-0.8303,137,2.33133,11,-2.1487,31,-0.5834,20,-1.2218,21,-1.1329,76,0.84362,43,-0.0759,21,-1.1842
ENSG00000116741,RGS2,12,-1.3845,46,0.62527,53,0.96473,22,-0.5667,80,1.55455,28,-0.1511,6,-2.3392,10,-1.6705,23,-0.4428,18,-0.8151
ENSG00000116750,UCHL5,23,-1.1229,41,-0.2838,64,0.45782,66,0.51697,62,0.35781,59,0.26783,28,-0.8841,35,-0.5206,35,-0.5307,50,0.00697
ENSG00000116747,RO60,50,1.67679,20,0.10373,15,-0.2968,3,-2.6831,5,-1.9323,6,-1.5320,18,-0.0633,19,0.08670,35,1.05599,30,0.77729
ENSG00000023572,GLRX2,35,-0.7599,88,0.69786,104,1.13480,49,-0.2581,55,-0.0546,36,-0.7075,51,-0.1754,60,0.08916,29,-1.0019,22,-1.4232
ENSG00000134371,CDC73,19,-0.4646,28,0.15323,34,0.51144,10,-1.5314,29,0.17001,10,-1.4039,21,-0.3328,55,1.24644,27,0.09819,31,0.29590
ENSG00000162630,B3GALT2,20,-2.2918,121,0.38036,299,2.44816,73,-0.4504,48,-1.0325,21,-2.2454,27,-1.8792,78,-0.3188,45,-1.1522,38,-1.3812
ENSG00000177888,ZBTB41,49,0.38471,35,-0.1379,57,0.71337,43,0.19754,30,-0.3650,26,-0.6194,26,-0.5944,13,-1.6149,49,0.37954,33,-0.2523
ENSG00000134376,CRB1,18,0.16486,6,-1.3753,10,-0.7194,16,0.05064,7,-1.1163,14,-0.1804,49,1.89060,4,-1.9995,18,0.17112,22,0.47317
ENSG00000151414,NEK7,121,1.95654,18,-1.1446,26,-0.6343,15,-1.4504,24,-0.7313,5,-2.8284,38,0.01286,74,1.08136,59,0.69076,36,-0.0741
ENSG00000162702,ZNF281,40,0.93569,17,-0.4098,36,0.87462,29,0.48497,16,-0.5320,10,-1.2139,2,-3.4696,20,-0.1248,8,-1.4321,23,0.05434
ENSG00000118200,CAMSAP2,75,-1.0806,135,-0.1852,214,0.61658,202,0.51155,86,-0.8685,147,-0.0470,116,-0.4210,100,-0.6480,95,-0.7161,235,0.70481
ENSG00000116852,KIF21B,20,-1.9393,76,0.03594,102,0.57276,106,0.63876,64,-0.2278,123,0.81407,72,-0.0555,23,-1.7305,37,-1.0503,59,-0.3665
ENSG00000116857,TMEM9,116,-0.8470,134,-0.6271,256,0.42044,274,0.54754,237,0.25220,186,-0.1299,211,0.06706,153,-0.4329,104,-1.0194,222,0.14932
ENSG00000174307,PHLDA3,125,1.23162,78,0.44114,60,0.03281,56,-0.0693,60,0.03341,41,-0.5344,54,-0.1383,37,-0.7248,41,-0.5637,38,-0.6795
ENSG00000159176,CSRP1,1011,2.94120,46,-2.2239,67,-1.7959,41,-2.5085,92,-1.2177,126,-0.7474,350,0.87119,51,-2.0914,364,0.93707,198,-0.0515
ENSG00000134369,NAV1,74,0.97932,42,0.07451,45,0.18851,36,-0.1724,28,-0.5448,30,-0.4569,15,-1.5214,27,-0.6114,50,0.33409,55,0.49923
ENSG00000198700,IPO9,47,-0.0996,38,-0.4261,49,-0.0536,48,-0.0823,43,-0.2316,89,0.92803,35,-0.5484,59,0.25482,35,-0.5388,62,0.34270
ENSG00000198892,SHISA4,187,0.50858,103,-0.4316,131,-0.0678,131,-0.0579,172,0.36861,198,0.59882,85,-0.7229,105,-0.3952,138,0.02257,120,-0.1969
ENSG00000134375,TIMM17A,70,-0.9850,152,0.20018,191,0.64166,169,0.41965,180,0.47863,151,0.19216,62,-1.1814,97,-0.5024,75,-0.8787,96,-0.5057
ENSG00000176393,RNPEP,34,1.21676,30,1.00728,19,0.27944,10,-0.7447,22,0.48823,4,-1.8487,1,-3.3057,12,-0.4246,18,0.16681,13,-0.3578
ENSG00000170075,GPR37L1,246,1.14960,45,-1.5207,54,-1.3305,51,-1.4199,65,-0.9685,107,-0.2063,301,1.50611,27,-2.2769,170,0.53071,295,1.46921
ENSG00000143862,ARL8A,209,0.57452,115,-0.3726,227,0.80204,145,-0.0120,192,0.43727,147,0.00903,78,-0.9625,120,-0.3025,51,-1.5990,97,-0.6345
ENSG00000077152,UBE2T,1,-4.2205,36,0.33607,35,0.30935,51,1.02175,56,1.05014,31,0.07688,4,-2.6872,14,-1.1353,20,-0.6053,17,-0.8245
ENSG00000077157,PPP1R12B,41,0.01850,25,-0.7240,64,0.85902,46,0.24075,15,-1.4868,32,-0.3675,56,0.52699,36,-0.1601,21,-0.9916,36,-0.1828
ENSG00000117139,KDM5B,7,-1.8091,10,-1.2343,22,-0.1786,32,0.51242,33,0.49144,42,0.89429,32,0.44605,8,-1.5739,20,-0.2622,28,0.24436
ENSG00000183155,RABIF,35,0.09449,25,-0.4197,28,-0.3048,51,0.78461,53,0.74774,58,0.88490,10,-1.7659,18,-0.9084,24,-0.4750,17,-1.0342
ENSG00000117153,KLHL12,5,-3.4357,65,0.14378,72,0.35595,97,0.90283,91,0.70112,63,0.09757,33,-0.8656,61,0.05241,32,-0.9458,20,-1.6435
ENSG00000159346,ADIPOR1,101,0.09765,77,-0.3322,110,0.25801,134,0.61949,95,-0.0070,101,0.09172,56,-0.8099,87,-0.1446,64,-0.6139,72,-0.4276
ENSG00000159348,CYB5R1,41,-0.4903,50,-0.1708,56,0.00037,54,-0.0780,122,1.26741,26,-1.1682,71,0.36067,54,-0.0513,35,-0.7109,56,-0.0200
ENSG00000163444,TMEM183A,37,-1.0344,107,0.59181,83,0.19647,69,-0.1036,96,0.41523,75,0.03679,29,-1.4291,132,0.94122,51,-0.5775,54,-0.4720
ENSG00000143847,PPFIA4,6,-2.1469,23,-0.2017,25,-0.0392,35,0.51374,42,0.76567,33,0.36872,34,0.42536,12,-1.2096,16,-0.7373,26,0.01871
ENSG00000163485,ADORA1,90,1.15468,34,-0.4122,96,1.49345,15,-1.7370,26,-0.8034,33,-0.4524,2,-4.4441,36,-0.3132,44,-0.0215,45,0.02233
ENSG00000159388,BTG2,41,0.62785,0,-6.1415,6,-2.2246,7,-2.0278,3,-2.9169,11,-1.4095,218,4.36510,0,-6.7376,17,-0.6954,12,-1.2513
ENSG00000188783,PRELP,22,-0.4460,20,-0.6054,6,-2.5444,0,-5.8539,0,-6.2401,1,-4.4195,192,3.63785,28,-0.0687,31,0.06409,51,0.85965
ENSG00000058668,ATP2B4,94,-1.8097,167,-0.9572,531,0.99179,438,0.61746,207,-0.6276,313,0.00964,229,-0.4741,232,-0.4505,149,-1.1216,400,0.40336
ENSG00000182004,SNRPE,84,-0.1933,106,0.16953,64,-0.6736,74,-0.4242,140,0.62112,120,0.36288,137,0.57931,128,0.47421,88,-0.1189,64,-0.6114
ENSG00000143845,ETNK2,6,-0.7834,4,-1.3292,12,0.11907,14,0.43346,2,-2.1518,17,0.66368,0,-4.5153,10,-0.1908,18,0.78985,22,1.11310
ENSG00000143850,PLEKHA6,12,-2.0426,35,-0.4328,83,1.08861,39,-0.2801,49,0.11110,57,0.33831,51,0.15299,34,-0.4439,34,-0.4805,37,-0.3313
ENSG00000158615,PPP1R15B,17,-0.7216,26,-0.0767,20,-0.5539,24,-0.1897,38,0.52889,36,0.43834,74,1.65650,8,-1.8480,11,-1.2902,30,0.12965
ENSG00000133056,PIK3C2B,44,1.61390,12,-0.4617,22,0.45334,22,0.49848,7,-1.2847,13,-0.3951,9,-0.8907,8,-1.1418,11,-0.6148,8,-1.0468
ENSG00000198625,MDM4,90,1.74848,16,-1.0644,23,-0.5015,33,0.06442,14,-1.2573,11,-1.5554,44,0.51773,33,0.04787,31,-0.0512,30,-0.0790
ENSG00000170382,LRRN2,5,-3.0761,39,-0.1469,63,0.66497,48,0.19066,37,-0.2240,53,0.32672,63,0.58731,41,-0.1019,20,-1.1362,39,-0.1791
ENSG00000163531,NFASC,312,1.77084,64,-0.8197,149,0.55175,81,-0.4999,106,-0.0447,41,-1.4762,76,-0.5730,96,-0.1988,61,-0.8840,96,-0.2055
ENSG00000184144,CNTN2,719,4.24573,10,-3.2312,41,-1.3455,14,-2.9648,111,0.25343,70,-0.4536,9,-3.4881,17,-2.5054,68,-0.5019,17,-2.5429
ENSG00000117222,RBBP5,16,-0.4644,12,-0.8123,27,0.37969,27,0.42617,35,0.80370,31,0.58693,17,-0.3596,9,-1.2964,10,-1.1374,18,-0.2279
ENSG00000133059,DSTYK,26,-0.9627,46,-0.1009,73,0.71001,50,0.05493,70,0.58217,48,-0.0223,25,-1.0240,25,-0.9993,31,-0.6888,69,0.54542
ENSG00000133069,TMCC2,93,0.75554,66,0.19260,54,-0.1178,52,-0.1917,48,-0.3072,38,-0.6586,28,-1.1220,82,0.54701,78,0.47457,53,-0.1486
ENSG00000117266,CDK18,249,3.89839,12,-1.5875,36,-0.0009,4,-3.2846,10,-1.8260,14,-1.4352,0,-6.4164,27,-0.4450,25,-0.5557,12,-1.6038
ENSG00000174514,MFSD4A,14,-2.7962,69,-0.5183,117,0.34720,139,0.66878,170,0.91937,179,1.00820,52,-0.9438,36,-1.4671,34,-1.5760,87,-0.1548
ENSG00000158711,ELK4,36,1.41481,9,-0.7851,14,-0.1255,8,-1.0408,9,-0.7759,5,-1.6670,24,0.73702,15,-0.0454,25,0.82702,15,-0.0329
ENSG00000069275,NUCKS1,577,0.61071,415,0.08044,465,0.29181,353,-0.1902,247,-0.7248,234,-0.8012,414,0.07801,315,-0.3516,409,0.05721,485,0.32734
ENSG00000117280,RAB29,39,1.71656,10,-0.5364,10,-0.4924,8,-0.8928,9,-0.6169,3,-2.0579,25,0.93230,5,-1.3293,14,0.05010,24,0.87804
ENSG00000133065,SLC41A1,36,0.76545,7,-1.5860,14,-0.6960,22,-0.0342,4,-2.5200,27,0.29387,51,1.37999,15,-0.6184,19,-0.2262,34,0.69443
ENSG00000266028,SRGAP2,33,-0.5199,48,0.07780,90,1.27227,36,-0.3773,55,0.29005,26,-0.8585,16,-1.6005,32,-0.5241,39,-0.2367,47,0.04438
ENSG00000266094,RASSF5,0,-5.2967,15,-0.1368,19,0.26507,13,-0.3179,27,0.80561,47,1.79309,11,-0.5120,8,-1.0906,9,-0.8978,12,-0.3816
ENSG00000143486,EIF2D,20,0.90073,2,-2.4482,6,-0.8633,14,0.35538,1,-2.7723,15,0.39254,23,1.15686,6,-0.8720,16,0.58551,11,-0.0624
ENSG00000143479,DYRK3,4,-1.7908,3,-2.2053,11,-0.3147,29,1.42610,2,-2.5883,21,0.67210,30,1.25887,5,-1.5316,6,-1.1840,13,-0.1053
ENSG00000162889,MAPKAPK2,53,0.78170,28,-0.2442,41,0.39602,23,-0.5678,29,-0.2004,27,-0.3063,33,0.02414,31,-0.0845,30,-0.1370,33,0.02352
ENSG00000123836,PFKFB2,92,1.50635,15,-1.3169,61,0.91433,31,-0.2814,36,-0.0464,20,-0.9714,11,-1.7520,23,-0.7381,31,-0.2672,32,-0.2486
