Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to8,Feature log2 fold change topic 4to8
ENSG00000188976,NOC2L,101,0.95035,52,-0.9503
ENSG00000188290,HES4,86,-0.4318,116,0.43180
ENSG00000187608,ISG15,93,-0.1126,100,0.11263
ENSG00000188157,AGRN,47,0.03650,46,-0.0365
ENSG00000078808,SDF4,110,0.20814,95,-0.2081
ENSG00000176022,B3GALT6,46,0.27972,38,-0.2797
ENSG00000160087,UBE2J2,92,1.22042,39,-1.2204
ENSG00000131584,ACAP3,194,0.45925,141,-0.4592
ENSG00000127054,INTS11,89,0.39323,67,-0.3932
ENSG00000224051,CPTP,66,0.37487,51,-0.3748
ENSG00000107404,DVL1,86,-0.4859,121,0.48599
ENSG00000175756,AURKAIP1,162,-0.2068,187,0.20684
ENSG00000221978,CCNL2,58,0.45407,42,-0.4540
ENSG00000242485,MRPL20,158,-0.1411,174,0.14114
ENSG00000179403,VWA1,28,-1.2441,67,1.24417
ENSG00000205090,TMEM240,104,0.59832,69,-0.5983
ENSG00000160075,SSU72,197,0.18202,174,-0.1820
ENSG00000228594,FNDC10,53,-0.0967,56,0.09670
ENSG00000197530,MIB2,48,-0.0089,48,0.00895
ENSG00000215790,SLC35E2A,27,-0.2046,31,0.20467
ENSG00000008130,NADK,39,0.20114,34,-0.2011
ENSG00000078369,GNB1,406,0.28234,334,-0.2823
ENSG00000187730,GABRD,168,0.90203,90,-0.9020
ENSG00000067606,PRKCZ,261,0.54055,179,-0.5405
ENSG00000162585,FAAP20,59,-0.7017,96,0.70177
ENSG00000157933,SKI,67,0.30942,54,-0.3094
ENSG00000157916,RER1,96,0.63631,61,-0.6363
ENSG00000157911,PEX10,26,-1.0716,55,1.07160
ENSG00000149527,PLCH2,42,0.61388,27,-0.6138
ENSG00000197921,HES5,63,-0.4676,87,0.46763
ENSG00000157870,PRXL2B,153,0.49794,109,-0.4979
ENSG00000177133,PRDM16-DT,34,-0.9710,66,0.97100
ENSG00000158109,TPRG1L,198,0.82963,111,-0.8296
ENSG00000130764,LRRC47,75,0.46463,54,-0.4646
ENSG00000196581,AJAP1,77,1.38154,29,-1.3815
ENSG00000069424,KCNAB2,351,0.37057,272,-0.3705
ENSG00000116254,CHD5,370,0.48160,265,-0.4816
ENSG00000116251,RPL22,441,-0.8019,768,0.80191
ENSG00000116237,ICMT,56,1.07123,26,-1.0712
ENSG00000158292,GPR153,42,0.67850,26,-0.6785
ENSG00000097021,ACOT7,181,0.96751,93,-0.9675
ENSG00000215788,TNFRSF25,51,1.15059,23,-1.1505
