Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000188976,NOC2L,39,-0.3080,7,-2.8674,55,1.23048
ENSG00000188290,HES4,67,0.85023,36,-0.1920,37,-0.4628
ENSG00000187608,ISG15,303,1.60282,98,-0.3470,100,-1.0064
ENSG00000078808,SDF4,82,0.15370,42,-0.8875,78,0.32840
ENSG00000176022,B3GALT6,18,-0.8854,20,-0.7943,37,0.92741
ENSG00000160087,UBE2J2,16,-1.5041,20,-1.1994,50,1.46434
ENSG00000131584,ACAP3,79,-0.0956,49,-0.8385,90,0.47959
ENSG00000127054,INTS11,64,0.20875,26,-1.2204,60,0.40842
ENSG00000224051,CPTP,21,-0.3726,23,-0.2318,28,0.33912
ENSG00000107404,DVL1,51,0.05201,27,-0.9050,52,0.40683
ENSG00000175756,AURKAIP1,102,-0.4066,96,-0.4910,140,0.50237
ENSG00000221978,CCNL2,69,0.38459,24,-1.2749,57,0.29010
ENSG00000242485,MRPL20,166,-0.0166,144,-0.2405,171,0.14218
ENSG00000179403,VWA1,157,2.81135,37,-0.0081,20,-2.2606
ENSG00000205090,TMEM240,4,-2.8727,21,-0.5343,34,1.42400
ENSG00000160075,SSU72,120,-0.0977,73,-0.8785,136,0.49815
ENSG00000228594,FNDC10,22,-0.7869,17,-1.1068,40,1.03454
ENSG00000197530,MIB2,42,0.09675,19,-1.1528,42,0.46864
ENSG00000215790,SLC35E2A,34,0.00914,7,-2.2767,38,0.84922
ENSG00000078369,GNB1,236,-0.7682,249,-0.6882,424,0.80720
ENSG00000187730,GABRD,16,-2.0134,26,-1.3163,73,1.75934
ENSG00000067606,PRKCZ,55,-1.6854,97,-0.8349,191,1.31673
ENSG00000162585,FAAP20,76,0.77580,35,-0.4806,46,-0.2871
ENSG00000157933,SKI,65,0.94220,37,-0.0082,33,-0.6138
ENSG00000157916,RER1,95,0.57167,48,-0.5485,66,-0.1078
ENSG00000157870,PRXL2B,42,-0.6162,29,-1.2120,70,0.97912
ENSG00000158109,TPRG1L,93,-1.1432,70,-1.5647,224,1.45969
ENSG00000130764,LRRC47,68,-0.3363,33,-1.4129,93,0.87328
ENSG00000069424,KCNAB2,16,-3.9151,124,-0.9350,269,1.93369
ENSG00000116254,CHD5,14,-3.3668,94,-0.5138,152,1.48752
