Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,24,0.02894,24,-0.0289
ENSG00000188976,NOC2L,68,0.76866,40,-0.7686
ENSG00000188290,HES4,51,-0.4469,70,0.44692
ENSG00000187608,ISG15,124,0.43452,92,-0.4345
ENSG00000188157,AGRN,24,-0.1062,26,0.10621
ENSG00000078808,SDF4,80,0.11799,74,-0.1179
ENSG00000176022,B3GALT6,19,-0.9031,36,0.90312
ENSG00000160087,UBE2J2,44,0.07079,42,-0.0707
ENSG00000131584,ACAP3,20,-1.7602,68,1.76023
ENSG00000169972,PUSL1,0,-4.5860,14,4.58609
ENSG00000127054,INTS11,59,0.48456,42,-0.4845
ENSG00000224051,CPTP,25,-0.2553,30,0.25531
ENSG00000107404,DVL1,61,-0.1848,69,0.18488
ENSG00000175756,AURKAIP1,201,0.19105,176,-0.1910
ENSG00000221978,CCNL2,53,0.48669,37,-0.4866
ENSG00000242485,MRPL20,198,0.22773,169,-0.2277
ENSG00000179403,VWA1,20,-0.8548,36,0.85485
ENSG00000197785,ATAD3A,23,0.36832,18,-0.3683
ENSG00000205090,TMEM240,14,-1.4180,38,1.41803
ENSG00000160075,SSU72,85,-0.9358,163,0.93585
ENSG00000228594,FNDC10,65,0.84780,36,-0.8478
ENSG00000272106,AL691432.2,48,0.87883,26,-0.8788
ENSG00000197530,MIB2,40,0.24173,34,-0.2417
ENSG00000189339,SLC35E2B,6,-1.3701,18,1.37010
ENSG00000215790,SLC35E2A,17,-0.1940,20,0.19401
ENSG00000008130,NADK,47,0.84221,26,-0.8422
ENSG00000078369,GNB1,292,-0.5059,415,0.50591
ENSG00000187730,GABRD,104,-0.4812,145,0.48123
ENSG00000067606,PRKCZ,152,-0.3761,198,0.37616
ENSG00000162585,FAAP20,79,0.31403,63,-0.3140
ENSG00000157933,SKI,15,-1.1610,33,1.16106
ENSG00000157916,RER1,119,0.86596,65,-0.8659
ENSG00000157911,PEX10,32,0.10054,30,-0.1005
ENSG00000149527,PLCH2,8,-1.4495,21,1.44955
ENSG00000157870,PRXL2B,65,0.08181,61,-0.0818
ENSG00000177133,PRDM16-DT,5,-1.9233,21,1.92339
ENSG00000158109,TPRG1L,151,-0.1868,172,0.18689
ENSG00000130764,LRRC47,42,-0.5974,63,0.59741
ENSG00000116198,CEP104,50,1.42929,18,-1.4292
ENSG00000196581,AJAP1,9,-2.0836,38,2.08360
ENSG00000069424,KCNAB2,155,-0.5313,224,0.53136
ENSG00000116254,CHD5,149,0.47998,107,-0.4799
